Gene = RGP1
index = 1135
Annotated 5SS: [ 122  585 1093 1455 1703 2126 2468 2859]
Annotated 3SS: [ 449  955 1370 1552 1978 2339 2668 3363]
SMsplice 5SS: [ 122 1093 1455 1703 2468 3516]
SMsplice 3SS: [ 955 1370 1552 2339 3363 3894]
top_k =  100
Partition function (log Z): -4.459950373912459

Sorted 5' Splice Sites (High to Low Probability):
Position 2468: 0.9981267206714554
Position 1455: 0.8576095096862455
Position 1093: 0.7528685318794917
Position 3516: 0.6473701271279969
Position 122: 0.4789324247068108
Position 1703: 0.47200528611758086
Position 585: 0.4637154955808543
Position 2126: 0.33242012430066886
Position 2051: 0.2825886085645546
Position 2859: 0.25692340033402433
Position 1614: 0.1898233382712674
Position 61: 0.13755867517574719
Position 416: 0.10265994632156782
Position 1135: 0.06930843336688425
Position 1126: 0.068591812305935
Position 606: 0.057845616479246936
Position 350: 0.04229522768557078
Position 751: 0.02759299541643979
Position 386: 0.020916285525681987
Position 135: 0.01936715892150111
Position 662: 0.016456187216618273
Position 4451: 0.009987917214644319
Position 3159: 0.009466459523746168
Position 1371: 0.007951183671712873
Position 205: 0.004924023265929969
Position 1601: 0.004172861492379829
Position 93: 0.0025686518673807114
Position 881: 0.0018473366973094992
Position 531: 0.0016611383902710906
Position 481: 0.0011715823117091231
Position 242: 0.0005926836817941165
Position 186: 0.000410777500044691
Position 277: 0.00019701550765685303
Position 49: 0.00014009228209011282
Position 106: 6.390578881176338e-07
Position 108: 2.2639847204789085e-08
Position 261: 1.1075438838697943e-08
Position 153: 1.5356193139167973e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2339: 0.9957470271026784
Position 955: 0.883290887698006
Position 1370: 0.8476842483737208
Position 3363: 0.6788589550246137
Position 1978: 0.5848475824832722
Position 1552: 0.5390628986952022
Position 449: 0.3234267994901355
Position 3894: 0.23004660784250705
Position 4608: 0.21627169733184629
Position 2627: 0.1781836402961086
Position 2668: 0.16866042446962126
Position 5000: 0.09423387389931824
Position 7108: 0.07429382819917248
Position 6678: 0.06534348988252506
Position 4165: 0.058663974309891745
Position 1265: 0.044364999543942574
Position 7186: 0.040513637961153176
Position 1193: 0.034659622903499936
Position 3443: 0.034367361779465484
Position 3414: 0.03230122276367971
Position 1605: 0.027867383537827417
Position 329: 0.02355885052367653
Position 1562: 0.021430469866136902
Position 3024: 0.01920049325540748
Position 2004: 0.016985500065302053
Position 1949: 0.014185391059025295
Position 1268: 0.013299532522292677
Position 6653: 0.012504011770202996
Position 277: 0.009245782835472756
Position 712: 0.008848815037057388
Position 415: 0.008323561416251011
Position 3733: 0.00827394855683751
Position 584: 0.007662302763376709
Position 3609: 0.00629881129321271
Position 372: 0.006241226439857101
Position 2644: 0.0029212015701115604
Position 4250: 0.0022861426359595885
Position 1238: 0.001860799820384602
Position 995: 0.0014678976520891534
Position 2185: 0.0013699528264011218
Position 1673: 0.0008746169726581845
Position 3326: 0.0004384973029431611
Position 2675: 6.125602917090422e-05
Position 2597: 2.4828026664149733e-05
Position 212: 5.9382085565511485e-06
Position 247: 4.9078568447741794e-06
Position 233: 2.1523879452355795e-06
Position 379: 4.590208527160354e-07
Position 284: 4.147943602314903e-07
Position 385: 3.772743685962329e-07
