Gene = TWISTNB
index = 1512
Annotated 5SS: [ 325 4309 9016]
Annotated 3SS: [ 4166  8806 10359]
SMsplice 5SS: [ 325 4309 9016]
SMsplice 3SS: [ 4166  8806 12621]
top_k =  100
Partition function (log Z): -6.452797435110787

Sorted 5' Splice Sites (High to Low Probability):
Position 4309: 0.9876767710447001
Position 9016: 0.9850563333232161
Position 325: 0.9502132683761807
Position 2864: 0.3723559646087267
Position 7175: 0.3520577857750633
Position 12806: 0.3157761032306236
Position 7541: 0.169590188519698
Position 128: 0.12346848901931252
Position 7317: 0.06438117741702597
Position 1271: 0.027993803305774372
Position 8649: 0.02118205272976165
Position 81: 0.016156599958637406
Position 7387: 0.012761123311692943
Position 494: 0.0006406770623915744
Position 829: 0.0003389126606335179
Position 555: 0.0003009210942073076
Position 121: 0.00025418707874005073
Position 604: 0.00023578730422540593
Position 418: 0.00015410460314136282
Position 191: 9.197291591514479e-05
Position 183: 7.930833959112594e-05
Position 50: 1.1674932708808034e-05
Position 34: 5.011355475787173e-06
Position 26: 7.212822923089479e-07
Position 160: 1.2450057329517504e-07
Position 198: 1.0020086769042003e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4166: 0.9662335264757298
Position 8806: 0.9594763992463243
Position 12621: 0.5417935513281416
Position 7076: 0.43038454442080637
Position 12899: 0.25379053597634926
Position 7444: 0.16959018851969795
Position 2795: 0.16163563599531394
Position 2636: 0.15059863887185856
Position 13207: 0.12748625848393846
Position 13037: 0.1117781502140397
Position 10359: 0.08910284291474277
Position 11027: 0.048049564810781376
Position 267: 0.04736645160227011
Position 2737: 0.04610211439019506
Position 8718: 0.03762798538483214
Position 9448: 0.03439362138442038
Position 198: 0.030389209163579244
Position 1147: 0.028019451421912228
Position 4174: 0.021443244568970586
Position 8354: 0.02118205272976165
Position 11159: 0.017275899389176612
Position 9311: 0.016860612656553236
Position 9418: 0.013253451659981388
Position 12850: 0.01265131000482297
Position 9102: 0.011895424618261506
Position 234: 0.010419227453231487
Position 9135: 0.00816544010281334
Position 2502: 0.0065435586136502666
Position 9261: 0.006252602948218821
Position 2553: 0.0038039462281409557
Position 158: 0.0037769724658147505
Position 2534: 0.0036720705095677876
Position 11225: 0.0035125389034361557
Position 10014: 0.001838553435879167
Position 9577: 0.001374793148318855
Position 9632: 0.0013572845739646929
Position 7903: 0.0006328114118388452
Position 4635: 0.00045858701924144773
Position 4441: 0.0004527300742119153
Position 4858: 0.0001413808303890544
