Gene = AZIN2
index = 124
Annotated 5SS: [  182   396   700  1242  3015 11110 12304 13601 15757 17067 37004]
Annotated 3SS: [  274   487  1064  2840 10936 12168 13434 15593 16953 36788 38930]
SMsplice 5SS: [  182   396  1242 10778 11110 13601 15757 17067 37004]
SMsplice 3SS: [  277  1064 10709 10936 13434 15593 16953 36788 38930]
top_k =  100
Partition function (log Z): -22.561259830774258

Sorted 5' Splice Sites (High to Low Probability):
Position 1242: 0.9892921613204769
Position 396: 0.9342469992677024
Position 3015: 0.2355346793208294
Position 166: 0.13369646233853338
Position 2030: 0.0984271962471666
Position 700: 0.08435251346479174
Position 186: 0.07603455863235602
Position 600: 0.004668655594990867
Position 608: 0.0043433825853293985
Position 889: 0.0034774622650049674
Position 236: 0.0017098361701547262
Position 617: 0.0009041684703673569
Position 48: 0.000864512032644796
Position 1646: 0.000814559104725328
Position 195: 0.0004933184071302829
Position 332: 1.1379352453034796e-05
Position 324: 1.0369336300107115e-05
Position 8: 1.0041049826314172e-05
Position 412: 9.203484587780994e-06
Position 391: 3.8968510497697595e-06
Position 1345: 3.1969466323505713e-06
Position 270: 2.4843577285735076e-06
Position 42: 2.36310954067522e-06
Position 1262: 1.0839040572326337e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1064: 0.9418989692880533
Position 7729: 0.29858720387559123
Position 2840: 0.2612509143201694
Position 5244: 0.13016891717926873
Position 7052: 0.08937404746495536
Position 277: 0.08060541937635307
Position 487: 0.07925355420744182
Position 274: 0.07369214770139378
Position 3481: 0.05754446824064903
Position 7760: 0.05236582594179681
Position 1084: 0.05173465938053645
Position 1904: 0.04721310055823262
Position 2111: 0.04265246527311954
Position 2695: 0.039187101969740006
Position 1949: 0.036212577181567444
Position 1697: 0.03538603202942132
Position 1864: 0.03409392396893094
Position 3504: 0.024172801273238044
Position 1606: 0.023986125569637196
Position 5647: 0.01961383382792748
Position 1751: 0.019319772104547127
Position 1925: 0.013622330588109332
Position 1997: 0.013317749138082789
Position 2060: 0.012297574168303467
Position 1444: 0.012266820309420348
Position 3944: 0.011507576585821145
Position 1645: 0.010367632325233689
Position 1584: 0.010135390008291828
Position 4010: 0.008629398782801005
Position 3528: 0.008566491352579284
Position 1510: 0.007177024745346414
Position 524: 0.005422140998483154
Position 2233: 0.0036908510890873766
Position 661: 0.0024799847491598164
Position 352: 0.002024166070442016
Position 1134: 0.001827513942773992
Position 797: 0.001548582376359198
Position 845: 0.0013859355455328526
Position 1844: 0.0013417956032918546
Position 279: 0.0009872284760353296
Position 324: 0.0007286926551803875
Position 1100: 0.0003499183054498815
Position 355: 0.0002962627592112218
Position 943: 0.00025450346375014354
Position 1034: 0.00018655842962285929
Position 442: 0.0001186308490276314
Position 1232: 4.487187564234145e-05
Position 1453: 2.4214316323699458e-05
Position 1285: 6.099242377615782e-07
Position 490: 1.4826073240535732e-07
Position 331: 1.549165488984382e-08
Position 598: 4.490943809759204e-09
Position 534: 4.230895830073488e-09
Position 181: 9.739875995780334e-10
