Gene = SH2D5
index = 1251
Annotated 5SS: [ 356 4579 5014 5536 6617 8141 8454 8911 9781]
Annotated 3SS: [ 4449  4932  5460  6469  7900  8284  8801  9620 10540]
SMsplice 5SS: [ 180  533 4579 5014 5536 6617 8141 8454 8911 9781]
SMsplice 3SS: [  264  4449  4932  5460  6469  7900  8284  8801  9620 10540]
top_k =  100
Partition function (log Z): 2.2165587398561652

Sorted 5' Splice Sites (High to Low Probability):
Position 4579: 0.9999999999999984
Position 9781: 0.9756391828477986
Position 8911: 0.9359510350777703
Position 8454: 0.9322009979000752
Position 180: 0.741543767953049
Position 6617: 0.638993136680634
Position 533: 0.5410102743284626
Position 5014: 0.5138016689619977
Position 8141: 0.4593593935437715
Position 753: 0.4392612219604998
Position 356: 0.345935738941221
Position 5536: 0.32600981786342176
Position 1089: 0.303319191086853
Position 5558: 0.266009471634522
Position 3204: 0.24391221379630307
Position 8188: 0.22649505171078826
Position 5531: 0.22149789272227202
Position 8129: 0.13567701918698566
Position 6063: 0.11439672435588896
Position 5873: 0.10777169607670539
Position 8009: 0.093798913622687
Position 100: 0.09176355903164991
Position 9078: 0.06791945045120645
Position 8384: 0.06779900209992344
Position 63: 0.05504909094474103
Position 6681: 0.04569263735195222
Position 8045: 0.040876928001574844
Position 383: 0.03897043003324646
Position 573: 0.019536859315184188
Position 6058: 0.013310703670447522
Position 394: 0.011433659565731294
Position 105: 0.007783283415357586
Position 184: 0.006116032386105205
Position 360: 0.001474911019432195
Position 224: 2.1929156367436628e-05
Position 319: 1.7142705241042376e-05
Position 398: 1.2852574532724698e-05
Position 70: 6.171723142303036e-06
Position 73: 3.650875400978432e-06
Position 67: 6.67251521314051e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4449: 0.9999999999999984
Position 8284: 0.9605425018365991
Position 7900: 0.9562073060658071
Position 8801: 0.9387320985875336
Position 9620: 0.9090118241256119
Position 264: 0.8556815841942476
Position 5460: 0.8135171822202156
Position 6469: 0.6846857740325861
Position 4826: 0.5138016689619976
Position 10540: 0.31081479096612996
Position 10367: 0.2683708416613121
Position 2887: 0.2439122137963031
Position 678: 0.23443786887249568
Position 659: 0.1351624517435499
Position 993: 0.12836591067065614
Position 5922: 0.12770742802633644
Position 739: 0.11700436039849037
Position 5615: 0.10777169607670539
Position 979: 0.09914051905281188
Position 10287: 0.07711500056545532
Position 10049: 0.06684169273021269
Position 9723: 0.05740517270540392
Position 10164: 0.050435679438117643
Position 8287: 0.039457498163399135
Position 10553: 0.03855155332562284
Position 9011: 0.03239970037723026
Position 10100: 0.029149402943668058
Position 10189: 0.02862232452095167
Position 814: 0.028469302309348927
Position 10798: 0.0274227740344405
Position 10412: 0.02339281122773422
Position 9998: 0.022272625062167803
Position 10836: 0.02025482783148453
Position 9744: 0.016569163992221542
Position 8978: 0.014408600347728305
Position 9028: 0.013537966846143255
Position 9521: 0.010455770695491105
Position 10866: 0.008348246386940117
Position 9537: 0.006293809275856042
Position 10801: 0.004046612153561553
Position 8552: 0.0030365917285324227
Position 382: 0.002882636425936637
Position 8910: 0.0011557329054266278
Position 462: 0.0009737485052159021
Position 9037: 0.000599794736381978
Position 451: 0.00036331809106898396
Position 9356: 0.0002642592054155175
Position 270: 0.0001700046488808404
Position 485: 0.00016862600301435912
Position 286: 0.00015977380994645557
Position 292: 0.00013442757348887402
Position 203: 9.667001431906395e-05
Position 212: 3.422684865426796e-05
Position 223: 7.571953298512454e-06
Position 246: 5.249078436179564e-06
Position 507: 2.18407387982992e-06
