Gene = NICN1
index = 941
Annotated 5SS: [ 219 3075 3444 3960 4378]
Annotated 3SS: [2897 3329 3887 4272 4451]
SMsplice 5SS: [ 219 3444 3960 4378]
SMsplice 3SS: [3329 3819 4272 4451]
top_k =  100
Partition function (log Z): 1.1108961824591823

Sorted 5' Splice Sites (High to Low Probability):
Position 3444: 0.9981843805727001
Position 219: 0.9665830346585523
Position 4378: 0.9332050598777611
Position 3960: 0.6219840928908231
Position 2453: 0.4897520521655493
Position 3977: 0.2798216671559751
Position 3075: 0.22549514447623392
Position 4021: 0.06090090812345789
Position 1487: 0.04500466493486019
Position 2984: 0.03331243550013375
Position 232: 0.024580514237391902
Position 3127: 0.019835088728189537
Position 2566: 0.01721612986844817
Position 3031: 0.01219884772411843
Position 3050: 0.011758504613598293
Position 2423: 0.011271912677671626
Position 138: 0.008826277959549916
Position 513: 0.007140590631876453
Position 1622: 0.003624634494406106
Position 1606: 0.0021186344713152133
Position 3597: 0.001609672098766692
Position 457: 0.0014480987058166446
Position 1510: 0.0010590922307182919
Position 3729: 0.000866694259389255
Position 1527: 0.0006746132427439637
Position 1008: 0.000606133955723735
Position 2803: 0.00023210166632409978
Position 277: 6.71992820830817e-06
Position 343: 1.3988825426737438e-06
Position 147: 1.1982218065469604e-06
Position 180: 2.96436885551756e-07
Position 280: 1.8841483679249183e-07
Position 102: 1.7960366556351154e-07
Position 114: 1.3019740234009811e-07
Position 36: 5.669540584031334e-08
Position 39: 1.8611556588588511e-09
Position 69: 1.4771973825546588e-09
Position 371: 1.425399735579986e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3329: 0.9447463059761155
Position 4272: 0.9018679473015334
Position 3819: 0.8043130842704618
Position 4451: 0.7404142487906432
Position 2365: 0.4983532569578233
Position 2897: 0.2515811653870224
Position 3887: 0.07685323312325422
Position 5029: 0.0696044916976755
Position 3864: 0.05064523073711865
Position 1379: 0.0465919163851226
Position 3772: 0.03401138660411963
Position 2903: 0.03286387424626565
Position 4958: 0.029768984712751172
Position 6187: 0.029743525313718395
Position 4831: 0.028652053456951106
Position 4989: 0.024907243749574173
Position 3349: 0.024209823170472555
Position 4538: 0.021145859419647157
Position 2957: 0.01815737697316179
Position 3234: 0.01786371909293617
Position 2334: 0.01785880724322541
Position 4628: 0.016587690187704975
Position 5597: 0.015053766186685417
Position 4314: 0.012019448387367198
Position 3408: 0.007465767239777302
Position 4179: 0.007019844406146736
Position 4153: 0.006736078342049527
Position 438: 0.006304081308718115
Position 4292: 0.005657600603523734
Position 3380: 0.00464675937275783
Position 4836: 0.004530835338989684
Position 6121: 0.004059645626587098
Position 5943: 0.003580641777904473
Position 1325: 0.003282442043514071
Position 4311: 0.0028968104663542552
Position 3749: 0.002210696709615575
Position 389: 0.0022056608008722005
Position 1414: 0.0021141729052731287
Position 2389: 0.0019059225385081886
Position 4507: 0.0017432848680810386
Position 4588: 0.0016527897031957733
Position 3649: 0.0010967761728003865
Position 906: 0.0006061339557237356
Position 3563: 0.0004946370580760532
Position 3558: 0.0003646451971547512
Position 2306: 0.0003542096384362759
Position 1271: 0.0001836468416462576
Position 1274: 0.00016654663919849502
Position 1480: 0.00014291455928922746
Position 363: 7.894722810277742e-05
Position 3840: 3.8031173599409486e-06
Position 3927: 1.421235591673794e-06
