Gene = FNDC9
index = 561
Annotated 5SS: [181]
Annotated 3SS: [2177]
SMsplice 5SS: [ 181  872 1446]
SMsplice 3SS: [ 767 1318 2177]
top_k =  100
Partition function (log Z): -5.831806898067343

Sorted 5' Splice Sites (High to Low Probability):
Position 181: 0.9042421619510508
Position 1446: 0.7568357837790136
Position 872: 0.5145076104018215
Position 2344: 0.3675862466897698
Position 341: 0.07241790987069911
Position 1024: 0.04950736075429896
Position 2061: 0.03998879531797916
Position 393: 0.026811568020481784
Position 2417: 0.01058914095290335
Position 993: 0.007884398498065406
Position 502: 0.004199525294966526
Position 887: 0.003982667716938085
Position 29: 0.001799400144144698
Position 491: 0.0016967243756497682
Position 2197: 0.001247857611740223
Position 447: 0.0006804425257004197
Position 1760: 0.0006074159776948511
Position 264: 3.277440568380714e-07
Position 63: 1.7896914920106093e-07
Position 48: 4.654455187352847e-08
Position 61: 9.999210265655418e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2177: 0.8520078846779902
Position 1318: 0.6873168798339075
Position 767: 0.4917292314112124
Position 2441: 0.12696035531877953
Position 3934: 0.07831981303965946
Position 817: 0.05916922346066782
Position 2560: 0.0590313306593936
Position 3714: 0.04937356273013798
Position 2324: 0.03501290335382914
Position 1959: 0.03251415754251815
Position 2978: 0.031633679141411346
Position 3357: 0.02754373012474187
Position 2586: 0.02597032504380363
Position 1859: 0.023533390566133607
Position 2282: 0.02340385210907929
Position 3041: 0.02337867053165
Position 1332: 0.021414638322957636
Position 1360: 0.019878181936752205
Position 1151: 0.017198877588918606
Position 2627: 0.00985688827435079
Position 2218: 0.009467871182214144
Position 925: 0.008510895030210306
Position 770: 0.008026227029709478
Position 1272: 0.006595620383854809
Position 367: 0.0055548761676005205
Position 274: 0.004119561934262852
Position 1201: 0.0038115163437407408
Position 1905: 0.003552078489088262
Position 340: 0.003346042465886308
Position 1261: 0.0032700514423125264
Position 748: 0.0030910249985485233
Position 649: 0.0028253556114373893
Position 698: 0.001667200268359691
Position 246: 0.0011293000097709976
Position 1083: 0.0007782671067163694
Position 1416: 0.0006239928472968312
Position 1663: 0.000607415977694852
Position 243: 0.0005892663238675724
Position 740: 0.0005129035187485259
Position 298: 0.0002762527377991879
Position 410: 0.0002633574430137618
Position 264: 0.0002142805010029336
Position 122: 0.00017325479840061902
Position 414: 9.724774673973611e-05
Position 286: 8.805213323660963e-05
Position 300: 7.295289334440964e-05
Position 392: 3.078353144673107e-05
Position 150: 2.239427712414921e-05
Position 464: 1.9944379342437037e-05
