Gene = CCT5
index = 318
Annotated 5SS: [  525  4285  4918  6233  8383  8615 10991 11825 12698 13394]
Annotated 3SS: [ 4223  4752  6033  8189  8464 10870 11638 12559 13212 14734]
SMsplice 5SS: [  125  4285  4918  6233  7091  8383  8615 10991 12698 13394]
SMsplice 3SS: [ 4223  4752  6033  6957  8189  8464 10870 12559 13292 14734]
top_k =  100
Partition function (log Z): 0.6034140692147301

Sorted 5' Splice Sites (High to Low Probability):
Position 8615: 0.999999999999999
Position 4918: 0.9823430775528429
Position 10991: 0.9636698967517622
Position 8383: 0.9023768859532562
Position 4285: 0.8963290396897757
Position 13394: 0.8938040028354188
Position 125: 0.7047512352031114
Position 525: 0.6335198848216358
Position 7091: 0.5644319284435563
Position 6233: 0.5396430887308445
Position 3914: 0.3497888430222379
Position 12698: 0.33727405997704446
Position 2469: 0.28935257529718034
Position 2424: 0.25409574721324873
Position 10441: 0.2189030567786278
Position 5585: 0.17616426096866847
Position 11775: 0.11116736160055715
Position 1805: 0.10594146192058415
Position 3919: 0.08901095802253087
Position 11825: 0.06667440873184392
Position 14532: 0.06360497781323812
Position 7371: 0.05913682919614694
Position 3961: 0.051466982649313306
Position 2384: 0.048039932006207126
Position 1471: 0.044423613998461634
Position 4035: 0.025322615738477664
Position 7124: 0.024734110946065632
Position 4363: 0.020015128225580964
Position 13339: 0.013930765734923077
Position 2636: 0.012782646423843582
Position 7057: 0.010782694123094162
Position 14837: 0.010696023741938345
Position 3792: 0.005164011193112208
Position 5275: 0.0020195037715814023
Position 5372: 0.0018135643971776113
Position 79: 0.00037989754363888675
Position 167: 0.00027143164840779196
Position 389: 0.00020943429900292985
Position 400: 0.0001151992882504239
Position 49: 0.0001005458276936386
Position 169: 4.1900004644778305e-05
Position 322: 3.9126676656144844e-05
Position 4914: 3.358693368458844e-05
Position 287: 2.6615655508064653e-05
Position 122: 2.632998472936487e-05
Position 70: 2.125040161971158e-05
Position 24: 3.962915103571079e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 8189: 0.9595342295552468
Position 8464: 0.9428426563980083
Position 10870: 0.9368145507023606
Position 4223: 0.9163441679153569
Position 4752: 0.8579455833255722
Position 6957: 0.5928646961880697
Position 2333: 0.5914882545166363
Position 14734: 0.5642987679226693
Position 3731: 0.5207534106256722
Position 6033: 0.4892792796426595
Position 13292: 0.4772062359884531
Position 13212: 0.4343138398382574
Position 12559: 0.33727405997704446
Position 376: 0.2965541702610676
Position 10350: 0.2189030567786278
Position 11638: 0.1649447968313358
Position 14707: 0.12401215211888049
Position 5520: 0.11934445337138103
Position 4844: 0.11352888789227211
Position 14487: 0.10693286155981385
Position 11904: 0.06327097012415983
Position 7194: 0.05913682919614694
Position 1715: 0.05803764962297236
Position 5454: 0.054651900009871274
Position 6054: 0.05036380908818485
Position 15385: 0.0484878782578585
Position 1678: 0.047903812297611766
Position 14531: 0.04374728607416388
Position 14103: 0.04283459763074723
Position 14518: 0.03601748038840546
Position 479: 0.03098610247284028
Position 10945: 0.02685534604940116
Position 1280: 0.025673641292463467
Position 13552: 0.02147194397837692
Position 1372: 0.016154801788904417
Position 13692: 0.016032472487207662
Position 11657: 0.014455291267112147
Position 2541: 0.012265499101549981
Position 4716: 0.010902193268682877
Position 6887: 0.007084037324646278
Position 230: 0.006394983463800678
Position 5174: 0.005566080236677024
Position 352: 0.003939772437936772
Position 1226: 0.002582743891831072
Position 12227: 0.001850965990477554
Position 400: 0.0007779335823733303
Position 2580: 0.0005171473222936012
Position 256: 0.0003255775717546321
Position 5270: 0.00024750848815589506
Position 259: 0.0002453108503399465
Position 281: 0.0002114241413671962
Position 5010: 0.0001873870313422542
Position 178: 2.5378573126361955e-05
Position 233: 2.2908309413630244e-05
Position 190: 1.7915860328486837e-05
Position 1028: 1.242702526267829e-05
Position 330: 1.7701220619829388e-06
