Gene = FBXW5
index = 548
Annotated 5SS: [  57  760 1302 1882 2104 2605 3114 3400]
Annotated 3SS: [ 543 1143 1706 1954 2183 2965 3186 3478]
SMsplice 5SS: [  57  760 1302 1882 2104 2262 3114 3308]
SMsplice 3SS: [ 601 1143 1706 1954 2183 2965 3186 3478]
top_k =  100
Partition function (log Z): 5.831523668089124

Sorted 5' Splice Sites (High to Low Probability):
Position 2104: 0.9927288600917562
Position 760: 0.988215084647504
Position 3114: 0.9136894086990257
Position 1882: 0.9122225910510524
Position 57: 0.7471744422171402
Position 1302: 0.7391679549069632
Position 2262: 0.4654971400330919
Position 3308: 0.440871300422974
Position 2317: 0.4360215484142046
Position 3400: 0.2798139785241715
Position 2896: 0.19029524302200548
Position 2373: 0.048011458771343295
Position 291: 0.04500860079157092
Position 1157: 0.04183725888603207
Position 410: 0.03985533271355479
Position 463: 0.037526339922096225
Position 1233: 0.031546328680158456
Position 1316: 0.026202785655747546
Position 3724: 0.019438578413511768
Position 1203: 0.01891930708865955
Position 533: 0.01830020923393208
Position 1262: 0.017642172433261074
Position 283: 0.015074598989913987
Position 1383: 0.007445280794452051
Position 732: 0.005195254500884755
Position 1401: 0.004407921824045457
Position 2077: 0.003941029232431187
Position 1188: 0.0038032462572165303
Position 1356: 0.0030141158754649305
Position 392: 0.0026691108699211197
Position 61: 0.002561064744596998
Position 8: 0.0023385740762535186
Position 139: 0.0015709600332099582
Position 399: 0.0009043144436288441
Position 2108: 0.0005403351604368425
Position 266: 0.0004039429713834542
Position 660: 1.3789468889721971e-05
Position 14: 2.9612104608603783e-06
Position 825: 1.6745356530390703e-06
Position 156: 1.3292082305216857e-07
Position 82: 8.543432961754586e-08
Position 116: 4.8298912001416537e-08
Position 54: 7.21517761382535e-10
Position 92: 2.0696759337235888e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2183: 0.9787745895793011
Position 1954: 0.9661999113503994
Position 1143: 0.8542547204834486
Position 601: 0.7012458263459497
Position 3478: 0.5821011410483802
Position 2965: 0.5100739038579359
Position 1706: 0.4693097094147927
Position 3186: 0.45368484651154195
Position 2991: 0.3210294940026391
Position 1676: 0.3068679305160534
Position 3998: 0.2726486949923247
Position 3247: 0.22554781748201083
Position 543: 0.15659606244149893
Position 2824: 0.13564330876642908
Position 1744: 0.12791912907883873
Position 3538: 0.09911064497975121
Position 3204: 0.06277562334119885
Position 2844: 0.04412998063395742
Position 2876: 0.03529461447301172
Position 3004: 0.03325990408386022
Position 1989: 0.021813808804461488
Position 677: 0.019575276573158912
Position 1042: 0.01690944856575072
Position 614: 0.0146114893833761
Position 2642: 0.014530123069694662
Position 3295: 0.013820802483810157
Position 2938: 0.010526374144252584
Position 430: 0.008141491059341366
Position 1928: 0.007358318209145386
Position 1268: 0.006035924182302526
Position 1649: 0.005809790004412988
Position 1032: 0.004931965087403219
Position 557: 0.004416614817531877
Position 1063: 0.003021262964614178
Position 1246: 0.0027537958370386956
Position 995: 0.0022526261723070217
Position 1689: 0.0017850899147459959
Position 334: 0.0016128120163455314
Position 1120: 0.0013763965090672842
Position 1652: 0.0012604571354158545
Position 1646: 0.0011086711074103546
Position 1208: 0.0008445776791488444
Position 1202: 0.000752753595248342
Position 1010: 0.0006526776062910621
Position 2600: 0.0005801037622334027
Position 731: 0.0002816281651959068
Position 1227: 0.00019729528982790294
Position 167: 0.00016484533256983305
Position 179: 7.30449909940111e-05
Position 2216: 5.383910112397278e-05
Position 2196: 5.265926444628982e-05
Position 244: 3.797080281597055e-05
Position 121: 2.8590262998056024e-05
Position 337: 1.6436189825613747e-05
Position 198: 8.478974299200813e-06
Position 227: 4.561144798574698e-06
Position 891: 1.5932233561768838e-06
Position 1104: 1.335206195742688e-06
Position 384: 1.0972466794113563e-06
Position 190: 2.9720576900771896e-07
Position 2248: 1.9072242230837712e-07
