Gene = LAX1
index = 765
Annotated 5SS: [ 479 5762 6302 6972]
Annotated 3SS: [5651 6190 6891 8698]
SMsplice 5SS: [ 479 5762 6302 6972]
SMsplice 3SS: [5651 6190 6891 8698]
top_k =  100
Partition function (log Z): -0.13937539695891954

Sorted 5' Splice Sites (High to Low Probability):
Position 6972: 0.9799752931023205
Position 6302: 0.976148750828364
Position 5762: 0.9697149482714954
Position 479: 0.7649811607125151
Position 8762: 0.2813142135744563
Position 208: 0.2136321300522505
Position 9087: 0.049545279106899875
Position 265: 0.03609581224962199
Position 8755: 0.03333760243349045
Position 3420: 0.0223807254376087
Position 496: 0.021730533449799312
Position 658: 0.01468319584791276
Position 6637: 0.013992568478737873
Position 8766: 0.009810969681975729
Position 6306: 0.005147966229375716
Position 231: 0.0045921296722416195
Position 8068: 0.003975052254570439
Position 7199: 0.003821826748220108
Position 6558: 0.0018026958468702415
Position 6069: 0.0017839716042589379
Position 5795: 0.0016066201087377317
Position 6599: 0.0007575164408978268
Position 5974: 0.0004938090108281657
Position 4862: 0.0004784549203836758
Position 8088: 0.0004673355713019305
Position 3002: 0.00045789487826658536
Position 4521: 0.00044693019494912553
Position 6719: 0.00029472674549989563
Position 4594: 0.00028597691697468186
Position 8834: 0.0002563053042248781
Position 3723: 0.000229555993006833
Position 8624: 0.00019493692465641705
Position 6470: 0.00016278451569981197
Position 3695: 0.00015084262496667828
Position 3413: 0.0001494702669416824
Position 7778: 9.788228245804377e-05
Position 7880: 8.193033548446652e-05
Position 187: 5.174844586767733e-05
Position 240: 3.843888453435422e-05
Position 378: 3.8363759503501003e-05
Position 296: 2.699865532725791e-05
Position 108: 2.391697163688667e-05
Position 161: 2.1529932416013347e-05
Position 202: 1.7698809924908278e-05
Position 309: 1.192781085948126e-05
Position 283: 1.1675047147452698e-05
Position 7347: 4.263291023399515e-06
Position 6421: 3.7477371493430883e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 6891: 0.9886418878406261
Position 6190: 0.9664607752843932
Position 5651: 0.784110636942216
Position 8698: 0.5321455008568313
Position 8611: 0.2630224719173267
Position 5621: 0.18555403926552572
Position 8970: 0.18261388234845027
Position 9175: 0.1502776562752846
Position 8903: 0.06761699905116707
Position 7272: 0.036523842870502865
Position 9263: 0.031463635397036664
Position 10511: 0.022668101988206048
Position 3261: 0.022530195704550362
Position 424: 0.017426988832042068
Position 340: 0.016014393432059654
Position 6539: 0.015651469992716924
Position 9050: 0.014815042769014172
Position 6148: 0.014439214332389684
Position 8906: 0.011284719866700231
Position 9832: 0.008830872015011107
Position 9206: 0.008780377227198391
Position 8794: 0.007788273272507959
Position 521: 0.007590036328177082
Position 7096: 0.0069744614828393895
Position 9125: 0.005316109958677975
Position 546: 0.003730595488848878
Position 7346: 0.0035245977918014764
Position 7983: 0.003181176082367515
Position 377: 0.0029063717275201783
Position 342: 0.0028256755886918415
Position 9335: 0.0024654400145098687
Position 6417: 0.002418516721622745
Position 8753: 0.002272326178735428
Position 587: 0.0019826067333532918
Position 7296: 0.0019108368451083828
Position 8725: 0.0016651787643085071
Position 5490: 0.0016568921724916701
Position 469: 0.0015867226344619093
Position 7952: 0.0015673442271536841
Position 6754: 0.001487552208510246
Position 8838: 0.001485799327497475
Position 5873: 0.0012692257523468128
Position 6826: 0.0012394502407454316
Position 5909: 0.0010085548627402911
Position 7070: 0.0009715551960245906
Position 306: 0.0008088884238994364
Position 4429: 0.0007329071119238071
Position 7863: 0.000592328825775419
Position 561: 0.0005596307700134216
Position 564: 0.000525350342493193
Position 4768: 0.00047845492038367537
Position 2886: 0.00045789487826658503
Position 3549: 0.0003803986179735111
Position 6726: 0.00029614096481537556
Position 6869: 0.000201865484759351
Position 6196: 0.00020124481826225036
Position 6248: 0.000195660545178355
Position 7684: 9.352816783730127e-05
Position 7763: 8.193033548446667e-05
Position 6925: 7.677277263299672e-06
Position 6683: 7.237662013132248e-06
Position 6946: 5.025788005245942e-06
Position 7710: 2.362906538724777e-06
Position 6016: 2.217232900917947e-06
Position 6291: 1.3525817629268687e-06
Position 6546: 6.497813155144899e-09
