Gene = ZMPSTE24
index = 1603
Annotated 5SS: [  288  2879  9766 10429 12021 13929 23421 27923 32891]
Annotated 3SS: [ 2731  9678 10311 11867 13786 23235 27817 32746 34337]
SMsplice 5SS: [  288  2879  9151  9401  9766 10429 12021 13929 23421 27923]
SMsplice 3SS: [ 2731  9035  9283  9678 10311 11867 13786 23235 27817 34337]
top_k =  100
Partition function (log Z): 5.134331970811261

Sorted 5' Splice Sites (High to Low Probability):
Position 13929: 1.0000000000000018
Position 9766: 0.9997149528742887
Position 23421: 0.9967354709452083
Position 2879: 0.9947908480795664
Position 27923: 0.9811565967060633
Position 9401: 0.9710287059438872
Position 10429: 0.9428602809634199
Position 12021: 0.8372339421002428
Position 288: 0.7900935968996201
Position 9151: 0.68789518698414
Position 32891: 0.30034883744669527
Position 13664: 0.2826588221429149
Position 463: 0.2012713524164798
Position 18123: 0.20028831846607037
Position 24766: 0.18845811452988726
Position 4770: 0.11376756476520465
Position 4877: 0.07727216248159832
Position 10233: 0.07521443644431396
Position 10031: 0.07353140104534639
Position 2417: 0.06305937155892094
Position 10229: 0.05493732426519844
Position 10084: 0.033210916957757505
Position 217: 0.03309079777358221
Position 7804: 0.027063430850056764
Position 12065: 0.023300005180972406
Position 3091: 0.0211568750937158
Position 8511: 0.02083990644725121
Position 10013: 0.016867896361190734
Position 254: 0.014234777584479864
Position 10561: 0.014119588790221857
Position 119: 0.01308005123211309
Position 9992: 0.011903166967305333
Position 10756: 0.009785771153055659
Position 2542: 0.00708781326874875
Position 13101: 0.005021634766285389
Position 1647: 0.004995069603818746
Position 2614: 0.00438964258466284
Position 2532: 0.0035451346925239858
Position 910: 0.0030153197883458277
Position 10657: 0.0023640698783473206
Position 2883: 0.0011579568128222966
Position 2848: 0.001045082290741099
Position 173: 0.000457273556795351
Position 43: 0.0004406757842339655
Position 115: 0.00041770438418603707
Position 159: 0.00034032830665045924
Position 130: 0.00029997714149894986
Position 9797: 0.00027868973689456125
Position 194: 9.841011258525238e-06
Position 419: 2.0327007464741923e-06
Position 483: 1.425576380952483e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 13786: 1.0000000000000018
Position 2731: 0.9879371764599931
Position 27817: 0.9853183600381973
Position 9678: 0.9666415916254615
Position 9283: 0.9479141236341403
Position 10311: 0.9105093020490628
Position 34337: 0.8385509130148749
Position 11867: 0.8293910391223467
Position 23235: 0.783635344949292
Position 9035: 0.6878951869841398
Position 32746: 0.3553228794758322
Position 13607: 0.2826588221429149
Position 23257: 0.21310012599591627
Position 17974: 0.17857967948331321
Position 4663: 0.1480638502365539
Position 9882: 0.13066591223569146
Position 24447: 0.11506560584483337
Position 24690: 0.08271516261152945
Position 10083: 0.04764486554798703
Position 2275: 0.045831301960283795
Position 4726: 0.042975877010249054
Position 10167: 0.03392194999724268
Position 389: 0.0339153391608638
Position 9697: 0.03162233568043473
Position 10355: 0.030341765349836708
Position 7678: 0.027063430850056764
Position 10525: 0.02458572932363069
Position 9279: 0.023140785758794323
Position 2413: 0.022230553647961216
Position 17769: 0.02172878651840227
Position 8395: 0.02083990644725121
Position 3003: 0.020431575950181288
Position 28338: 0.01943053283377363
Position 10203: 0.01890485917055052
Position 29004: 0.01787192510678547
Position 30794: 0.016436894173786878
Position 11824: 0.015697658483263453
Position 9860: 0.015570069496007016
Position 11808: 0.015445249675604966
Position 10152: 0.015220618193869889
Position 330: 0.011845428367263012
Position 29661: 0.010481193372925196
Position 30160: 0.008757922244240079
Position 28050: 0.007061551722761156
Position 360: 0.006054639851496894
Position 2774: 0.005356004555097781
Position 2138: 0.005209721104790473
Position 12990: 0.005021634766285389
Position 2736: 0.004391392765433278
Position 30391: 0.004050616811667719
Position 10270: 0.0035674693738855703
Position 2231: 0.0032993235150290917
Position 1242: 0.003015880766029181
Position 715: 0.002235583740492882
Position 28640: 0.0020052739470969483
Position 1542: 0.001979188837789563
Position 9580: 0.0015391177606209631
Position 28408: 0.0015357314490154368
Position 2365: 0.001519278846713402
Position 26839: 0.001445075566987028
Position 10171: 0.0014294136510059668
Position 10061: 0.001351248718627493
Position 25689: 0.001260289759424675
Position 25785: 0.0011495822232919035
Position 9985: 0.001022073003679988
Position 252: 0.0009666169928057176
Position 414: 0.0009578099955955232
Position 25492: 0.0008961240294662555
Position 802: 0.0007797360478529462
Position 24423: 0.000472663106834264
Position 9473: 0.0001707514844363473
Position 14085: 7.261085152059154e-05
Position 9937: 2.525064682653329e-05
Position 14056: 2.4192318974016845e-05
Position 9918: 2.0792909037885453e-05
Position 2613: 1.853252348639746e-05
Position 2575: 7.863052731625526e-06
Position 15606: 7.622578902715445e-06
Position 10012: 7.175770394814273e-06
Position 14378: 4.7352591287459906e-06
Position 14181: 4.205919613873275e-06
Position 14159: 1.73688553820632e-06
