Gene = PRPF38B
index = 1075
Annotated 5SS: [ 545 3448 3872 4015 6505]
Annotated 3SS: [3378 3719 3953 6280 6838]
SMsplice 5SS: [ 545 3448 3872 4015 6505]
SMsplice 3SS: [3378 3719 3953 6280 6838]
top_k =  100
Partition function (log Z): 7.184853515364583

Sorted 5' Splice Sites (High to Low Probability):
Position 3872: 0.9611242862890627
Position 6505: 0.9243339253353535
Position 4015: 0.8302525091647721
Position 3448: 0.6994205038729622
Position 545: 0.6229788930894884
Position 5695: 0.4332090344350068
Position 575: 0.3696914640674583
Position 3458: 0.2983498695902983
Position 7028: 0.23195495448410738
Position 1011: 0.13335661136527144
Position 8161: 0.11880353188142527
Position 7051: 0.09788271005145074
Position 5541: 0.08971647314161053
Position 4029: 0.08657589656846643
Position 1320: 0.0738882727065107
Position 6462: 0.0534069356044247
Position 1015: 0.03652501035744122
Position 1314: 0.03262114365975706
Position 7015: 0.03228846310536769
Position 4192: 0.0267243990730032
Position 1877: 0.02063161476777273
Position 980: 0.01802770173565618
Position 2723: 0.01762821534873206
Position 5972: 0.011190508355382994
Position 2855: 0.008155185497602257
Position 948: 0.0071934264799477675
Position 8194: 0.005676859674688127
Position 7144: 0.004561262658032818
Position 1435: 0.003953928048821817
Position 521: 0.0031769196676536254
Position 593: 0.002832349919159505
Position 1030: 0.0026261168691329817
Position 916: 0.002294286591771294
Position 1021: 0.0019480499521794636
Position 7220: 0.0017511767029288736
Position 3807: 0.0012326541037228286
Position 4530: 0.0009142256307255996
Position 3438: 0.000817067932593256
Position 65: 0.0007405654770033048
Position 6881: 0.000536717475706495
Position 652: 0.0005023113364526049
Position 3462: 0.0004955625624957545
Position 180: 0.00033312979355615535
Position 552: 0.0002816846316803029
Position 3878: 0.00027479751301680256
Position 4788: 0.00023466989472216822
Position 3584: 0.00023188939029032126
Position 642: 0.00019820722477451532
Position 5926: 0.00019269362316302551
Position 3863: 0.00014367547828534187
Position 116: 0.00013675746370830528
Position 3720: 0.0001155035483237211
Position 488: 8.518577143874625e-05
Position 71: 8.016699115831409e-05
Position 556: 6.0663301424549144e-05
Position 185: 5.0198331545604545e-05
Position 638: 4.545685345496857e-05
Position 170: 2.8213009169304634e-05
Position 655: 1.8160968541919574e-05
Position 97: 1.3594458102437947e-05
Position 51: 4.990067378365951e-06
Position 79: 3.688890655943822e-06
Position 56: 2.0311628471671104e-06
Position 579: 8.583606904132243e-07
Position 524: 1.9719040263903338e-07
Position 383: 1.942498398365541e-07
Position 352: 1.9095775536241222e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3378: 0.9946927726939612
Position 3719: 0.9551386375809222
Position 6838: 0.9304389397539137
Position 6280: 0.9130167932427313
Position 3953: 0.862801518600194
Position 8057: 0.33021594245515246
Position 5623: 0.2553436869400885
Position 5486: 0.21187352402684642
Position 733: 0.1849754118925437
Position 8464: 0.08533296025101537
Position 5585: 0.06709149858822863
Position 8112: 0.06479062711229125
Position 6381: 0.05398840701706004
Position 3937: 0.04716171025097297
Position 1248: 0.04661050487052101
Position 8271: 0.027807497420561225
Position 1103: 0.022689152390977647
Position 6657: 0.017202796580944528
Position 1182: 0.017145267647771006
Position 1704: 0.017086243824238134
Position 2541: 0.014456246691364458
Position 3973: 0.013821588069213431
Position 1266: 0.013681050987186659
Position 8820: 0.012715031586452704
Position 866: 0.012627451300954119
Position 8904: 0.012307970404702277
Position 6258: 0.010735660679986884
Position 1263: 0.01033736851863327
Position 8669: 0.010123956672505506
Position 2757: 0.008155185497602255
Position 3650: 0.007148900453046302
Position 4130: 0.00528836665608734
Position 3756: 0.004959149063258927
Position 3321: 0.004646766726660466
Position 942: 0.004053993669647728
Position 1613: 0.003545370943534591
Position 2494: 0.0031719686573675977
Position 3616: 0.0027090511520567366
Position 4103: 0.0026288717105670944
Position 4190: 0.0026165817168182373
Position 8155: 0.0025199537961681233
Position 296: 0.0012660732353412174
Position 4416: 0.0009967623416633387
Position 3738: 0.000978369856566184
Position 3726: 0.0005821741971421159
Position 741: 0.00025278125094637055
Position 3791: 0.0001998924965723541
Position 4550: 0.00015213318378443005
Position 3567: 0.0001446378123921939
Position 4115: 0.00011917028056703045
Position 3671: 7.244855745230763e-05
Position 859: 6.156523730848475e-05
Position 3847: 4.2852496380420283e-05
Position 3963: 3.127047263269985e-06
Position 3831: 1.8868695028429714e-06
Position 4012: 1.40799694631174e-07
