Gene = LEMD1
index = 780
Annotated 5SS: [   65  1600  2825  5823 37767]
Annotated 3SS: [ 1479  2701  5757 37689 40197]
SMsplice 5SS: [   65  1600  2825 24571 37767]
SMsplice 3SS: [ 1479  2701 24470 37689 40197]
top_k =  100
Partition function (log Z): -23.11130525382949

Sorted 5' Splice Sites (High to Low Probability):
Position 65: 0.9616190746681368
Position 2825: 0.9257621091034308
Position 1600: 0.8883976033971389
Position 3128: 0.3130616048960411
Position 1609: 0.0810367905162267
Position 286: 0.07567432732482814
Position 1381: 0.057924528826669354
Position 2213: 0.021113235221040354
Position 1999: 0.01821244490268879
Position 5823: 0.01764336922331382
Position 400: 0.005932628652748043
Position 715: 0.005602566142114907
Position 1242: 0.005437016035949501
Position 818: 0.0034313160724144323
Position 259: 0.0033587359434977095
Position 471: 0.00335852978823247
Position 353: 0.0017100423266842278
Position 118: 0.0006953656990519368
Position 21: 0.0006204413566420332
Position 178: 0.0005132260427512191
Position 1744: 0.00046162882251970047
Position 57: 2.757421352004391e-05
Position 69: 1.6920171905663865e-05
Position 196: 2.303731793154549e-07
Position 159: 6.005759204128487e-08
Position 85: 2.480004309296303e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1479: 0.9781691668062675
Position 2701: 0.9027016701766003
Position 3084: 0.2494235823383295
Position 7824: 0.23717595807810662
Position 3272: 0.1752583363838663
Position 9565: 0.13471083892741434
Position 2952: 0.08724276693968219
Position 5270: 0.06650005362487478
Position 132: 0.056871930434479044
Position 6197: 0.05621177515997282
Position 5757: 0.05375275004632081
Position 1147: 0.046526733721496745
Position 5325: 0.02900099543326046
Position 2711: 0.026253730327112278
Position 4764: 0.025839734577608534
Position 6074: 0.022476999594987564
Position 3618: 0.021393904081450105
Position 3898: 0.020622162904793732
Position 3020: 0.019703656354500516
Position 4036: 0.017462854223564705
Position 6899: 0.014177434931147518
Position 4495: 0.011570014461644594
Position 2143: 0.010509011704425022
Position 2174: 0.00976420327345659
Position 1234: 0.00975698933433929
Position 2096: 0.009179948813509482
Position 6308: 0.008101124208882971
Position 1770: 0.0077405760954291775
Position 5328: 0.007531319100959693
Position 1813: 0.006592692848644963
Position 5433: 0.006417286569164584
Position 5345: 0.006133272657735555
Position 1207: 0.006031416072295679
Position 4781: 0.0057597109436224245
Position 5710: 0.00553848312009148
Position 1903: 0.004686321704336727
Position 1493: 0.004288983349380139
Position 2956: 0.0036541301156063247
Position 3174: 0.0035572488021747713
Position 1210: 0.003211526947755151
Position 2914: 0.00314975474403318
Position 3228: 0.002829178576446773
Position 757: 0.0028090849271332954
Position 1954: 0.0023150372078511064
Position 597: 0.0013915276696825861
Position 2931: 0.0013789432775592905
Position 3086: 0.0012607528858641257
Position 317: 0.0009840253878040676
Position 642: 0.0009183504069080307
Position 144: 0.0008658142626708577
Position 714: 0.0005449747056294168
Position 192: 0.00038845065177261687
Position 2897: 0.0003551489467568195
Position 519: 0.0003253096838346351
Position 177: 0.00028709583422300444
Position 3115: 0.00027617479721780427
Position 1556: 1.299830356938141e-05
Position 1429: 9.581231283141141e-06
Position 1443: 7.873568796654954e-06
