Gene = PELO
index = 1011
Annotated 5SS: [  475 13181]
Annotated 3SS: [11944 13468]
SMsplice 5SS: [  475 13181 13726]
SMsplice 3SS: [13063 13600 14137]
top_k =  100
Partition function (log Z): -15.79167876530812

Sorted 5' Splice Sites (High to Low Probability):
Position 475: 0.7424022834931446
Position 1709: 0.2075909863760237
Position 1058: 0.14195592601801965
Position 56: 0.14036108957072832
Position 602: 0.06161153142211887
Position 730: 0.051061377450002235
Position 4162: 0.04920719099307294
Position 5899: 0.017235162912593867
Position 1073: 0.016344336200481115
Position 151: 0.012398740640627546
Position 3374: 0.004690778252990894
Position 1595: 0.004670214281087737
Position 1045: 0.003515029309540194
Position 703: 0.00037791425895015784
Position 541: 0.00024067273835704837
Position 697: 0.00016395277733520817
Position 839: 6.223980658153629e-05
Position 633: 4.078177454668079e-05
Position 363: 3.665180418426656e-05
Position 210: 3.5069460701334204e-05
Position 444: 3.829685112205953e-06
Position 219: 1.0520572430509297e-07
Position 123: 4.1644933688387986e-08
Position 201: 2.4644168495564927e-08
Position 191: 2.3582764369638873e-08
Position 45: 2.7533039506104945e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4239: 0.2901683995048934
Position 935: 0.24136914452211716
Position 7265: 0.2028573178990049
Position 4282: 0.15721980832482257
Position 1657: 0.13592446923348303
Position 11398: 0.10843404245393007
Position 4136: 0.06856491899291549
Position 1485: 0.056415579998913196
Position 952: 0.052754075061819
Position 601: 0.03345717974244091
Position 5767: 0.026407908408598003
Position 7155: 0.017297813933034478
Position 3807: 0.01683521104230875
Position 6162: 0.015038131614202295
Position 2344: 0.009341123011025958
Position 896: 0.005858916980895892
Position 3202: 0.004690778252990894
Position 1680: 0.003776511929687886
Position 2980: 0.003124888472538303
Position 133: 0.0019154484440346913
Position 2708: 0.0018080170696723656
Position 300: 0.0003369796530756768
Position 381: 0.00010665623080052416
Position 441: 5.9718409916005016e-05
Position 302: 5.536386657768724e-05
Position 681: 4.2750442845717334e-05
Position 662: 3.924652799654327e-05
Position 561: 2.1874161042910382e-05
Position 694: 1.8931763430026612e-05
Position 329: 1.5168572190545051e-05
Position 401: 1.286837224680964e-05
Position 320: 9.728036828478576e-06
Position 217: 8.981310913738056e-06
Position 162: 8.236509375813526e-06
Position 254: 5.555969487328626e-06
Position 135: 4.212337039413241e-06
