Gene = BOLA1
index = 138
Annotated 5SS: [  234 11786]
Annotated 3SS: [11572 11955]
SMsplice 5SS: [234]
SMsplice 3SS: [384]
top_k =  100
Partition function (log Z): -13.603834097579405

Sorted 5' Splice Sites (High to Low Probability):
Position 234: 0.9742947457833577
Position 1429: 0.054841314299414405
Position 1434: 0.02587501269384902
Position 465: 0.020964037103923947
Position 1230: 0.020215938768275588
Position 95: 0.020156575631894148
Position 7030: 0.020015434313743335
Position 121: 0.0016628963847895703
Position 238: 0.0011647787012709155
Position 158: 0.0006894357015279621
Position 198: 0.0005528774827138822
Position 512: 0.000244372670806938
Position 660: 0.0002389879461029203
Position 1134: 0.00018340090343627402
Position 561: 0.00012879612935067032
Position 72: 6.01377504295301e-06
Position 131: 3.424944451527421e-06
Position 43: 3.2081562461697884e-07
Position 349: 2.773832695392868e-07
Position 134: 1.0478972265700887e-08
Position 326: 6.970750266834499e-09
Position 17: 7.651563024330392e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 384: 0.29315975718015713
Position 12235: 0.25347047497028224
Position 6763: 0.17325273788550558
Position 1327: 0.1209974183913143
Position 8866: 0.07307122973080066
Position 4827: 0.041221227050132286
Position 952: 0.025423234995045164
Position 2529: 0.021724126039451383
Position 2330: 0.021301718548126868
Position 920: 0.017002690366310778
Position 5639: 0.012186199170945575
Position 6631: 0.011325146044057407
Position 1125: 0.010288981981964084
Position 4852: 0.007008896758372157
Position 1161: 0.006688202703970022
Position 5635: 0.006281063111474948
Position 391: 0.006220690863354271
Position 537: 0.005895590174807015
Position 1206: 0.004966953597413108
Position 1895: 0.00416610767044568
Position 1510: 0.003572989418863717
Position 707: 0.0031467414708982355
Position 1487: 0.002930199204148804
Position 4221: 0.00218112139053396
Position 3783: 0.001744721365904938
Position 2727: 0.001688265739481827
Position 2731: 0.0016512553229634907
Position 601: 0.001531974414980311
Position 2590: 0.001326492467087115
Position 2418: 0.001255914264941078
Position 168: 0.0010659997042686785
Position 1702: 0.0010385878989045473
Position 872: 0.000788173633659117
Position 418: 0.0006696581868450192
Position 923: 0.0006365610996227121
Position 1083: 0.00017178694713836375
Position 1072: 0.00010679147280452164
Position 175: 3.935055802603181e-05
Position 218: 2.1840287016699505e-05
Position 183: 1.0013568424927343e-05
Position 1295: 6.027175003881942e-06
Position 150: 8.778828419131521e-07
Position 180: 3.1156087218519434e-07
Position 343: 2.3235422204671765e-07
Position 341: 1.8016129182790045e-07
Position 187: 5.6899147318423577e-08
Position 288: 5.278981444500384e-08
Position 427: 2.4888161487399317e-08
Position 106: 9.528419917719967e-09
