Gene = YRDC
index = 1586
Annotated 5SS: [ 394 1085 1329 3884]
Annotated 3SS: [ 969 1208 3740 4187]
SMsplice 5SS: [ 394 1085 1329 3884]
SMsplice 3SS: [ 969 1208 3740 4187]
top_k =  100
Partition function (log Z): 3.777567702463678

Sorted 5' Splice Sites (High to Low Probability):
Position 1085: 0.996534684594733
Position 394: 0.9907185039369075
Position 3884: 0.9904670352621294
Position 1329: 0.9304551358923051
Position 2869: 0.01828260790422285
Position 1753: 0.017781440456641914
Position 3035: 0.016408496681838983
Position 4224: 0.00849281360778103
Position 274: 0.004581578198473951
Position 1748: 0.004515159758383554
Position 840: 0.0042469097289328794
Position 1270: 0.003962456596863052
Position 4292: 0.003896220404180374
Position 1739: 0.0035697836681916617
Position 797: 0.0031462339411305073
Position 362: 0.00203734393387253
Position 4001: 0.0018905320955432603
Position 2612: 0.0017094065700320263
Position 4164: 0.0010412211894823946
Position 4133: 0.0003134776830740233
Position 4061: 0.00028815209803939996
Position 449: 0.0002855555069986995
Position 4502: 0.000253019668366948
Position 1034: 0.00022906243327605206
Position 18: 0.00021595564992338664
Position 22: 0.00019084502733125635
Position 1104: 0.00018345384355447102
Position 4308: 0.00016378220602245825
Position 1094: 9.701415046187675e-05
Position 1089: 4.64426107222357e-05
Position 322: 4.5536734849933005e-05
Position 869: 4.170779980184252e-05
Position 620: 2.668341129819753e-05
Position 1473: 2.5668554601288182e-05
Position 745: 2.426368951589608e-05
Position 1453: 2.264718196984659e-05
Position 251: 1.745601948645213e-05
Position 336: 1.4480793363797306e-05
Position 980: 5.067652956856338e-06
Position 1106: 2.5046007588508807e-06
Position 3926: 2.456116829977397e-06
Position 4014: 1.2122197103985681e-06
Position 61: 2.594878624990601e-07
Position 7: 2.5246078579633163e-07
Position 44: 2.39799486251749e-07
Position 248: 1.430883527214355e-07
Position 145: 1.3650197558531957e-07
Position 56: 1.1530570902836155e-07
Position 114: 4.4494526227605366e-08
Position 1025: 3.3031316338226353e-09
Position 529: 3.5025067537022976e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 969: 0.9881980172809454
Position 3740: 0.9762865273571214
Position 4187: 0.9345634727001194
Position 1208: 0.9330681269374692
Position 5209: 0.01840621654418108
Position 4050: 0.018257871282697388
Position 2934: 0.014059686379030113
Position 1614: 0.01134985403715603
Position 4221: 0.009966587935913073
Position 2741: 0.007278107351356513
Position 3987: 0.006384511374139552
Position 3651: 0.006184212221615409
Position 4634: 0.005960161865393478
Position 1575: 0.005261729843925505
Position 3680: 0.004955391164610227
Position 2721: 0.004673847666405009
Position 4275: 0.004556761942065809
Position 1621: 0.00422069943589596
Position 3628: 0.0036984062278011733
Position 4126: 0.003640316822727543
Position 1661: 0.003504232727218181
Position 1007: 0.0029797027070510938
Position 685: 0.002722048655015302
Position 742: 0.002713694523850543
Position 4672: 0.00265791209233427
Position 2634: 0.0025591047768762365
Position 2770: 0.0023667799187760885
Position 2952: 0.002348810302808869
Position 904: 0.002134772560061868
Position 1019: 0.0019363785620684264
Position 4940: 0.0017223017525428903
Position 1288: 0.0017118619375005972
Position 2492: 0.0017094065700320263
Position 1560: 0.0015298678390214592
Position 5120: 0.001468970524069244
Position 2805: 0.0014047681908090008
Position 4224: 0.00123553035709874
Position 3522: 0.0011566464257339942
Position 5132: 0.001027820476402207
Position 4084: 0.0007635029296467339
Position 4585: 0.0007110855788131363
Position 4344: 0.0006940339456592399
Position 3860: 0.0005082767855983979
Position 880: 0.000479618539570595
Position 4071: 0.00044831128200826826
Position 4482: 0.00040242799710547383
Position 3630: 0.0003345234162533612
Position 4272: 0.0003116968213690551
Position 1025: 0.0003111679447809651
Position 828: 0.0002750311790721255
Position 498: 0.00021656290720747646
Position 536: 0.00018665323399985292
Position 3591: 0.00016439727013697306
Position 699: 0.00012974998996337556
Position 582: 7.535289688322098e-05
Position 750: 4.594555878190498e-05
Position 508: 4.307248543996749e-05
Position 835: 3.841023668863041e-05
Position 114: 3.741240352069642e-05
Position 984: 3.615045165481618e-05
Position 672: 3.504141204541567e-05
Position 906: 3.136641817976371e-05
Position 759: 1.8868620440944623e-05
Position 334: 1.1835766209558765e-05
Position 1248: 1.108267407146202e-05
Position 342: 1.0385099535153641e-05
Position 669: 9.842432975258707e-06
Position 656: 8.221050416175003e-06
Position 175: 4.928323572905659e-06
Position 4060: 4.832679214512699e-06
Position 1215: 4.263081407594236e-06
Position 3570: 2.7343619747129217e-06
Position 3500: 2.440121995676511e-06
Position 1051: 2.2396004338206783e-06
Position 3356: 1.7610053451549911e-06
Position 1259: 6.983081013447154e-07
Position 1392: 1.432734656663463e-07
Position 1300: 1.1043047012532483e-08
Position 715: 8.060229438331463e-09
Position 1113: 9.18746011054476e-11
Position 1139: 2.8854101676977336e-12
