Gene = KLF18
index = 748
Annotated 5SS: [2968]
Annotated 3SS: [3619]
SMsplice 5SS: [ 324 2700 2968]
SMsplice 3SS: [2582 2787 3447]
top_k =  100
Partition function (log Z): -7.285678803661659

Sorted 5' Splice Sites (High to Low Probability):
Position 811: 0.7639399228708863
Position 2968: 0.6664964961591734
Position 555: 0.4667723367743612
Position 324: 0.38913930864372887
Position 1147: 0.3261019469601991
Position 769: 0.15054940029713956
Position 607: 0.08545577364574014
Position 112: 0.035430260381188815
Position 1105: 0.03036473149347015
Position 1425: 0.0275149839580938
Position 1189: 0.014712411280507418
Position 3653: 0.011142629506226548
Position 280: 0.009339012316047668
Position 2391: 0.002697309353955923
Position 185: 0.0023451394946118346
Position 937: 0.0009553989071349794
Position 439: 0.00012294066896770977
Position 979: 0.00010443511344961767
Position 1315: 3.792823312426747e-05
Position 1441: 2.0510688064243645e-05
Position 1231: 1.96974183754906e-05
Position 306: 9.493487826130235e-06
Position 152: 3.548629460168324e-06
Position 228: 5.218196895213428e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2787: 0.6664964961591734
Position 710: 0.529853151546302
Position 3447: 0.354991126454061
Position 692: 0.33000814437556214
Position 3619: 0.3264636803979205
Position 3427: 0.15418962525165783
Position 3255: 0.15267931879618904
Position 1028: 0.10171523065879742
Position 1070: 0.08514187323063917
Position 1046: 0.07997893943505796
Position 1004: 0.04316802882189001
Position 986: 0.03537529799309501
Position 724: 0.02960711164553598
Position 962: 0.025819417013072672
Position 1238: 0.02231849295294623
Position 3740: 0.011142629506226567
Position 3594: 0.010720674439351183
Position 1214: 0.004524031117923265
Position 734: 0.002917198389311164
Position 2246: 0.002697309353955923
Position 597: 0.0024680009399495333
Position 398: 0.0024540209618674077
Position 395: 0.0022355325837457225
Position 554: 0.001973833367156231
Position 442: 0.000734614199897534
Position 1196: 0.0007308988084127974
Position 323: 0.0004325514086786193
Position 374: 0.00042431641918390774
Position 439: 0.0004162371792119585
Position 463: 0.00025646834680608546
Position 512: 0.000245405915616556
Position 460: 0.00022227534241495167
Position 752: 0.00021894868018071704
Position 610: 0.0001625908198937632
Position 415: 0.00012342271784773832
Position 776: 0.0001081253371979052
Position 794: 7.826343802095161e-05
Position 878: 7.491663909477562e-05
Position 818: 5.360871188882426e-05
Position 446: 1.274990716416869e-05
Position 264: 1.2479012017624636e-05
Position 470: 8.862441727208418e-06
Position 507: 7.102703789552076e-06
Position 484: 6.458061541832257e-06
Position 302: 1.9966113300435907e-06
Position 228: 1.622417606843185e-06
Position 339: 1.5632338378243466e-06
Position 354: 1.4943566731148211e-06
