Gene = CRBN
index = 407
Annotated 5SS: [   90  4548  5652  6935 12077 23492 24964 25751 26287 27255]
Annotated 3SS: [ 4440  5448  6784 11916 23428 24878 25634 26221 27122 28664]
SMsplice 5SS: [   90  4548  5602  6935  7205 12077 22143 23492 24964 25751 26287]
SMsplice 3SS: [ 4440  5448  6784  7063 11916 22089 23428 24878 25647 26221 28664]
top_k =  100
Partition function (log Z): -11.802082724152964

Sorted 5' Splice Sites (High to Low Probability):
Position 6935: 0.9494455612661529
Position 4548: 0.8232688158613911
Position 12077: 0.7943839585651591
Position 7205: 0.7562970444283786
Position 90: 0.6418186428755076
Position 5602: 0.5158545743046498
Position 5330: 0.42688813022618205
Position 5652: 0.41745349478517935
Position 6237: 0.41187772781940846
Position 295: 0.272794825263779
Position 9153: 0.18201402566351668
Position 3725: 0.1726690681836261
Position 6164: 0.1422484310793586
Position 3527: 0.10411416012178064
Position 7226: 0.07887566680526577
Position 966: 0.07614721225174143
Position 9950: 0.051491425500557485
Position 12287: 0.041534266919893266
Position 6899: 0.037228494252098294
Position 13030: 0.026702446709348054
Position 5593: 0.025698142933675467
Position 647: 0.014513930922329766
Position 934: 0.006177592198145868
Position 2513: 0.003559306631489968
Position 4809: 0.0034072581388139267
Position 3655: 0.0030125217784940637
Position 4773: 0.00221615270594277
Position 410: 3.052504055627601e-05
Position 13: 1.2349556969673863e-05
Position 6502: 1.1950608353378089e-05
Position 103: 6.942786843209683e-06
Position 307: 5.777290990592643e-06
Position 305: 4.667684261662367e-06
Position 150: 3.958805166941585e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 6784: 0.9866740555182517
Position 7063: 0.8935984375217583
Position 11916: 0.8467609083421773
Position 5448: 0.5778928432788284
Position 4440: 0.4634334787585359
Position 6048: 0.43191084713519606
Position 5072: 0.4268881302261822
Position 5483: 0.3811133687446758
Position 4443: 0.3598353371028548
Position 12958: 0.2037983209654834
Position 17000: 0.19834159806069795
Position 14814: 0.19466921886834063
Position 9016: 0.18772379623265298
Position 3591: 0.17568158996212013
Position 3396: 0.10411416012178076
Position 15900: 0.0985197753248926
Position 12142: 0.09640901682380297
Position 5994: 0.08605809927960503
Position 9824: 0.07789942619414643
Position 12483: 0.05178525434912324
Position 5963: 0.03615721248396615
Position 7284: 0.028282628756842346
Position 11478: 0.01889085923857301
Position 12961: 0.01427150742687831
Position 9463: 0.007601253403230441
Position 11684: 0.006177252780791581
Position 4641: 0.005623410844756689
Position 12175: 0.004825980375182302
Position 881: 0.004528803115928433
Position 2387: 0.0035593066314899757
Position 783: 0.0027133905300038906
Position 551: 0.002392071602321917
Position 7225: 0.0007868095317480816
Position 7100: 0.0007089286479267338
Position 713: 0.0006739007746803026
Position 376: 0.000647296350073363
Position 865: 0.0005328189819403434
Position 7042: 0.00013192366255221022
Position 7069: 0.00011593808531815075
Position 558: 2.814332134136474e-05
Position 6386: 1.1950608353378131e-05
