Gene = UBE2H
index = 1519
Annotated 5SS: [   447  72055  73382  94048  95439 113743]
Annotated 3SS: [ 71977  73306  94007  95385 113613 117887]
SMsplice 5SS: [   447  31819  43203  55849  73382  94048  95439 103976 113743]
SMsplice 3SS: [ 31709  43041  55698  73306  94007  95385 103871 113613 114364]
top_k =  100
Partition function (log Z): -67.1650183755668

Sorted 5' Splice Sites (High to Low Probability):
Position 447: 0.7359668371174705
Position 68: 0.2620996753714689
Position 2896: 0.043796565127602834
Position 3991: 0.014059260289952325
Position 489: 0.013711493056638173
Position 678: 0.008425991187851218
Position 475: 0.00428589501696976
Position 1154: 0.004263963435338348
Position 60: 0.0033547679837177694
Position 1238: 0.0016746719307381816
Position 3: 0.0005025909845035748
Position 238: 7.052433323953517e-05
Position 436: 2.2598449956553028e-05
Position 196: 1.633016768286813e-05
Position 228: 1.5237453505343586e-05
Position 479: 1.1069424327966766e-05
Position 477: 7.496557664351534e-06
Position 439: 4.202740157573969e-06
Position 286: 3.3734883581203895e-06
Position 491: 1.2572612120640225e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 5561: 0.19649945992143114
Position 576: 0.13979010638744116
Position 643: 0.08701024328326035
Position 1628: 0.08630096523207231
Position 7442: 0.08520036414532492
Position 2815: 0.06942972405786257
Position 2856: 0.06498412030648708
Position 687: 0.058415005178182676
Position 4586: 0.05048199840186333
Position 8596: 0.04806345462057547
Position 3506: 0.02843028154522346
Position 1099: 0.026344082670228648
Position 6490: 0.02627109747981042
Position 606: 0.01672937775060769
Position 3846: 0.012990272358524405
Position 3817: 0.010937779517606022
Position 5676: 0.010781106848136005
Position 332: 0.010466478724081199
Position 5516: 0.01038423171117035
Position 357: 0.009555840072149054
Position 872: 0.006159404677074238
Position 822: 0.006108332150686187
Position 4301: 0.00578850623380794
Position 1131: 0.004711918946249553
Position 3466: 0.004425283886157859
Position 1016: 0.003091383582613445
Position 1083: 0.002756021622240154
Position 545: 0.002641205163907986
Position 2561: 0.0025684208770018362
Position 2431: 0.0024891585622255886
Position 221: 0.0011183254731251004
Position 407: 0.0006904970112360658
Position 194: 0.00018365198325611784
Position 958: 0.00016236533989709933
Position 305: 0.0001531329517166991
Position 308: 0.00013882088271143563
Position 334: 1.7582745196833225e-05
Position 371: 1.5128265692997605e-05
Position 377: 4.3531432869079604e-06
Position 161: 3.2687749881423535e-06
Position 367: 1.0488932549365522e-06
