Gene = MYCBP
index = 902
Annotated 5SS: [ 815 1088 6544 7226]
Annotated 3SS: [1014 6494 7095 9390]
SMsplice 5SS: [ 572 1088 7226]
SMsplice 3SS: [1014 7095 9390]
top_k =  100
Partition function (log Z): -11.488742245752535

Sorted 5' Splice Sites (High to Low Probability):
Position 1088: 0.7804091111509865
Position 572: 0.45676568991130206
Position 511: 0.27450555947195365
Position 815: 0.08970447167922535
Position 1047: 0.07979442854211158
Position 1515: 0.07819507661187339
Position 2832: 0.07595020358518724
Position 5460: 0.06112221843507117
Position 1533: 0.04992628853244474
Position 158: 0.04583561029887832
Position 345: 0.028429431716089037
Position 442: 0.018907130655447375
Position 1495: 0.015311692734863097
Position 256: 0.006873442319809411
Position 703: 0.006076739298374036
Position 6544: 0.005759490888290048
Position 901: 0.004845612263409054
Position 1109: 0.0036835620866631806
Position 1214: 0.003180864546376658
Position 923: 0.0027848208752781754
Position 409: 0.0019423270490180383
Position 16: 0.0010865337899796143
Position 450: 0.0009230396236505508
Position 866: 0.0008633696481571375
Position 852: 0.0008151838386301784
Position 1031: 0.0006427400308221627
Position 1261: 0.0005059500702025517
Position 69: 3.9495349118875126e-05
Position 153: 7.66814719515765e-06
Position 57: 1.6539409797962845e-06
Position 155: 3.9476219525409103e-07
Position 5: 1.3098569568652446e-08
Position 40: 5.620958508157597e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1014: 0.8013055400532328
Position 9390: 0.5476961483288466
Position 6494: 0.2644944177243976
Position 5206: 0.1383965729738441
Position 1356: 0.11447330856092285
Position 2711: 0.08016278889503112
Position 1359: 0.0472949265126457
Position 3308: 0.04619427713994273
Position 6661: 0.027176560607695233
Position 8314: 0.01272948961151077
Position 3629: 0.0019017068079692882
Position 667: 0.00143190895573794
Position 360: 0.001422644451934986
Position 3242: 0.0012223987267185436
Position 242: 0.0011326115475961708
Position 758: 0.0011319738489983552
Position 1155: 0.0010861157112653575
Position 738: 0.0010425118643347098
Position 957: 0.0007534552135672178
Position 900: 0.0006652517000728104
Position 642: 0.0006570221765592784
Position 468: 0.000478334665226407
Position 1696: 0.0004702526678961521
Position 623: 0.0003442625174724552
Position 400: 0.00033119904097821785
Position 503: 0.00020993704524523098
Position 703: 0.00016540808363442176
Position 2755: 0.0001247504836740614
Position 710: 0.00011798110265074143
Position 340: 0.00011383924281824163
Position 735: 8.342764019958978e-05
Position 195: 7.879110574407894e-05
