Gene = SRP9
index = 1333
Annotated 5SS: [ 184 5540]
Annotated 3SS: [ 5470 11410]
SMsplice 5SS: [  184 10052]
SMsplice 3SS: [ 9956 10141]
top_k =  100
Partition function (log Z): -8.929739072281263

Sorted 5' Splice Sites (High to Low Probability):
Position 184: 0.9890747533013565
Position 10052: 0.7704999092354351
Position 549: 0.665780720471419
Position 47: 0.004896382197870925
Position 279: 0.004792960286212213
Position 2101: 0.0029229472748703777
Position 1593: 0.002354146276469376
Position 26: 0.0008439285150584592
Position 51: 0.000740787842748473
Position 30: 0.0005149023440712991
Position 1161: 1.4466971288879222e-05
Position 360: 1.138716543152128e-05
Position 388: 4.748704002906917e-06
Position 54: 2.3900664007980068e-08
Position 138: 1.652458739993621e-08
Position 68: 9.05241262596322e-09
Position 58: 1.0242675752915178e-09
Position 120: 1.7055946273145148e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9956: 0.812692235562092
Position 10141: 0.7288307653974477
Position 352: 0.37620007844290015
Position 434: 0.23045234804917789
Position 11410: 0.059045368303359574
Position 11429: 0.046512117700936155
Position 502: 0.04352749853924006
Position 1984: 0.026783404632479826
Position 4379: 0.014814169434199614
Position 5127: 0.010591826434014986
Position 3594: 0.009999491282170082
Position 6211: 0.009261469881146749
Position 5470: 0.00744306956312776
Position 275: 0.006710698151628475
Position 545: 0.006262442081388579
Position 3412: 0.005623865446170032
Position 442: 0.004989791614790963
Position 2595: 0.0048152878771120025
Position 2866: 0.0040045073802401285
Position 990: 0.003852158534243579
Position 1962: 0.0033618818413474736
Position 6242: 0.0026335428893001626
Position 3386: 0.0026060466116729023
Position 1946: 0.0025974238254246845
Position 1320: 0.0025471537806459337
Position 4125: 0.0024715172609929953
Position 1501: 0.0024070273835439674
Position 2570: 0.0020917383681531374
Position 3615: 0.0019524991674368926
Position 2404: 0.0018352247790288346
Position 1336: 0.0015246359398502708
Position 105: 0.0013581342614576919
Position 799: 0.0006917320847784634
Position 718: 0.000527934088827803
Position 768: 0.00041182658504574585
Position 646: 0.00037631374576420996
Position 1188: 0.00035725345316840295
Position 266: 0.00010731532928688708
Position 398: 6.86585866681353e-05
Position 472: 5.0991907295859665e-05
Position 126: 1.117660510166931e-05
Position 120: 1.0516200437578135e-05
Position 257: 9.188922592684838e-06
Position 481: 6.482200083851363e-06
Position 383: 6.323312850547649e-06
Position 219: 5.553777375726789e-06
Position 360: 4.934251491082602e-06
Position 183: 1.9108420876090784e-06
Position 278: 1.7627034925753074e-06
Position 159: 1.229384948350091e-06
Position 387: 4.845349598968519e-07
Position 373: 3.9453059167980646e-07
Position 312: 3.480166994995337e-07
Position 143: 1.7111349525882513e-07
Position 224: 1.4350503954708275e-07
Position 138: 1.6299060305392477e-08
Position 135: 5.017810777928723e-09
Position 156: 3.843053613623592e-09
