Gene = KNG1
index = 752
Annotated 5SS: [  462  2940  5246  7985 10069 14354 15399 21931 22139 24324]
Annotated 3SS: [ 2828  5160  7811  9960 14268 15225 21822 22051 24245 26428]
SMsplice 5SS: [  200   462  2940  5246  5643  7985 10069 14354 15399 21931 24324 24980]
SMsplice 3SS: [  301  2828  5160  5437  7811  9960 14268 15225 21822 24245 24812 25123]
top_k =  100
Partition function (log Z): 11.80106814538246

Sorted 5' Splice Sites (High to Low Probability):
Position 14354: 0.999999999999999
Position 21931: 0.998047880093945
Position 462: 0.9953590865270528
Position 7985: 0.9301760076400842
Position 2940: 0.9197378343308543
Position 200: 0.8478715118368226
Position 15399: 0.8211166216733432
Position 5246: 0.7975743542988315
Position 5643: 0.7557889060041546
Position 24324: 0.7343007818053681
Position 10069: 0.6913429708084784
Position 14641: 0.4290750678274572
Position 24980: 0.42436263169133775
Position 23281: 0.27965095324791656
Position 24984: 0.2644844720467772
Position 22139: 0.2212878003316193
Position 5276: 0.14656132386619394
Position 23292: 0.13155911940250228
Position 15618: 0.1142440014454604
Position 22167: 0.10700401295474832
Position 25188: 0.10250866250785205
Position 14666: 0.09095502662485595
Position 23379: 0.07248747193383837
Position 7037: 0.071435101757106
Position 4023: 0.06922743106107596
Position 1910: 0.05423900848611916
Position 5296: 0.05296190029322206
Position 10910: 0.05076515577270327
Position 3260: 0.049903945525635554
Position 20801: 0.04946173403265636
Position 5705: 0.04063095028218969
Position 2914: 0.03961101271805074
Position 3026: 0.031233201737319874
Position 14787: 0.026333546797488297
Position 7095: 0.026119986011232166
Position 226: 0.024657366852237874
Position 6225: 0.015642101735382018
Position 21: 0.014382382402060695
Position 4018: 0.013102318141149585
Position 3396: 0.013024837431895211
Position 14613: 0.011514321691835831
Position 1652: 0.011049812568334138
Position 14771: 0.008525467454362409
Position 23296: 0.007627547159452788
Position 4087: 0.0027976880098434975
Position 4411: 0.002370463078227106
Position 5253: 0.0018394755373346936
Position 4320: 0.0016329046946198722
Position 53: 0.0014257737521659079
Position 144: 0.0013383189126727143
Position 1959: 0.0012737851866249242
Position 1906: 0.0008232492435311218
Position 1179: 0.0007915476105065004
Position 208: 0.0004742015274909135
Position 10073: 0.0002790264527686219
Position 8122: 0.00025857470020321054
Position 415: 5.5641648071962995e-05
Position 190: 4.565004641461801e-05
Position 259: 4.37308330680109e-05
Position 44: 4.039676322027619e-05
Position 135: 2.193259268598774e-05
Position 61: 6.2995187977194265e-06
Position 112: 3.7699682161834566e-06
Position 36: 2.6865210712563724e-08
Position 34: 1.0382395832029244e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 14268: 0.9988192113677224
Position 21822: 0.9980478800939449
Position 5160: 0.9971324961729853
Position 2828: 0.9405487803785649
Position 25123: 0.8938822091924337
Position 301: 0.8700014748415962
Position 15225: 0.801427549264479
Position 24812: 0.7783653517246788
Position 7811: 0.747995076093028
Position 24245: 0.7410457436245497
Position 23120: 0.4971878902646114
Position 9960: 0.49572418136628393
Position 5437: 0.4024854974620237
Position 22051: 0.32829181328636775
Position 14477: 0.3063734214446759
Position 5533: 0.26816282651531553
Position 14525: 0.2092908569920451
Position 9910: 0.19589781589496338
Position 7832: 0.1405241435940272
Position 15524: 0.10144451472428762
Position 3908: 0.08512743721206908
Position 6925: 0.08413727168038482
Position 5476: 0.06610319594273742
Position 5633: 0.05357014789225154
Position 1830: 0.0515717633337804
Position 10708: 0.05076515577270326
Position 20724: 0.04946173403265636
Position 3106: 0.04500948827981374
Position 7876: 0.04165593995105191
Position 15274: 0.03248855913003546
Position 2858: 0.03229651339762217
Position 25279: 0.03107353812113611
Position 25838: 0.02768924064331668
Position 14536: 0.023157416246130887
Position 26428: 0.019498792878840206
Position 3315: 0.013024837431895206
Position 26330: 0.012954201401465196
Position 26141: 0.011292889463093819
