Gene = ADGRD2
index = 30
Annotated 5SS: [   68   632  1586  2007  2479  3037  4643  5516  6146  6631 14323 15734
 16100 16582 17265 17457 18524 23397 23525 24325 24619]
Annotated 3SS: [  418   943  1907  2392  2751  4530  5380  6021  6524 14166 15629 15996
 16427 17130 17340 18402 23354 23479 24265 24587 26189]
SMsplice 5SS: [   64  1177  2007  2479  5516  6631 11874 14323 15734 16100 17265 17457
 18524]
SMsplice 3SS: [  943  1907  2392  5380  6524 11791 14195 15629 15996 17130 17332 18402
 22662]
top_k =  100
Partition function (log Z): 6.201167877944635

Sorted 5' Splice Sites (High to Low Probability):
Position 6631: 0.9999999999999978
Position 2479: 0.9973613375155745
Position 18524: 0.9891014267091256
Position 17265: 0.9570470374660809
Position 16100: 0.9170081349720173
Position 15734: 0.9115435539952675
Position 17457: 0.8688801921257104
Position 2007: 0.823323867228996
Position 11874: 0.8142172079219038
Position 1177: 0.6959765452591088
Position 5516: 0.4579055171308982
Position 64: 0.4534285099552392
Position 37: 0.30283899809483505
Position 632: 0.2987755179031272
Position 16582: 0.28695587022333136
Position 24325: 0.2742739298461686
Position 1396: 0.20983825233794032
Position 6146: 0.19606283902093963
Position 24619: 0.1689607230002438
Position 1586: 0.15652979071918416
Position 23397: 0.11352695463194021
Position 6909: 0.11256039985417501
Position 68: 0.10546452907506604
Position 455: 0.10287277888897542
Position 16530: 0.0990704838517331
Position 16521: 0.09716212834799685
Position 3007: 0.09022725168190664
Position 3037: 0.08741752661155963
Position 5520: 0.07874664889235217
Position 13908: 0.0732730671560883
Position 2078: 0.03940687989586704
Position 16115: 0.03877391451276562
Position 16111: 0.03416129291344648
Position 589: 0.027352585885865695
Position 9376: 0.02258987654948892
Position 2311: 0.016829849984653946
Position 303: 0.013270181581327093
Position 18326: 0.00960242506482395
Position 732: 0.0091615638872695
Position 5739: 0.008893113830674084
Position 17094: 0.004930594855950427
Position 833: 0.004820436899461612
Position 583: 0.004362113740551966
Position 2729: 0.002561793728806613
Position 906: 0.002518362901628826
Position 755: 0.002436277151326352
Position 1239: 0.001714473828119203
Position 2686: 0.001689096758658594
Position 439: 0.0016436599459980607
Position 460: 0.0011817935340875212
Position 115: 0.0006474213721434191
Position 442: 0.0005497736358499125
Position 556: 0.00035682469895800204
Position 678: 0.0002783909031519841
Position 5389: 0.00016565454325391147
Position 2573: 5.946209867025798e-05
Position 92: 5.4107571676413086e-05
Position 131: 3.5448299432949206e-06
Position 7: 2.7824217799117955e-06
Position 164: 1.4175614450804383e-06
Position 218: 1.1079713792975718e-06
Position 339: 1.1074335747748905e-06
Position 119: 7.514246688230494e-08
Position 98: 1.3442415599333248e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6524: 0.999999999999998
Position 15996: 0.9871292775918695
Position 17130: 0.96413934493435
Position 2392: 0.923939455931517
Position 15629: 0.9115435539952673
Position 17332: 0.8592981481545473
Position 1907: 0.7865479181911409
Position 18402: 0.7618403670515679
Position 11791: 0.7177916824553303
Position 943: 0.7118159065167855
Position 5380: 0.48551803043882164
Position 16427: 0.4831884824230614
Position 24265: 0.38821792825552826
Position 24759: 0.3592305668830123
Position 24587: 0.3290975851888518
Position 418: 0.2656889739231272
Position 18443: 0.22874245545866734
Position 6017: 0.19606283902093963
Position 22662: 0.17508556570443512
Position 1084: 0.16184829608028792
Position 23354: 0.14130844866261003
Position 1498: 0.1199598225209185
Position 2797: 0.09767847102773627
Position 11771: 0.09642552546657344
Position 1818: 0.07608292176721886
Position 13655: 0.0732730671560883
Position 2412: 0.07177786749116724
Position 2751: 0.07144410564613873
Position 6776: 0.06249403378871306
Position 19975: 0.05953245620251659
Position 194: 0.04828111319416257
Position 6701: 0.04073736804179374
Position 1412: 0.03656996819826565
Position 5263: 0.0320244363296678
Position 20192: 0.02846731112013722
Position 22895: 0.02589848962001099
Position 1207: 0.02581249684393063
Position 5194: 0.019275353798014705
Position 2231: 0.017747049604877056
Position 9174: 0.01440689151724605
Position 18226: 0.009620295036078669
Position 20028: 0.009608903199417238
Position 21181: 0.009159396210093889
Position 5607: 0.008893113830674077
Position 2944: 0.008442788433064253
Position 9238: 0.008182985032242875
Position 1128: 0.008052571984164016
Position 18749: 0.0077493444781552515
Position 19183: 0.00640560295358058
Position 20436: 0.006101435709129806
Position 18315: 0.0060700503250000915
Position 246: 0.005850164259529283
Position 358: 0.005412048198735607
Position 17387: 0.0054016224976495
Position 6821: 0.0053703923235447655
Position 16847: 0.004930594855950427
Position 754: 0.004696831086800602
Position 2584: 0.004250890487465209
Position 6830: 0.003958605700123451
Position 15909: 0.0028140648063594426
Position 543: 0.0016843726917474273
Position 2304: 0.0007862765713373711
Position 18298: 0.0004173711987521829
Position 832: 0.0004103730754426131
Position 1704: 9.990716650345843e-05
Position 2776: 7.941318652700857e-05
