Gene = IL12B
index = 687
Annotated 5SS: [  456  4193  7834  8494 10582 12152 14203]
Annotated 3SS: [ 4104  7557  8375 10366 11993 14070 14786]
SMsplice 5SS: [  456  4193  8494 10582 12152 14203]
SMsplice 3SS: [ 4104  8375 10416 11993 14070 14786]
top_k =  100
Partition function (log Z): 2.733303370192118

Sorted 5' Splice Sites (High to Low Probability):
Position 8494: 1.0
Position 4193: 0.9861508584415027
Position 14203: 0.9397463805655616
Position 456: 0.9056981680114071
Position 10582: 0.8780698619337423
Position 12152: 0.853867912844886
Position 2980: 0.4499576628120477
Position 7834: 0.25844719463816196
Position 14470: 0.21590377557992627
Position 7122: 0.20316027321074748
Position 13909: 0.18157693261540983
Position 3198: 0.17940217960565732
Position 586: 0.1632745604197562
Position 7925: 0.1429959912062979
Position 7666: 0.1357073146617265
Position 4010: 0.05345930691280172
Position 2170: 0.04908370783156547
Position 3331: 0.045557688780613045
Position 7095: 0.045281939843535984
Position 9022: 0.03604073448422807
Position 12056: 0.034596654749380076
Position 10541: 0.0253472530461875
Position 5236: 0.02387984917435614
Position 810: 0.016567096273784918
Position 3295: 0.016222460877483576
Position 3660: 0.016190022832597042
Position 2025: 0.014088157605897862
Position 1094: 0.013643284888393165
Position 2522: 0.010664129902531228
Position 3448: 0.009980398968009944
Position 13785: 0.009587071330975576
Position 12168: 0.008426372163940586
Position 12844: 0.0070235278080531885
Position 12741: 0.006442076693229132
Position 1788: 0.0053115472071218785
Position 3561: 0.0035847281277634614
Position 299: 0.0015035295463238705
Position 330: 0.001399567794234576
Position 12050: 0.0013355695960508326
Position 14198: 0.0008768715881446524
Position 130: 0.000692453879005901
Position 2991: 0.0006859292387050863
Position 2931: 0.0005734263542993954
Position 11841: 0.0005291341625200736
Position 1198: 0.0004992736922222475
Position 1202: 0.00044218026929142783
Position 1794: 0.0002854226082701631
Position 183: 6.982843000328406e-05
Position 369: 7.490598223205402e-06
Position 106: 4.271674526264933e-06
Position 101: 3.3886775754532866e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 8375: 0.9999999999999997
Position 14070: 0.9969340820344222
Position 4104: 0.9861508584415032
Position 11993: 0.8151275801709158
Position 14786: 0.5773770429959727
Position 7557: 0.5371505005061863
Position 10416: 0.4975551667754616
Position 14381: 0.414262204701141
Position 2895: 0.3544950462507488
Position 10366: 0.3063277373212739
Position 3154: 0.2709374791921245
Position 7039: 0.24844221305428343
Position 13773: 0.1911640039463854
Position 10383: 0.09305646955934316
Position 15091: 0.09280830120001911
Position 545: 0.053932106811078
Position 3891: 0.05345930691280172
Position 12124: 0.05262855386030126
Position 2911: 0.04877230922937457
Position 2028: 0.037270095772323035
Position 8943: 0.033490774313885474
Position 12049: 0.030470375323040543
Position 2820: 0.024145287940092307
Position 2876: 0.023804374984836507
Position 15133: 0.021981488300235
Position 5180: 0.019640881638346496
Position 542: 0.014429054172242443
Position 1690: 0.014083279419103424
Position 14353: 0.011963807494169197
Position 735: 0.011876333394822844
Position 2355: 0.010664129902531223
Position 15563: 0.010449746797333105
Position 14400: 0.0090579082911465
Position 15749: 0.008448016710107002
Position 12727: 0.007023527808053189
Position 1891: 0.006831844576194428
Position 15253: 0.006677333475928568
Position 12601: 0.006442076693229132
Position 942: 0.006072947508993739
Position 2006: 0.005804685536992499
Position 906: 0.0057552163657113515
Position 10342: 0.004578830392983131
Position 2088: 0.00453206476334744
Position 4973: 0.004238967536009639
Position 505: 0.0034655527024539806
Position 519: 0.003004849740623207
Position 8779: 0.0025499601703426
Position 15228: 0.0023040664710800764
Position 701: 0.0019266173709874834
Position 10238: 0.0018989109308680597
Position 1008: 0.0018051968410860099
Position 14942: 0.0017357153960411123
Position 14909: 0.001617847129317462
Position 1093: 0.0009414539615136759
Position 14558: 0.0009094667367192128
Position 11730: 0.0005291341625200736
Position 1829: 0.0002468651848945519
Position 422: 0.00016399612868664553
Position 786: 0.0001592734576357713
Position 529: 0.00013358977682755143
Position 679: 0.0001289817494823473
Position 869: 5.002072157919118e-06
Position 966: 4.922100444140273e-06
