Gene = SEC61B
index = 1239
Annotated 5SS: [  66  343 5700]
Annotated 3SS: [ 244 5597 8035]
SMsplice 5SS: [  66  343 5700]
SMsplice 3SS: [ 244 5597 8035]
top_k =  100
Partition function (log Z): -5.017577217877976

Sorted 5' Splice Sites (High to Low Probability):
Position 5700: 0.948606873224081
Position 343: 0.896747388076971
Position 66: 0.7343654845498333
Position 1870: 0.5739995137585335
Position 1688: 0.29932793242147393
Position 2883: 0.07768997434935025
Position 6178: 0.03350470385896052
Position 2892: 0.0195682074200626
Position 2148: 0.014824548957711368
Position 2442: 0.009473856847771103
Position 170: 0.00849158380219128
Position 631: 0.004988930362006648
Position 6501: 0.0033057939218634476
Position 142: 0.0015512496425400227
Position 172: 0.0013055612919220649
Position 14: 0.0003229978130191226
Position 34: 0.00011187121880074818
Position 176: 8.459074045841565e-05
Position 28: 1.2088253240451865e-05
Position 427: 3.6091884574185466e-06
Position 178: 2.6896295410860403e-06
Position 358: 1.9703037690982957e-06
Position 129: 1.8250935911726652e-06
Position 249: 1.3156111676246984e-09
Position 272: 3.1130240646023994e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5597: 0.9999999999999982
Position 8035: 0.7605953900469863
Position 244: 0.5654908540257405
Position 1590: 0.3904045683991261
Position 1768: 0.18194492335641144
Position 1790: 0.14929715150091333
Position 1687: 0.0897770460395717
Position 2575: 0.07057014822546154
Position 1648: 0.05381445882567697
Position 7962: 0.04508355667413788
Position 6318: 0.04486662815810796
Position 2865: 0.026688033543951294
Position 183: 0.021975204701742218
Position 261: 0.02037834526303981
Position 6076: 0.019848316912806745
Position 7042: 0.01616884980045704
Position 163: 0.015556468162198555
Position 6474: 0.015152189081046454
Position 2071: 0.014824548957711374
Position 145: 0.013849877074263599
Position 6332: 0.01312860549963025
Position 6296: 0.012972179069573233
Position 2358: 0.00947385684777111
Position 6820: 0.008668850005075937
Position 6524: 0.0085927098476471
Position 7720: 0.007527946893849571
Position 1556: 0.006212564708333835
Position 7068: 0.005876968719860719
Position 5869: 0.004873595284770962
Position 6087: 0.004840944678587833
Position 6055: 0.004286037348269153
Position 6132: 0.004251580934397526
Position 201: 0.0033822407057232744
Position 527: 0.0031201369765989193
Position 6806: 0.00303041607761751
Position 284: 0.0027245609407703752
Position 5778: 0.0026988397264147085
Position 5781: 0.001868538337362963
Position 297: 0.0011750033618368513
Position 6343: 0.0010852279083065736
Position 1613: 0.0006400196023124736
Position 1482: 0.0006370516169643352
Position 1831: 0.0005996621306973741
Position 302: 0.00017323289730330078
Position 532: 0.00016535080399596874
Position 340: 5.096465870530554e-07
Position 305: 5.703345656050604e-08
