Gene = ASTE1
index = 104
Annotated 5SS: [  296  1329  2798  8297 10659]
Annotated 3SS: [ 1207  1470  8085 10462 12414]
SMsplice 5SS: [  784  1329  1639  2798 10659 11621]
SMsplice 3SS: [ 1207  1470  2563 10462 11545 12414]
top_k =  100
Partition function (log Z): -3.440520211970323

Sorted 5' Splice Sites (High to Low Probability):
Position 10659: 0.9893089746440975
Position 1639: 0.947713262458987
Position 2798: 0.9257207253147204
Position 1329: 0.8536682496881952
Position 11621: 0.7926410915281042
Position 784: 0.49041641197600455
Position 7286: 0.4727224468401049
Position 8297: 0.3860773007406011
Position 71: 0.3843655759214548
Position 3223: 0.2387047174333911
Position 615: 0.22385799001369314
Position 564: 0.13116077503249896
Position 1831: 0.1080805892138632
Position 11936: 0.09408565784425194
Position 9813: 0.0690215521251013
Position 296: 0.04671797015702131
Position 316: 0.026196565514519154
Position 300: 0.0245736628710213
Position 6657: 0.011775450258773475
Position 12005: 0.008980988114188963
Position 4813: 0.004248852536954157
Position 533: 0.0023022997355238296
Position 226: 0.0004966909173524104
Position 382: 0.00038774845523249855
Position 332: 0.00010336615431467128
Position 344: 4.4117133094002167e-05
Position 163: 3.701739977681695e-05
Position 136: 3.470865671446579e-11
Position 178: 1.6276732779925834e-11
Position 75: 7.172830896135987e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10462: 0.9900384285603299
Position 1470: 0.9356133909926001
Position 12414: 0.9218852655053291
Position 2563: 0.836904782338804
Position 1207: 0.7512426460413253
Position 11545: 0.5913906813869563
Position 7027: 0.44237943337560454
Position 8085: 0.38607730074060115
Position 11495: 0.22050256680867
Position 3091: 0.18691175638305868
Position 414: 0.1384917903358478
Position 11748: 0.12108855930935658
Position 652: 0.09938080345996357
Position 1730: 0.07891034151374919
Position 9752: 0.06902155212510133
Position 692: 0.06182538989014801
Position 1238: 0.05236581921531748
Position 2595: 0.05016370019428133
Position 3061: 0.04028399050306128
Position 2523: 0.03867035986734024
Position 7074: 0.03638463367762902
Position 1070: 0.02062005988016623
Position 727: 0.020312891042581393
Position 1751: 0.01752782314093618
Position 11803: 0.017501210920102397
Position 1486: 0.013144910076940651
Position 1142: 0.012331255005293563
Position 6602: 0.01177545025877349
Position 1620: 0.008978830806055957
Position 1120: 0.008517885776647246
Position 2926: 0.007631478004558782
Position 12091: 0.0065790216384060225
Position 698: 0.006515390663437284
Position 455: 0.005338483620757613
Position 11868: 0.004020840373358732
Position 2870: 0.0038774925427123453
Position 10978: 0.00345111762571124
Position 1075: 0.002840944441794983
Position 12125: 0.0024470803500756242
Position 4569: 0.0023146444399923466
Position 4777: 0.0019342080969618144
Position 997: 0.0015988572214205678
Position 1774: 0.0013821787604523222
Position 315: 0.0013465330786964992
Position 437: 0.0007815007946248224
Position 381: 0.0006487249339754751
Position 1435: 0.00015558277258766805
Position 1561: 0.00011692343568631346
Position 294: 5.400782019909667e-05
Position 136: 3.623566708297569e-05
Position 173: 3.571227929068231e-05
Position 375: 2.4010704195584957e-05
Position 1903: 1.607252735583376e-05
Position 255: 9.967450614120067e-06
Position 470: 6.154422077081303e-06
Position 212: 1.47691097861717e-06
Position 231: 1.1200201460354321e-06
Position 175: 7.803512779565654e-07
