Gene = SPINK7
index = 1319
Annotated 5SS: [ 122  977 1802]
Annotated 3SS: [ 950 1676 3215]
SMsplice 5SS: [122]
SMsplice 3SS: [3215]
top_k =  100
Partition function (log Z): -7.172603743625075

Sorted 5' Splice Sites (High to Low Probability):
Position 122: 0.9087904596150735
Position 977: 0.3352024805456027
Position 1802: 0.171503122235797
Position 350: 0.12400808877438241
Position 132: 0.04014163533596849
Position 1384: 0.013598130403139263
Position 1931: 0.01074074304924057
Position 2975: 0.010245667211777883
Position 2683: 0.009238304442330328
Position 981: 0.0068873414116865555
Position 1836: 0.005955657975341747
Position 864: 0.0010244376255195992
Position 216: 0.0006519637716283133
Position 237: 0.0005281275058808188
Position 391: 0.00033278406850482196
Position 191: 0.0003299629971165153
Position 92: 0.00020726878842257395
Position 859: 0.00015365784481483926
Position 126: 1.5692271985848193e-05
Position 100: 1.093450661802757e-05
Position 77: 1.0772232053723984e-05
Position 231: 3.313796047201761e-06
Position 110: 1.500914549791449e-06
Position 213: 9.891071854748269e-07
Position 241: 5.667296039161844e-07
Position 97: 4.804134882398345e-07
Position 3: 4.3928759840916994e-07
Position 15: 4.242543616822542e-07
Position 229: 4.8020876242212774e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3215: 0.8367929907898563
Position 950: 0.26162239226611406
Position 1676: 0.22632938577903233
Position 247: 0.0780605500415944
Position 2624: 0.040685353960371644
Position 797: 0.03356711323517868
Position 304: 0.02107530448970491
Position 2871: 0.019377800626454108
Position 3059: 0.017381860146706708
Position 325: 0.016157926382234098
Position 953: 0.01387089112476172
Position 2491: 0.013033913005387972
Position 761: 0.011792111956857792
Position 1181: 0.00935045115050233
Position 853: 0.008219858448746755
Position 1872: 0.007515239774748099
Position 1238: 0.006514047573490478
Position 2647: 0.005568344237037978
Position 220: 0.002329045240523995
Position 2591: 0.002065152417061057
Position 908: 0.0016673404007325305
Position 2524: 0.0015197319131330762
Position 2016: 0.0013742761068617066
Position 1743: 0.0007645268780952173
Position 1059: 0.0006929958450287515
Position 460: 0.000534694421421986
Position 1209: 0.0005277440335457565
Position 203: 0.00025905178582905704
Position 1286: 0.00024088399977161462
Position 821: 0.00023967503140919218
Position 808: 0.00022618562230100893
Position 229: 0.00010400020469959313
Position 268: 8.68201999105485e-05
Position 195: 1.6366799059961772e-05
Position 598: 7.555811849653171e-06
Position 563: 6.663420909281889e-06
Position 544: 3.2358637300858774e-06
Position 727: 3.1848569157174186e-06
Position 633: 3.2929502612742957e-07
