Gene = IDNK
index = 675
Annotated 5SS: [   54  5044  5792 18424]
Annotated 3SS: [ 5012  5704 18379 20260]
SMsplice 5SS: [  656  5044  5792 15037 18465]
SMsplice 3SS: [ 5012  5704 14773 18379 20260]
top_k =  100
Partition function (log Z): -14.514407101382792

Sorted 5' Splice Sites (High to Low Probability):
Position 5792: 0.9469159533345682
Position 5044: 0.7516624346871492
Position 656: 0.5000486042034291
Position 54: 0.40401759372320395
Position 15037: 0.238347674077176
Position 356: 0.23406583191704355
Position 908: 0.08256299521605713
Position 58: 0.04463484926497489
Position 542: 0.0363648112177525
Position 37: 0.029950356904372564
Position 1936: 0.022975691687683927
Position 2941: 0.017145996257362323
Position 5877: 0.014225017095767295
Position 28: 0.008917318759931167
Position 5918: 0.0034972824913789015
Position 386: 0.0026871032213966173
Position 6407: 0.0013122554729085275
Position 270: 0.0012334068077696709
Position 135: 0.0007014743431179256
Position 592: 0.0004908422008487267
Position 1305: 0.00020612516946688427
Position 1340: 0.00015693694598714435
Position 618: 0.0001391954759688042
Position 145: 0.00013317122848600818
Position 92: 9.765624375710405e-05
Position 90: 9.281627694820147e-05
Position 119: 3.9027658571132744e-07
Position 125: 1.3399388795182142e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5704: 0.9706211882609526
Position 5012: 0.754574123922566
Position 6126: 0.4854185238619049
Position 14773: 0.28354157069294483
Position 18379: 0.238347674077176
Position 570: 0.15924984273015788
Position 176: 0.14424891865903966
Position 11988: 0.09415576468472273
Position 739: 0.05360108613615421
Position 6479: 0.032935858577257504
Position 11510: 0.032891529977651456
Position 2854: 0.017819939391711722
Position 10267: 0.014136413563727846
Position 6655: 0.013937554477817386
Position 225: 0.010445076725418435
Position 9709: 0.00502044720263993
Position 9009: 0.004851871739899831
Position 770: 0.004836519998946717
Position 7527: 0.004309086574348024
Position 9202: 0.004259636437219212
Position 6349: 0.002863433940179714
Position 6459: 0.002602984929426828
Position 7636: 0.0017865251486641896
Position 7986: 0.001574678137720801
Position 7749: 0.0013338422946355393
Position 5982: 0.0011303842849298776
Position 6233: 0.0009024583264954087
Position 6006: 0.0007347584482631505
Position 3273: 0.0001564264065411217
Position 493: 0.00010741798701096983
Position 469: 3.689355967343186e-05
Position 459: 3.440408093425331e-05
Position 718: 2.8993675938028272e-05
Position 283: 2.3589249840176095e-05
Position 411: 1.9976964440501612e-05
Position 510: 1.8415017692029386e-05
Position 182: 1.5509434374889228e-05
Position 590: 1.047825896643514e-05
Position 307: 5.859377186090165e-11
Position 335: 3.902306324462294e-12
