Gene = ACTR8
index = 26
Annotated 5SS: [  224  2264  3846  4556  4989  5583  6255  7992  9171  9819 10971 12221]
Annotated 3SS: [ 2092  3734  4450  4814  5488  6121  7837  9074  9677 10705 12056 13339]
SMsplice 5SS: [  224  2264  3846  4556  4989  5583  6255  9171  9819 12221]
SMsplice 3SS: [ 2092  3734  4450  4814  5488  6121  9055  9677 12056 13339]
top_k =  100
Partition function (log Z): 12.143173618653135

Sorted 5' Splice Sites (High to Low Probability):
Position 6255: 0.9989121524966137
Position 4556: 0.9887501614822577
Position 224: 0.9640871955598195
Position 4989: 0.9405847861826296
Position 2264: 0.9303650868555337
Position 5583: 0.9077245318710696
Position 3846: 0.8658235728516883
Position 12221: 0.8636536383161899
Position 9171: 0.7891548169520392
Position 7992: 0.7314019143054551
Position 9819: 0.7296772476886071
Position 9835: 0.2567772153764406
Position 6702: 0.23036094353467867
Position 13480: 0.19285873280708482
Position 6806: 0.18172930860158298
Position 10814: 0.17478787074666233
Position 2928: 0.13312645334240555
Position 13529: 0.11859486335758528
Position 6815: 0.11104276120882439
Position 3106: 0.091177370887133
Position 3814: 0.07687460107695004
Position 2940: 0.04853169377696702
Position 6728: 0.03603521295932644
Position 5946: 0.03315792092811556
Position 4870: 0.02933991750173143
Position 13854: 0.026645273984097946
Position 405: 0.022134359450990508
Position 78: 0.021509472630393916
Position 1822: 0.016100279722598303
Position 5105: 0.009713820686257072
Position 2532: 0.00826661941612344
Position 4731: 0.00796925423338214
Position 2298: 0.007914411506838928
Position 1351: 0.0075854918198173995
Position 82: 0.007486687858442326
Position 2447: 0.0061898771210046055
Position 3020: 0.005359188970400248
Position 2758: 0.005331998135233466
Position 3488: 0.005192244952962095
Position 3889: 0.004562032299637054
Position 1946: 0.004416425038789371
Position 3244: 0.004344026613652963
Position 4820: 0.0030879498613273415
Position 12763: 0.0028444063937085907
Position 565: 0.00259679248244889
Position 203: 0.0025519804376544436
Position 3996: 0.0019071485992873324
Position 537: 0.0012996110767429412
Position 240: 0.0010610157563015726
Position 1696: 0.001053836696733681
Position 6271: 0.0010209965917572271
Position 483: 0.000768352956271859
Position 2025: 0.0006403949852113735
Position 1615: 0.0005676680017711792
Position 993: 0.0005414794635003568
Position 1381: 0.00044189302699246843
Position 1356: 0.00043916944337814653
Position 2482: 0.00021922794764913473
Position 4932: 7.655931470283622e-05
Position 3240: 2.5478422111212875e-05
Position 2726: 9.73527290321528e-06
Position 211: 6.417020010660373e-07
Position 120: 2.0528119297324163e-07
Position 88: 1.28892477279912e-07
Position 86: 1.0338918581131645e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4450: 0.9832139395543357
Position 6121: 0.9817817904340179
Position 3734: 0.9382087917361857
Position 9677: 0.8788314637250796
Position 5488: 0.8715031931056028
Position 12056: 0.7921591221604374
Position 4814: 0.7427910739721205
Position 2092: 0.7409293055963343
Position 7837: 0.7314019143054555
Position 13339: 0.6384391845097923
Position 9055: 0.6013639286652599
Position 13733: 0.4673755154293296
Position 6688: 0.2967220318720497
Position 4911: 0.21548433384497476
Position 2129: 0.19102392011268277
Position 10705: 0.18518234710421067
Position 2754: 0.17802687425175756
Position 9074: 0.1761786646451605
Position 6521: 0.14511414587840613
Position 13405: 0.09586243277687337
Position 9748: 0.08997100233167805
Position 3016: 0.08649760604990328
Position 14035: 0.07338044105261565
Position 12128: 0.06783998713090804
Position 6465: 0.04832975742457754
Position 6592: 0.02893249961431081
Position 6776: 0.02847967113544178
Position 5496: 0.024511918886470214
Position 323: 0.023551775386269343
Position 5690: 0.019900418107281798
Position 9743: 0.018640261613677874
Position 6190: 0.017538422339341424
Position 14866: 0.015903200778087708
Position 14567: 0.014487776237520105
Position 2406: 0.01414279096754157
Position 1690: 0.013561208535329505
Position 2726: 0.01348388432465162
Position 14330: 0.012594987978113053
Position 5710: 0.012168526319664807
Position 8741: 0.011612223641618786
Position 3385: 0.011363666926561256
Position 6595: 0.007769175966513327
Position 4490: 0.006987702420443709
Position 4864: 0.006559824333135716
Position 11909: 0.006115448310553223
Position 4923: 0.0060934375648536016
Position 12553: 0.005802884609246239
Position 2595: 0.005601460846889139
Position 1746: 0.005008320200516386
Position 5346: 0.004841185428525043
Position 3741: 0.004787141117776872
Position 2178: 0.004085982311911686
Position 2908: 0.0039353419281925855
Position 6658: 0.003745529941277365
Position 5026: 0.003263792872258465
Position 4725: 0.003247855432210139
Position 1181: 0.0032363888952117955
Position 4890: 0.0029715529186449797
Position 5533: 0.0029043097447852733
Position 4650: 0.0028903165392170508
Position 4633: 0.002751652773850976
Position 1127: 0.002675438367559525
Position 5530: 0.002603033547864568
Position 5103: 0.0016921388106745793
Position 5390: 0.0013373644327955736
Position 10793: 0.0013060908981652366
Position 5849: 0.001112494647434209
Position 10308: 0.001021985597424068
Position 2065: 0.0010100910372494868
Position 1898: 0.0009606134948452282
Position 1837: 0.0009502244056001796
Position 12578: 0.0009251164266660995
Position 2145: 0.0009007055604655237
Position 1210: 0.000751644775652706
Position 1455: 0.0007380792597992622
Position 2202: 0.0006928832137249093
Position 4639: 0.0005896305615580701
Position 6085: 0.0005894181687471352
Position 1326: 0.000580013275849726
Position 1653: 0.0005716913505039306
Position 1104: 0.0005159468811107175
Position 4678: 0.0004123959238971278
Position 1935: 0.0003862302930881753
Position 1587: 0.00037709503481644783
Position 330: 0.0003331440603368003
Position 5073: 0.0003040719185041037
Position 4313: 0.00029225654663515475
Position 1583: 0.0002326838046537404
Position 2832: 0.00022329910414751875
Position 815: 0.00018163848452946147
Position 896: 0.00014458405017316996
Position 2101: 0.0001440802114390858
Position 2685: 0.00012965573073856228
Position 511: 0.0001195098371746869
Position 1237: 0.0001161838719381039
Position 873: 0.0001149876232336462
Position 675: 0.00010026930556407911
Position 395: 8.305641300414132e-05
Position 6553: 4.1843261773934187e-05
Position 6569: 3.357121006212151e-05
Position 2359: 1.792190175021892e-05
Position 2645: 7.823184526547225e-06
