Gene = LSM11
index = 801
Annotated 5SS: [  504  7835 10393]
Annotated 3SS: [ 7694 10308 11158]
SMsplice 5SS: [  504  7835 10393 11418]
SMsplice 3SS: [ 7694 10308 11344 12372]
top_k =  100
Partition function (log Z): -8.744434031933064

Sorted 5' Splice Sites (High to Low Probability):
Position 7835: 0.9367710301073654
Position 10393: 0.7850299727953451
Position 504: 0.44371434023068423
Position 5007: 0.3693243859370733
Position 12450: 0.3198249545932662
Position 11418: 0.30044026196956736
Position 955: 0.23153947593405377
Position 11460: 0.21552323263198303
Position 166: 0.15661290378816614
Position 2185: 0.14134102885447372
Position 11498: 0.13852299457788642
Position 10569: 0.12627876904986718
Position 681: 0.10965165930111012
Position 1759: 0.06667926560812154
Position 9862: 0.06636958014718004
Position 5432: 0.06092630006051511
Position 2408: 0.05555530415749461
Position 7751: 0.045568155585435755
Position 4766: 0.03773031280236588
Position 82: 0.03353769939747684
Position 8411: 0.03233232740459388
Position 11368: 0.02526854564549242
Position 229: 0.023906105556516663
Position 10527: 0.021462213622862207
Position 5489: 0.019280253472378422
Position 3141: 0.018275351666883516
Position 8038: 0.01589786487713122
Position 677: 0.015780670479915854
Position 4503: 0.015372427514761632
Position 960: 0.0008530094015046072
Position 825: 0.0008058610943229652
Position 597: 0.0007953286834312141
Position 749: 0.0006403671464061952
Position 923: 0.0005572358619552006
Position 624: 0.000525561586504144
Position 1526: 0.0005133343434169989
Position 131: 0.0004289749072985898
Position 672: 0.0004229075412895675
Position 1404: 0.0003910621985424775
Position 795: 0.00034188041772453804
Position 711: 0.0003207078892689073
Position 459: 0.000289856545403254
Position 1024: 0.00024608560486115097
Position 254: 0.0002442521029000763
Position 875: 0.00018114216569009895
Position 605: 0.00017285899738640615
Position 453: 0.00017024308929841395
Position 948: 0.00015957596445898673
Position 933: 8.274609205232407e-05
Position 785: 7.333540050191705e-05
Position 1304: 6.41677777043082e-05
Position 407: 5.1599768836368205e-05
Position 221: 5.540108678193181e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7694: 0.9912066501628423
Position 10308: 0.9146320970631378
Position 12372: 0.786712475595913
Position 11344: 0.6959367846923241
Position 4873: 0.3693243859370734
Position 11158: 0.1828582177127476
Position 2100: 0.1490675701480699
Position 16031: 0.08109041332646924
Position 5332: 0.0802065535328935
Position 14467: 0.07565885376920398
Position 1617: 0.06719667011497785
Position 15782: 0.05009003895507788
Position 9754: 0.04780680258663787
Position 2320: 0.041017691092405495
Position 4649: 0.037730312802365884
Position 12568: 0.031945433829548384
Position 14444: 0.03146713981691465
Position 13122: 0.023509319845310975
Position 8363: 0.023281487247724695
Position 339: 0.02307550327955042
Position 10558: 0.022545321744260962
Position 9698: 0.01856277756054217
Position 2914: 0.018275351666883495
Position 13588: 0.015400612249941211
Position 4337: 0.015372427514761644
Position 13018: 0.01066314280079976
Position 10510: 0.009812792829247342
Position 8109: 0.009050840156869171
Position 8018: 0.0070304004070901455
Position 1965: 0.005392493075544688
Position 1953: 0.0005684967585041711
Position 1827: 0.00036097808595980023
