Gene = SLC25A38
index = 1264
Annotated 5SS: [  446  6269  7160  8273  8674 11229]
Annotated 3SS: [ 6146  7074  8092  8504 11061 13049]
SMsplice 5SS: [  446  1053  5124  7160  8674 11229]
SMsplice 3SS: [  953  4927  7074  8504 11061 13049]
top_k =  100
Partition function (log Z): -5.7713334779133465

Sorted 5' Splice Sites (High to Low Probability):
Position 8674: 0.8861404328843744
Position 1053: 0.8805495208152517
Position 446: 0.8443739719604102
Position 11229: 0.8430626862130411
Position 5124: 0.7718412792210335
Position 7160: 0.7611191350185893
Position 5465: 0.21049582954537138
Position 8273: 0.19746042737222005
Position 8907: 0.12950822211834698
Position 6269: 0.10018497327374694
Position 11591: 0.0879375274456326
Position 12169: 0.07572173996852818
Position 9310: 0.07086496361365303
Position 750: 0.059496189251576716
Position 5620: 0.05225231544136953
Position 3002: 0.04692059071054415
Position 13194: 0.036251715246210445
Position 550: 0.031159184790424652
Position 11136: 0.024891845595661315
Position 680: 0.015636982112894975
Position 861: 0.015459108074800072
Position 6096: 0.01054871174429988
Position 140: 0.009688480019632531
Position 77: 0.006437561227338068
Position 6084: 0.0055934281507664775
Position 393: 0.005434094857198162
Position 1358: 0.004777375104663978
Position 6042: 0.0037233362415393044
Position 243: 0.00039501959034798944
Position 154: 0.0002724941241757185
Position 431: 4.6696650006698594e-05
Position 1147: 2.6941895070392304e-05
Position 477: 1.5003054076887611e-05
Position 419: 9.93236867125201e-06
Position 127: 3.0897104210548617e-06
Position 269: 6.724496751256903e-07
Position 174: 6.528246657636282e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 11061: 0.9060564585909876
Position 8504: 0.8931064367877908
Position 13049: 0.7842237928600888
Position 7074: 0.7640668106912244
Position 953: 0.6625524800088858
Position 4927: 0.46728925562580015
Position 5019: 0.24298353034234904
Position 5317: 0.20456241119001173
Position 8092: 0.19746042737221997
Position 925: 0.12759766007352843
Position 8769: 0.12069161731077527
Position 6146: 0.10018497327374695
Position 12128: 0.0883257354866269
Position 9157: 0.07297989816751599
Position 11516: 0.06493707449335764
Position 4947: 0.06156849325288434
Position 13077: 0.051291640207712985
Position 13023: 0.04202639239158508
Position 13309: 0.03625171524621045
Position 848: 0.03308942329493028
Position 11432: 0.03177539973260142
Position 2854: 0.03067552660758715
Position 5390: 0.028684785948694825
Position 5500: 0.025709122963252902
Position 548: 0.023426376199402976
Position 13102: 0.021445443289202823
Position 6013: 0.01986547613660565
Position 2896: 0.016245064102956973
Position 10176: 0.015231529003271613
Position 8766: 0.011933644915787531
Position 11412: 0.011049835334818315
Position 685: 0.006855323163838351
Position 749: 0.006313266246974345
Position 385: 0.004998224088734126
Position 5364: 0.0034791482545001285
Position 1247: 0.003224832972768026
Position 1184: 0.0015525421318959534
Position 657: 0.0009619499236109916
Position 188: 0.0006338791301616221
Position 353: 0.0005317867039376005
Position 666: 0.0005287931085756639
Position 305: 0.00042437073603811515
Position 5425: 0.0003126766302813413
Position 234: 0.00025998556724988027
Position 166: 0.00016857795604181122
Position 313: 0.00015641530482339393
Position 355: 0.00013571326139478094
Position 1477: 0.00010484359447941442
Position 640: 9.129030501585356e-05
Position 787: 7.951062967663974e-05
Position 817: 7.902552591687722e-05
Position 559: 5.967940423267881e-05
Position 416: 3.1103875522555744e-05
Position 294: 2.2299408530587615e-05
Position 833: 4.095231938583651e-06
Position 521: 1.8546570415183767e-06
Position 1056: 1.5549825120468405e-06
Position 281: 5.276161077878707e-07
Position 203: 4.2937201642758164e-07
