Gene = CSPG5
index = 415
Annotated 5SS: [ 2196  3960  8107 11722]
Annotated 3SS: [ 2863  7917 11564 18030]
SMsplice 5SS: [ 318 3028 3419 8107]
SMsplice 3SS: [ 2863  3354  7917 18030]
top_k =  100
Partition function (log Z): -2.1473732169957187

Sorted 5' Splice Sites (High to Low Probability):
Position 3419: 1.0
Position 8107: 0.9787400445050843
Position 3028: 0.7887629328446437
Position 11722: 0.5727482859792684
Position 1610: 0.4453593365180317
Position 318: 0.396238680504708
Position 160: 0.3263526613459067
Position 15276: 0.2802431686888956
Position 8428: 0.22014472324646675
Position 11856: 0.20747585659060583
Position 15338: 0.1331174229007534
Position 3960: 0.13075457140119434
Position 15014: 0.11858570203789953
Position 903: 0.11094093772995398
Position 2428: 0.10662385753799125
Position 293: 0.09487832953562947
Position 1224: 0.09423606104141961
Position 3049: 0.09354674148484382
Position 11641: 0.07685362564489111
Position 236: 0.07326473556192051
Position 1563: 0.04946613808489723
Position 1798: 0.03378007352128751
Position 3879: 0.0317444642482775
Position 2196: 0.022486185776152558
Position 1768: 0.014310709320859955
Position 1876: 0.012361848189970433
Position 3002: 0.012353189963298913
Position 558: 0.008958914758559396
Position 8138: 0.00789217165617205
Position 7985: 0.0077602982409631
Position 3289: 0.007750119188346054
Position 1772: 0.007334561240966176
Position 2393: 0.007250072886670629
Position 1155: 0.007194116482453189
Position 7990: 0.005607485597780022
Position 75: 0.005056937250756799
Position 3163: 0.004446037088448255
Position 120: 0.002740832472025025
Position 2399: 0.0017021091922889836
Position 996: 0.0010570294609021484
Position 633: 5.2601474945889475e-05
Position 286: 2.194079112167272e-05
Position 245: 1.413845210170317e-05
Position 229: 1.265319006389113e-05
Position 188: 4.79193848299636e-06
Position 276: 4.1507485686163875e-06
Position 466: 7.760289826758326e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3354: 0.9972001250760599
Position 18030: 0.9418636945125523
Position 2863: 0.906859020569581
Position 7917: 0.8196088011430199
Position 11564: 0.6523127273381455
Position 1505: 0.4421065890168038
Position 15192: 0.4254887288790501
Position 11794: 0.2362358240600166
Position 8233: 0.20234135597097225
Position 7984: 0.1803911988569794
Position 14786: 0.12195781461083237
Position 2244: 0.11557603961695087
Position 3744: 0.11228376292224854
Position 1679: 0.07796776957683757
Position 1114: 0.07439555082204619
Position 1376: 0.049708473932131514
Position 3883: 0.02155800780566628
Position 1049: 0.019678787801269818
Position 8263: 0.015019311713131513
Position 3706: 0.014784671705135411
Position 1818: 0.012305608472399157
Position 438: 0.009809342474702594
Position 13693: 0.009036456165091727
Position 3773: 0.00783662781260696
Position 828: 0.006393450851279998
Position 3770: 0.006035965403814687
Position 1095: 0.005712679691847177
Position 737: 0.005656961404643168
Position 3328: 0.0025790244621387956
Position 8189: 0.0017050285659631968
Position 8342: 0.0016743667535615782
Position 8364: 0.0015334765194633445
Position 987: 0.0014532801016741755
Position 528: 0.0004699425338542823
Position 832: 0.0002843323431426164
Position 3382: 0.000220850461800957
Position 1329: 8.14133974660382e-05
Position 1344: 8.016796539783491e-05
Position 777: 1.2450380737160903e-05
Position 543: 1.1276175579846952e-05
Position 397: 1.0321052349005345e-07
Position 553: 8.067275814768074e-08
Position 511: 6.370798601458597e-08
Position 393: 4.093620772127956e-08
