Gene = DPT
index = 468
Annotated 5SS: [  395 15044 28248]
Annotated 3SS: [14917 28139 32648]
SMsplice 5SS: [  395  9453  9742 10681 15044 20551 28248]
SMsplice 3SS: [ 9369  9553 10551 14917 20455 28139 32648]
top_k =  100
Partition function (log Z): -7.123381877548082

Sorted 5' Splice Sites (High to Low Probability):
Position 395: 0.9999999999999991
Position 15044: 0.9998288149556585
Position 10681: 0.9723000926115131
Position 28248: 0.9221029489158675
Position 22994: 0.9221029489158666
Position 9453: 0.7365881330537232
Position 20551: 0.6785890005160178
Position 9742: 0.4947339744457822
Position 8315: 0.29884331732125713
Position 11188: 0.16757068674272432
Position 9469: 0.11860456144929143
Position 18556: 0.11820994680311152
Position 13890: 0.07780128830610744
Position 9500: 0.07694730988180792
Position 13267: 0.058696560071553355
Position 9732: 0.054872420153119494
Position 9509: 0.033304785598768816
Position 10988: 0.02373612243874461
Position 9913: 0.01978412720609563
Position 8308: 0.006489452347876281
Position 16650: 0.0007712142981947358
Position 16930: 0.0006373072232016357
Position 15386: 0.0005990190583665229
Position 16646: 0.0005854988025706397
Position 15118: 0.0001549087016631481
Position 15026: 1.6276342677706982e-05
Position 16164: 8.978902510580334e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 10551: 0.9723000926115134
Position 22875: 0.9504156898780909
Position 14917: 0.9409705346111478
Position 28139: 0.9221029489158666
Position 9369: 0.9200978620296323
Position 20455: 0.6793482590111317
Position 32648: 0.5677378265988492
Position 9553: 0.5625025591001979
Position 32007: 0.3116621354516383
Position 8251: 0.30533276966913303
Position 11073: 0.1635147325704596
Position 18467: 0.12184809424365381
Position 13756: 0.07780128830610741
Position 14892: 0.059029465388851246
Position 13161: 0.058696560071553355
Position 9230: 0.04534692795395916
Position 28767: 0.042702986865379954
Position 10918: 0.027012297332092775
Position 17039: 0.011861551564587671
Position 19751: 0.00859151147389449
Position 19780: 0.008384265999901795
Position 9873: 0.006887962704799719
Position 20001: 0.006567433959076095
Position 17722: 0.0028534061423980024
Position 15253: 0.0024446902694184743
Position 16554: 0.0011565564453816738
Position 16284: 0.0011492123205978741
Position 21236: 0.0010187212758246058
Position 17511: 0.0010030283414558306
Position 11037: 0.0007797792789166444
Position 17531: 0.0007213602964174175
Position 20667: 0.0006508483503482653
Position 16848: 0.0006373072232016346
Position 19561: 0.0004374746941737584
Position 17317: 0.00015244689421838384
Position 16078: 9.841801940555382e-05
Position 16446: 5.918315223176275e-05
Position 15964: 1.2180826530915925e-06
Position 16021: 2.8796590995358057e-07
