Gene = PIFO
index = 1026
Annotated 5SS: [ 384  762 1485 2359 3936]
Annotated 3SS: [ 621 1385 2227 3817 4970]
SMsplice 5SS: [ 202  384 3668 3936]
SMsplice 3SS: [ 293 3529 3817 6003]
top_k =  100
Partition function (log Z): -5.917970768096806

Sorted 5' Splice Sites (High to Low Probability):
Position 384: 0.9324790664021377
Position 3936: 0.8772049669453644
Position 202: 0.6822567559501262
Position 3668: 0.42052135257829376
Position 762: 0.36155117572741413
Position 2359: 0.05956995197900285
Position 1084: 0.051182582910568715
Position 422: 0.04229490833843437
Position 2261: 0.03446981469810102
Position 3562: 0.025796983485209445
Position 4785: 0.024465300703080513
Position 3900: 0.01714073172946722
Position 4773: 0.014392297343499812
Position 5256: 0.006208089794557933
Position 3991: 0.003003337078214484
Position 583: 0.0005805984568594973
Position 1485: 0.0005748790638422597
Position 505: 0.00043383668768240256
Position 707: 0.0003906809468533052
Position 516: 0.0002451077958021687
Position 208: 0.00022424340857078615
Position 171: 0.00019702287607470726
Position 220: 5.275971224629837e-05
Position 231: 4.99559358964431e-05
Position 367: 4.922675020404048e-05
Position 411: 2.356601191949858e-05
Position 434: 2.26292649348939e-05
Position 12: 8.143785777929235e-06
Position 107: 1.5886277054682348e-07
Position 46: 1.0800833402130276e-07
Position 223: 1.0422565182047723e-07
Position 343: 1.0476032897837356e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3817: 0.9154502755969703
Position 293: 0.6571464708157345
Position 3529: 0.4134319500936046
Position 6003: 0.412769009486001
Position 4970: 0.4120050302240006
Position 621: 0.3735864500623549
Position 2227: 0.07286502155361023
Position 4605: 0.06313205962363691
Position 4670: 0.05423440890592331
Position 3434: 0.032886385969898596
Position 4192: 0.02820791242159866
Position 2004: 0.021847739011459127
Position 910: 0.021731933176822087
Position 5330: 0.01577838932272773
Position 5078: 0.011698101325261315
Position 5538: 0.0102142456128849
Position 907: 0.010194562247451995
Position 1019: 0.009339752761007928
Position 6022: 0.00819388466479385
Position 759: 0.006033554794425108
Position 783: 0.0015599902654701377
Position 335: 0.0010627457417700867
Position 487: 0.0006986187084220338
Position 1385: 0.0005041642198243563
Position 721: 0.0003183872393698979
Position 1065: 0.0001702671871166984
Position 538: 0.00016180833601333637
Position 1220: 4.12722670839057e-05
Position 255: 3.5854131185711185e-05
Position 1252: 2.944257693399842e-05
Position 509: 2.080637372536825e-05
Position 378: 1.4755468357238214e-05
Position 659: 1.2329789673414322e-05
Position 312: 6.156688420452554e-06
Position 375: 3.2677079241631953e-06
Position 576: 2.4102328053056117e-06
Position 490: 9.311421690674368e-07
Position 119: 9.312755949910085e-10
Position 349: 4.964957185053123e-10
Position 358: 3.4061695955103e-10
Position 343: 9.988449609100016e-11
Position 83: 7.852991678942794e-11
Position 158: 7.586834430262026e-11
Position 355: 4.130936131334651e-11
Position 220: 3.423671048859657e-11
Position 380: 3.051984670099625e-11
Position 383: 2.7390373259089457e-11
Position 223: 2.0739560394539437e-11
Position 404: 9.630061246616151e-12
