Gene = OXNAD1
index = 991
Annotated 5SS: [  307  4077  5873  6524 21250 29799 36670 37550]
Annotated 3SS: [ 3926  5745  6459 21142 29656 36426 37440 38208]
SMsplice 5SS: [  281  4077  5873  6524  6797  7123 16362 21250 29799 36670 36992 37221
 37550]
SMsplice 3SS: [ 3926  5745  6459  6659  6945 16148 21142 29656 36426 36762 37103 37440
 39627]
top_k =  100
Partition function (log Z): -1.2855328554511471

Sorted 5' Splice Sites (High to Low Probability):
Position 16362: 1.0000000000000018
Position 21250: 0.9999991670786265
Position 29799: 0.9999991670786263
Position 36670: 0.9992767543603439
Position 4077: 0.985214764103012
Position 5873: 0.9369372398751752
Position 7123: 0.9369360633060428
Position 36992: 0.8570137661130235
Position 6797: 0.8440896050554731
Position 37550: 0.81490213360718
Position 281: 0.5877910102064027
Position 37221: 0.5436884601336984
Position 6524: 0.46771606554555223
Position 8152: 0.4231050172003278
Position 307: 0.3935744202123554
Position 25816: 0.38857025552865276
Position 3795: 0.18695709178185413
Position 38394: 0.1559309393556483
Position 4303: 0.14502301836603443
Position 6594: 0.12243626478487535
Position 6539: 0.11308425077822547
Position 2952: 0.06486609087257075
Position 36884: 0.044432877788657364
Position 3821: 0.036640259813636306
Position 37152: 0.03648976980486178
Position 3734: 0.031042657254785208
Position 1265: 0.02640512203759719
Position 6548: 0.026373038855957535
Position 36988: 0.02527130739894281
Position 38139: 0.017687539581487572
Position 1601: 0.016763491616658136
Position 21972: 0.01637202677685612
Position 135: 0.016280723044409976
Position 2810: 0.015372527269374067
Position 5967: 0.014369144603878295
Position 37022: 0.013612305927905447
Position 4110: 0.013218908483966802
Position 661: 0.0012538678139041495
Position 569: 0.0007623975242450936
Position 3999: 0.0003031515935236232
Position 142: 0.00023425805094429527
Position 3867: 0.00017489126483825527
Position 59: 0.00010332314774142966

Sorted 3' Splice Sites (High to Low Probability):
Position 16148: 1.0000000000000018
Position 21142: 0.9999991670786265
Position 29656: 0.9999991670786263
Position 36426: 0.9992767543603439
Position 3926: 0.9946333367361104
Position 36762: 0.9682466852996494
Position 6459: 0.7886075743991053
Position 6945: 0.7526557657348967
Position 37103: 0.6599793296145109
Position 6659: 0.5974984069675856
Position 5745: 0.4859016185659025
Position 37440: 0.42993298799507795
Position 25672: 0.38857025552865276
Position 37298: 0.33584221708722456
Position 3652: 0.2548149001151139
Position 8038: 0.24940234967621244
Position 5749: 0.24517757758426822
Position 39627: 0.23277530031438481
Position 5729: 0.216195574951911
Position 38208: 0.21042690003555617
Position 38012: 0.20196453241837245
Position 39047: 0.1890065588909158
Position 8076: 0.14444860938289644
Position 4201: 0.14345669095301067
Position 7048: 0.10091675199987091
Position 6674: 0.09174691153748583
Position 7028: 0.07629768285894858
Position 2784: 0.0747278390484424
Position 38476: 0.07037685555418134
Position 38659: 0.06558901981099842
Position 6699: 0.06082354345070193
Position 37509: 0.05607449653100301
Position 6626: 0.030823841578771684
Position 8104: 0.029254058141218807
Position 40366: 0.029142258066726302
Position 40133: 0.028486079116965785
Position 1178: 0.01971438052704895
Position 37906: 0.01370612806744619
Position 21797: 0.013497471634468261
Position 37924: 0.011228440265235538
Position 1532: 0.009393948624606751
Position 1485: 0.007369542992051387
Position 1134: 0.0066907415105482305
Position 37890: 0.005528065003499706
Position 2870: 0.005510779093502383
Position 6921: 0.004486205245441136
Position 5872: 0.004031613376971491
Position 6547: 0.0031197841224195923
Position 21663: 0.0028745551423878697
Position 3859: 0.0028402386171074543
Position 4101: 0.0028295762403085937
Position 6964: 0.0025796574668858698
Position 6348: 0.0010791629640142396
Position 30338: 0.0004009951700809399
Position 30260: 0.0001851024503576369
Position 30214: 0.0001363150978436073
Position 16724: 8.329213754704311e-07
