Gene = CPOX
index = 404
Annotated 5SS: [  775  2712  3092  5011  8283 12317]
Annotated 3SS: [ 2567  2980  4868  8063 12211 12952]
SMsplice 5SS: [  705  2712  3092  5011  8283 12317]
SMsplice 3SS: [ 2567  2980  4868  8063 12211 12952]
top_k =  100
Partition function (log Z): 1.0487407728970335

Sorted 5' Splice Sites (High to Low Probability):
Position 8283: 0.9999999999999976
Position 3092: 0.9999999999999973
Position 12317: 0.9866029345106884
Position 5011: 0.8811087363293655
Position 4062: 0.5976074582792925
Position 2712: 0.5718731247111468
Position 705: 0.4775162827398307
Position 13032: 0.360180353482288
Position 726: 0.2545598201316268
Position 109: 0.21094041541759675
Position 13213: 0.1425889898183052
Position 775: 0.13545369225084394
Position 5921: 0.07234381447447802
Position 8894: 0.07009512229146544
Position 5015: 0.06370188247577185
Position 12154: 0.02999847144538654
Position 8158: 0.029907952679745976
Position 6609: 0.028839137045932498
Position 157: 0.021918872482793887
Position 203: 0.02009278528244921
Position 12619: 0.01901292169542173
Position 2624: 0.015044168355734178
Position 151: 0.01178900803494399
Position 964: 0.010993745101910365
Position 438: 0.008427704720558088
Position 12577: 0.007191211813099255
Position 2941: 0.005276898122855663
Position 470: 0.004431168833296076
Position 1053: 0.00441981731431873
Position 2056: 0.004050533503958917
Position 12646: 0.0018600531890746925
Position 8506: 0.0011346541043060683
Position 474: 0.00036717845724676965
Position 873: 9.365447565629274e-05
Position 877: 1.4691256232959577e-05
Position 825: 1.0812306486439193e-05
Position 820: 9.393740730124397e-06
Position 758: 9.121379590916193e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2980: 0.9714462775430065
Position 12211: 0.8909367597515169
Position 4868: 0.8305938667779978
Position 8063: 0.7962988764122391
Position 12952: 0.6787401728791058
Position 2567: 0.5186941918344486
Position 3923: 0.3224415932227441
Position 13922: 0.20409617108398742
Position 12978: 0.1991876395044655
Position 3966: 0.17502359286337124
Position 13128: 0.1554976835592152
Position 8086: 0.14146639213220813
Position 4950: 0.11419687673924767
Position 14015: 0.10145911315811745
Position 13451: 0.09779225459350617
Position 8250: 0.09214268413529644
Position 12051: 0.087108268122532
Position 604: 0.08588332712824259
Position 4000: 0.08027018208000614
Position 8770: 0.06307847782550834
Position 5824: 0.05528088405221204
Position 12270: 0.04627791859502203
Position 601: 0.0449580539272532
Position 2657: 0.03492113173173606
Position 12512: 0.034300556799065095
Position 2617: 0.03330196950069614
Position 12867: 0.02620204198555529
Position 3030: 0.021895394640950507
Position 509: 0.021209303531405252
Position 6471: 0.017106695606167323
Position 5650: 0.017062930422265987
Position 3871: 0.012927955467112298
Position 13394: 0.012291400194998522
Position 6456: 0.011732441439765174
Position 2865: 0.009539320794698177
Position 13975: 0.008436248436425207
Position 8649: 0.007016644465957125
Position 3843: 0.006944134646058867
Position 569: 0.004577662024895574
Position 963: 0.004419817314318727
Position 1935: 0.004050533503958914
Position 12489: 0.003485438940311016
Position 3065: 0.0023959051441975387
Position 12446: 0.0012343455018985917
Position 8402: 0.0011346541043060683
Position 13176: 0.0003889228485416809
Position 4711: 1.9875287892165797e-05
