Gene = ADPRHL2
index = 35
Annotated 5SS: [ 241 2466 2951 3220 3648]
Annotated 3SS: [2368 2742 3034 3546 4221]
SMsplice 5SS: [ 241 2466 2951 3648]
SMsplice 3SS: [2368 2742 3546 4221]
top_k =  100
Partition function (log Z): 2.6325351828133625

Sorted 5' Splice Sites (High to Low Probability):
Position 2466: 0.976323137394668
Position 2951: 0.9158133277098189
Position 241: 0.8753204488071112
Position 3648: 0.8703785326593947
Position 503: 0.5806316397954219
Position 3220: 0.3914942289362971
Position 3251: 0.17259513832714216
Position 3238: 0.1716200370063792
Position 1115: 0.1430579457884672
Position 2892: 0.06560564655126948
Position 229: 0.038592826594013974
Position 1306: 0.01930996314511526
Position 1066: 0.019238721668962785
Position 61: 0.018657694203188458
Position 2500: 0.017244394690372204
Position 4640: 0.016958115434928023
Position 176: 0.014623953816510165
Position 4045: 0.011444041393814287
Position 1074: 0.007582930925428064
Position 3652: 0.003308271438775221
Position 4422: 0.002744558434120047
Position 2449: 0.0018044455635553344
Position 2624: 0.0011299655141051063
Position 324: 0.0005124172942720562
Position 601: 0.00023101528752540217
Position 261: 0.00019170862651884528
Position 2903: 0.00013043734602747077
Position 271: 0.00012184228163163394
Position 317: 0.00011213991887158364
Position 530: 3.714747786558887e-05
Position 486: 3.677108784519631e-05
Position 8: 1.521875822516169e-07
Position 135: 1.4191384144928106e-07
Position 18: 2.0075748037918373e-08
Position 199: 1.1839738297665584e-09
Position 165: 3.1534354426540594e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2742: 0.9841847798630783
Position 2368: 0.9819587949532572
Position 4221: 0.8656011419703666
Position 3546: 0.8147842398704062
Position 3127: 0.4861226805003552
Position 423: 0.25299949321964427
Position 378: 0.24339725483152996
Position 3055: 0.11123733173125619
Position 1004: 0.0936790100137361
Position 3100: 0.06813982304213823
Position 3034: 0.06341430458923669
Position 4886: 0.060593174237880965
Position 3363: 0.04509930296776138
Position 818: 0.030899136181094796
Position 4502: 0.024549012244811045
Position 3313: 0.02373429668784171
Position 3900: 0.019911635059279162
Position 706: 0.019425505272702516
Position 1205: 0.019309963145115263
Position 3693: 0.01692849912910986
Position 876: 0.015545907817127632
Position 382: 0.012011197869353162
Position 2371: 0.011796281241682072
Position 152: 0.01012206307198
Position 2998: 0.008937494963271503
Position 361: 0.00886131421217873
Position 3807: 0.006914939477884583
Position 3479: 0.0057628116619969725
Position 942: 0.004791633799746854
Position 4318: 0.004790204017548464
Position 4660: 0.004277821902754667
Position 4421: 0.0036555705861158324
Position 484: 0.003509956003404746
Position 2571: 0.0031913198714124424
Position 1065: 0.0031270348656066275
Position 2386: 0.0016169014536560917
Position 2697: 0.0012272280919365013
Position 363: 0.00011749628290593157
Position 3001: 0.00010888621020897089
Position 462: 0.00010209646092001122
Position 197: 9.907518938432811e-05
Position 180: 9.593766852963553e-05
Position 393: 6.274940054934561e-05
Position 2812: 5.580207542011108e-05
Position 569: 4.5382674533294265e-05
Position 541: 1.945154716901499e-05
Position 338: 1.2262066790085964e-05
Position 403: 7.085083314082852e-06
Position 199: 5.731305255049778e-06
Position 546: 4.845727102734068e-06
Position 507: 3.7839151955627213e-06
Position 388: 1.8515241682034048e-06
Position 347: 9.405198427489351e-07
Position 743: 6.345155322007477e-07
Position 892: 6.088146503612887e-07
Position 229: 3.4869180461344254e-08
Position 233: 2.6298250281698014e-08
Position 206: 9.635291857602339e-09
Position 102: 8.309643133222553e-09
