Gene = ASPM
index = 102
Annotated 5SS: [  554  2738  4364  6928 11599 13345 14410 16780 17508 18205 21649 21825
 22585 24307 24536 24780 28906 46264 50697 52611 53643 54788 55845 56499
 56765 58439 59892]
Annotated 3SS: [ 2593  2883  6822 11451 13098 14341 16637 17376 18028 21502 21738 22362
 24098 24392 24650 28710 41508 50529 52513 53432 54637 55652 56305 56609
 58261 59721 62267]
SMsplice 5SS: [   13   180   554  2738  4198  4364  6928 11599 14410 16780 17508 21649
 21825 22585 24536 24780 28906 50697 52611 53643 54788 55845 56499 56765
 58439 59892]
SMsplice 3SS: [   99   458  2593  4087  4264  6822 11451 14341 16637 17376 21502 21738
 22362 24456 24650 28710 50529 52513 53432 54637 55652 56305 56609 58261
 59721 62267]
top_k =  100
Partition function (log Z): 0.6732587158800579

Sorted 5' Splice Sites (High to Low Probability):
Position 11599: 1.0000000000000033
Position 14410: 1.0000000000000016
Position 2738: 0.990373848081716
Position 4364: 0.9862244331712343
Position 17508: 0.979184689997144
Position 554: 0.9603432674441009
Position 16780: 0.9540925379030119
Position 22585: 0.914952615182092
Position 28906: 0.9015864529138934
Position 180: 0.8859159822253327
Position 24780: 0.8701022201550235
Position 21825: 0.7133408817685207
Position 4198: 0.641157936094119
Position 21649: 0.6191405171893842
Position 5464: 0.5742903318686365
Position 18205: 0.38094554840328837
Position 21666: 0.3421702972551688
Position 4806: 0.24762971695602576
Position 24828: 0.1280053753458595
Position 3163: 0.11823091091252125
Position 23470: 0.06734677687274142
Position 16032: 0.058674141247604034
Position 293: 0.05601681847791142
Position 24220: 0.051559683144920626
Position 24027: 0.04697813472736308
Position 17003: 0.04605877075186445
Position 13345: 0.046032502534089324
Position 17650: 0.04099494113288156
Position 12020: 0.0343234975495969
Position 16036: 0.03331544785797541
Position 1988: 0.03270710522450159
Position 30039: 0.030792928247739815
Position 28265: 0.02360977538100586
Position 2178: 0.01481769397335209
Position 675: 0.011714496570078819
Position 4126: 0.010579453810641973
Position 17573: 0.010137334632288194
Position 800: 0.009581920967701593
Position 394: 0.008013718361211147
Position 107: 0.007160720010727104
Position 2021: 0.0064917194445150775
Position 174: 0.004912894374938941
Position 24307: 0.004827184277868006
Position 5122: 0.004108078003420041
Position 17: 0.003016531244503208
Position 103: 0.0025237546289789154
Position 748: 0.002510033025730431
Position 16996: 0.0023481899387394222
Position 2648: 0.0023147915956214116
