Gene = GPN2
index = 613
Annotated 5SS: [ 612 1329 4325 6138]
Annotated 3SS: [ 1171  4163  6006 10547]
SMsplice 5SS: [ 168 1329]
SMsplice 3SS: [1171 6006]
top_k =  100
Partition function (log Z): -11.973409172707974

Sorted 5' Splice Sites (High to Low Probability):
Position 1329: 0.7912239310756309
Position 168: 0.6676802019753546
Position 4325: 0.38225317653586055
Position 103: 0.19435159132948332
Position 612: 0.1934729606389839
Position 6138: 0.08245381721634609
Position 6173: 0.038785330721263715
Position 1932: 0.03449922356300664
Position 1893: 0.03443687489367334
Position 289: 0.02394266685650004
Position 1588: 0.021678746349332832
Position 1661: 0.020412919554969263
Position 700: 0.016370523157377286
Position 1401: 0.012050867216542503
Position 543: 0.006188363702208893
Position 915: 0.004650045084719016
Position 390: 0.00378523427641702
Position 991: 0.00158781105916506
Position 856: 0.000999502293290981
Position 405: 0.0009291535950239116
Position 359: 0.00023068631023034192
Position 240: 0.00014905334209885373
Position 135: 5.8948698684053645e-05
Position 378: 5.887207214527329e-05
Position 11: 4.053855584721071e-05
Position 130: 3.547197447868598e-05
Position 109: 2.663366936350471e-05
Position 20: 2.5020316907161213e-05
Position 82: 2.747393022776818e-07
Position 24: 2.039004986315993e-07
Position 57: 7.837785306759368e-08
Position 172: 1.7441868697519498e-08
Position 6: 1.4313924279631972e-08
Position 66: 9.192434385524996e-09
Position 15: 3.2995784239909284e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 6006: 0.7904903640525962
Position 1171: 0.4969044971959172
Position 4163: 0.4073181924598682
Position 1141: 0.2848781514018079
Position 537: 0.10626149197809477
Position 1880: 0.07556840407820095
Position 8082: 0.0663483812288118
Position 6538: 0.06269583616611496
Position 5981: 0.04737926426227942
Position 3310: 0.03522398837090938
Position 1492: 0.032652266943642545
Position 1211: 0.01881743827375787
Position 4114: 0.016346652863663474
Position 6068: 0.013503034643335538
Position 1232: 0.013367569099756421
Position 1689: 0.01173473561668911
Position 1504: 0.010023890042212137
Position 1710: 0.009678029898453726
Position 5021: 0.007592659946940393
Position 1100: 0.006890883868676319
Position 695: 0.005697755257148224
Position 1713: 0.0031204789954581676
Position 1980: 0.0021030020959789983
Position 3306: 0.0017660412067769555
Position 1957: 0.0013645227325669034
Position 261: 0.0010554857089302534
Position 542: 0.0010336395805947201
Position 236: 0.0006382743432885662
Position 807: 0.000424459269169187
Position 207: 0.0003675847207846649
Position 494: 0.0002861981244951658
Position 172: 0.0002608457638609219
Position 458: 0.00022402677969122676
Position 468: 0.00016787589148067428
Position 1297: 7.83348710598311e-05
Position 783: 6.196098451486472e-05
Position 350: 5.1575284771812075e-05
Position 577: 5.734219678613384e-07
Position 599: 3.1147911753064084e-07
Position 289: 8.839697876579124e-08
