Gene = CLSPN
index = 380
Annotated 5SS: [   82  4711  5663  6769  7525  7931  8833  9587 16184 18679 20296 20462
 21524 22022 23163 24478 26474 26788 30564 30793 31474 31937 32590 33015]
Annotated 3SS: [ 4601  5213  6606  7446  7857  8723  9011 15991 18421 20116 20396 21323
 21866 22935 24365 26397 26686 30398 30670 31345 31830 32506 32852 33321]
SMsplice 5SS: [   82  4711  6769  7525  8139  8833 18598 20536 21524 22022 24478 26474
 26788 30568 30722 31474 31937 32590 33015]
SMsplice 3SS: [ 4601  6606  7350  7857  8723 18421 20396 21323 21866 24365 26397 26686
 30398 30670 31345 31830 32506 32852 33321]
top_k =  100
Partition function (log Z): 27.534296915251986

Sorted 5' Splice Sites (High to Low Probability):
Position 18598: 1.0000000000000042
Position 26788: 0.9999840491680329
Position 31937: 0.9918431728228818
Position 21524: 0.9910502531534886
Position 31474: 0.9725968175669106
Position 26474: 0.9652606346790183
Position 33015: 0.962828602138849
Position 8833: 0.948439283083014
Position 24478: 0.9126276778980572
Position 32590: 0.8488238642402363
Position 82: 0.8260116535131997
Position 4711: 0.810673844340735
Position 22022: 0.6929387977754746
Position 20536: 0.6289958591604821
Position 9116: 0.62278110263587
Position 30722: 0.48551840698601595
Position 30793: 0.4595900319618546
Position 7525: 0.4232987522154048
Position 30568: 0.40946033367905854
Position 8139: 0.40630161280065247
Position 20462: 0.37100414083952005
Position 7931: 0.3477864715885389
Position 30564: 0.1882312727032677
Position 2667: 0.18245122588564597
Position 29108: 0.17795390317480367
Position 4761: 0.16335304768943998
Position 70: 0.15819542841867187
Position 7977: 0.15467678029847484
Position 26602: 0.1266842830632882
Position 2660: 0.11762161599441195
Position 30193: 0.1006123066824775
Position 30502: 0.09344776016244287
Position 23163: 0.07865823208979288
Position 2308: 0.07425096895940912
Position 30598: 0.07408633611371064
Position 32747: 0.0648731333069459
Position 30514: 0.05642004231019724
Position 30773: 0.04541954279487254
Position 32631: 0.04096901142904564
Position 7530: 0.031287295865019556
Position 3703: 0.030439524368025894
Position 33168: 0.020408142080424047
Position 24795: 0.01902297114520221
Position 32646: 0.018331005580281026
Position 30465: 0.01453779040374666
Position 467: 0.010630789246631718
Position 30897: 0.009472018257258956
Position 30590: 0.009424393023051694
Position 31428: 0.008823672948284457
Position 21532: 0.0086833829084282
Position 26478: 0.00831452658555807
Position 33142: 0.005345808932744093
Position 31998: 0.0036496704216166633
Position 26494: 0.002680749100529319
Position 27683: 0.002679960939512589
Position 317: 0.0022075403601799454
Position 135: 0.001927358197241921
Position 31977: 0.0019190710056038094
Position 28671: 0.0018000279451092615
Position 32686: 0.0013295707440354044
Position 32231: 0.0013020379270188343
Position 31768: 0.0011690763996302827
Position 22026: 0.0010567274579783297
Position 1407: 0.00046751527301955764
Position 2458: 0.000382943633926233
Position 32594: 0.00037338910319267984
Position 140: 0.00035385259438402945
Position 2384: 0.0002881325650996102
Position 362: 0.00025534914179463396
Position 33267: 0.0001985154274057412
Position 31984: 0.00016710919897600405
Position 2379: 0.00011424915203289318
Position 26515: 7.247131678636175e-05
Position 26819: 1.1075575206582358e-05
Position 2102: 9.124897097766228e-06
Position 1176: 7.988619034670499e-06
Position 27034: 4.767018979778398e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 20396: 1.0000000000000056
Position 18421: 1.0000000000000049
Position 30670: 0.9986246414260194
Position 26686: 0.9960074795394911
Position 26397: 0.9951124596919201
Position 31830: 0.9889198196016731
Position 21323: 0.9807068770248036
Position 32852: 0.9787770063249316
Position 33321: 0.9652763674528406
Position 32506: 0.9556783441211737
Position 8723: 0.9484392830830127
Position 24365: 0.9126276778980593
Position 7857: 0.9087648646876642
Position 30398: 0.8469832869694569
Position 4601: 0.809612519200874
Position 31345: 0.7392098153116853
Position 9011: 0.5966902147219966
Position 7350: 0.4545860480804246
Position 21866: 0.3918220680219296
Position 2537: 0.28838871185611
Position 31376: 0.22225636228215054
Position 21936: 0.20047809019431262
Position 4505: 0.1644143728293017
Position 29044: 0.11186261459185519
Position 26548: 0.10883456711981472
Position 21903: 0.10169536701720994
Position 30082: 0.10061230668247738
