Gene = PHAX
index = 1021
Annotated 5SS: [  791  3916  8217 17066]
Annotated 3SS: [ 3301  8095 16981 24306]
SMsplice 5SS: [  165   791  3916  8217 17066]
SMsplice 3SS: [  675  3822  8095 16981 24306]
top_k =  100
Partition function (log Z): -1.9928468723675061

Sorted 5' Splice Sites (High to Low Probability):
Position 8217: 0.9996652349673328
Position 17066: 0.9966508302745316
Position 791: 0.9759038392462421
Position 3916: 0.9584352241458263
Position 3402: 0.5084344915593944
Position 165: 0.3620486471111671
Position 47: 0.3552055632159973
Position 266: 0.1866846858894967
Position 4140: 0.147207455957882
Position 6708: 0.1456687961988422
Position 9388: 0.08855557070390595
Position 9599: 0.07966523770518105
Position 287: 0.06284286126819871
Position 13773: 0.05804671757027395
Position 430: 0.052189773057273715
Position 15032: 0.032915922936101516
Position 2218: 0.03200205556193919
Position 181: 0.029552640932605092
Position 10045: 0.021908639606487153
Position 10057: 0.02164842097758427
Position 808: 0.015605980407716453
Position 19970: 0.01379961265037119
Position 3390: 0.004724288332680781
Position 865: 0.0014514009554459778
Position 2522: 0.0005954195874043877
Position 497: 0.00044472659409784335
Position 2554: 0.0004011451641149422
Position 10581: 0.00039777014213335254
Position 12013: 0.00026964721511329456
Position 9783: 0.00025815518339315286
Position 2023: 0.00023469283890154317
Position 1677: 0.00021569651537800335
Position 28: 0.00016374750308775475
Position 191: 5.7053705289804645e-05
Position 10: 1.2506816845910724e-05
Position 51: 2.9230121210181985e-06
Position 121: 2.0700800945220928e-06
Position 127: 2.528368591625828e-08
Position 8: 5.267725795957309e-09
Position 62: 1.2596026105816012e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8095: 0.9996652349673325
Position 16981: 0.9971388030751617
Position 675: 0.7317916242087139
Position 3822: 0.6986824845547683
Position 3301: 0.5576725558415291
Position 24306: 0.49468445240992365
Position 26851: 0.1953593518099702
Position 3574: 0.12748012102681103
Position 680: 0.12296406200056546
Position 4033: 0.12045575201634805
Position 6404: 0.11650942420687725
Position 9232: 0.0885897031185325
Position 3488: 0.08775884261479283
Position 20496: 0.08312414522358928
Position 9492: 0.0801191844074805
Position 13532: 0.058795102655212234
Position 649: 0.0587858258187159
Position 286: 0.05853095619658439
Position 24894: 0.052354435621032036
Position 23310: 0.04645915996706194
Position 9947: 0.043557060584071425
Position 20516: 0.0362831903929698
Position 14914: 0.03291592293610149
Position 6408: 0.029159371991964923
Position 17702: 0.028972349255307457
Position 613: 0.024426541713243603
Position 18419: 0.02294036481523732
Position 694: 0.015475655695640822
Position 2026: 0.014973797389186512
Position 4053: 0.013862055908043912
Position 19061: 0.01349068759566839
Position 4029: 0.012889648033490114
Position 570: 0.010806436128888226
Position 204: 0.010636608452849748
Position 19844: 0.009688621875660266
Position 2074: 0.009126165852379763
Position 18843: 0.006851169957418007
Position 2104: 0.006687930118723812
Position 20492: 0.0060854741098803206
Position 583: 0.005588855500334217
Position 19882: 0.005195874072095054
Position 21717: 0.002422266458403609
Position 19417: 0.001863498071274504
Position 16796: 0.0017777672008394707
Position 546: 0.001676584960099904
Position 17167: 0.0013596907370614303
Position 18442: 0.0011482431590081246
Position 2170: 0.001000436804330996
Position 2455: 0.0009965647515193298
Position 215: 0.0008901115469289311
Position 19001: 0.0007326828860531565
Position 180: 0.0005394690143219102
Position 17730: 0.00040247971613277506
Position 17766: 0.0004020603443315996
Position 17870: 0.0003682977410339142
Position 11962: 0.00026964721511329456
Position 17255: 0.00026194670579016095
Position 1889: 0.00023469283890154317
Position 10459: 0.0002202140481029637
Position 1583: 0.0002156965153780035
Position 1942: 0.00021372539731811523
Position 10483: 0.00017755609403038883
Position 8329: 6.932053791556443e-05
Position 10832: 3.580016761304907e-05
Position 355: 3.2332561114309606e-05
Position 334: 2.1858345946545214e-05
Position 318: 7.859057339071376e-07
Position 152: 4.1943446279199045e-07
Position 365: 1.3930566258903786e-07
Position 137: 9.763411916162618e-08
Position 121: 8.718276793730836e-08
