Gene = MLANA
index = 849
Annotated 5SS: [  135  1750  6852 16197]
Annotated 3SS: [ 1647  6754 16082 17837]
SMsplice 5SS: [  135  1750 10574 15967 16197]
SMsplice 3SS: [ 1647 10419 15808 16082 17837]
top_k =  100
Partition function (log Z): -3.6607847119474277

Sorted 5' Splice Sites (High to Low Probability):
Position 1750: 0.9999983186632362
Position 16197: 0.9961319453072166
Position 135: 0.9348746250197936
Position 18157: 0.25353846902806654
Position 501: 0.23865617167480274
Position 19417: 0.10096102499234175
Position 1562: 0.08147967945526977
Position 398: 0.047615360446284505
Position 599: 0.04576692952408024
Position 16920: 0.04091989940579155
Position 16970: 0.016080807379768983
Position 19229: 0.01337229830623363
Position 18772: 0.009539211005300446
Position 1503: 0.004997604685472242
Position 1439: 0.004333621148545397
Position 1576: 0.0030765209969506463
Position 448: 0.002055301649384492
Position 8518: 0.0008605484706978885
Position 4061: 0.0001273210277123361
Position 4440: 5.185536933521052e-06
Position 271: 3.738962717490608e-06
Position 267: 1.8750959914844713e-06
Position 2166: 1.2796502878244538e-06
Position 166: 1.295956048202264e-07
Position 207: 5.612332007578441e-08
Position 238: 3.2971331265136355e-08
Position 57: 1.8202185112885715e-08
Position 19: 1.5942259617495487e-08
Position 240: 5.7002840364817e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 16082: 0.9961319453072166
Position 17837: 0.9570790026301728
Position 1647: 0.8758511420544876
Position 19305: 0.17753260979028593
Position 1672: 0.12414690591851348
Position 252: 0.10193425978734516
Position 19120: 0.09553293647130723
Position 324: 0.07565472692508468
Position 19497: 0.07118483628154297
Position 16842: 0.0666598006165214
Position 1318: 0.04536871936731476
Position 1439: 0.04199032028273751
Position 275: 0.026054934473130953
Position 424: 0.025933130729000872
Position 18501: 0.02230163282882633
Position 564: 0.020627854063770757
Position 19727: 0.016224845200681716
Position 288: 0.009971751032015723
Position 19617: 0.009677796158124448
Position 18264: 0.006987452654281372
Position 1414: 0.006530278836914033
Position 19457: 0.005527838142893731
Position 19791: 0.003873547351992607
Position 448: 0.0034532217618032965
Position 384: 0.002420436339912365
Position 17786: 0.0017574939441892846
Position 401: 0.0011192944855795142
Position 8344: 0.0008811541074055019
Position 387: 0.0006802136037534074
Position 486: 0.000577582001229501
Position 345: 0.000546850444975683
Position 3957: 0.0001273210277123361
Position 7278: 1.3311780956270486e-05
Position 4548: 1.1306344840303254e-05
Position 2567: 7.763419643783098e-06
Position 4339: 5.1855369335210445e-06
Position 2021: 4.719686658771389e-06
Position 4942: 3.4677075068903584e-06
Position 1863: 2.8574056418845688e-06
Position 4439: 2.7757872685237854e-06
Position 3028: 1.574506821876844e-06
Position 2538: 1.1976792876443101e-06
Position 2626: 1.1628435972148418e-06
Position 1848: 7.230109343784221e-07
Position 2049: 3.740181267006926e-08
Position 2107: 3.2173990403279266e-08
Position 1714: 2.766756490176983e-08
Position 1520: 6.649110808647715e-09
Position 1499: 6.4841325158702355e-09
Position 342: 5.748545457158413e-11
Position 207: 4.667471584425753e-11
Position 361: 9.974925708505419e-12
Position 531: 9.006675288948741e-12
Position 301: 7.0405582810228126e-12
