Gene = SUSD5
index = 1360
Annotated 5SS: [  530  5288 11408 44330]
Annotated 3SS: [ 5109 11288 44140 65181]
SMsplice 5SS: [  530  5288 11408 12559 20533 44037 44330]
SMsplice 3SS: [ 5109 11288 12432 20414 43971 44140 65181]
top_k =  100
Partition function (log Z): -32.869807369819966

Sorted 5' Splice Sites (High to Low Probability):
Position 5288: 0.9989992873728168
Position 11408: 0.9638247163984303
Position 530: 0.8915815074805944
Position 12559: 0.5846811351346147
Position 11895: 0.12966555142008312
Position 517: 0.10421706825750315
Position 16146: 0.0919451720944929
Position 767: 0.08838359911107757
Position 1382: 0.08259727758438928
Position 4406: 0.06167801648764372
Position 7640: 0.04515167951527567
Position 837: 0.022179926824830377
Position 5975: 0.018339777616589194
Position 7695: 0.01647096458484036
Position 6070: 0.014307273203364683
Position 6529: 0.013585437081259989
Position 11432: 0.012674061280150927
Position 12553: 0.005560649092784102
Position 141: 0.0013762276305302194
Position 1126: 0.0007679024116429461
Position 5278: 0.00036738767191030593
Position 500: 0.000139014426214969
Position 536: 9.52285476017463e-05
Position 304: 6.779357892679774e-05
Position 802: 6.41161742549409e-05
Position 1159: 3.47929590069238e-05
Position 534: 1.1903415419054158e-05
Position 133: 1.1538053051073819e-05
Position 391: 4.363452523565763e-07
Position 771: 4.2088381148201564e-07
Position 208: 2.532519963479518e-07
Position 166: 1.8319546066525824e-07
Position 332: 1.1140081922937464e-07
Position 87: 1.0475592636344353e-07
Position 7: 1.863511341930941e-08
Position 349: 3.4725016996794765e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 11288: 0.9950795663670309
Position 5109: 0.9942972682249965
Position 12432: 0.5734239260765341
Position 16554: 0.28690009246197007
Position 15970: 0.2621717508711494
Position 11814: 0.15892286721581753
Position 13528: 0.14153172274144654
Position 12402: 0.10558022967919696
Position 628: 0.10053760509294439
Position 16413: 0.07771522129810426
Position 1305: 0.06869841263711633
Position 7518: 0.06355431107580946
Position 4330: 0.061678016487643185
Position 16694: 0.05526228499071309
Position 12610: 0.04909687198053269
Position 13653: 0.03291922758520117
Position 5812: 0.03078412517322678
Position 12643: 0.022219620406067987
Position 12868: 0.014024061980357314
Position 6340: 0.009765575650482682
Position 12843: 0.008634621079939217
Position 1279: 0.00574192142413101
Position 1206: 0.005673506180526646
Position 5006: 0.004859901325653036
Position 756: 0.004460588141283887
Position 6362: 0.004015603117085271
Position 702: 0.0033604254408132303
Position 6001: 0.0033223263742735948
Position 1331: 0.0024866097469833683
Position 8484: 0.0007087885162048487
Position 885: 0.0004239171915333545
Position 6199: 0.0003886861960043072
Position 4968: 0.00032831287365750966
Position 458: 7.156907953536142e-05
Position 915: 3.207379627347277e-05
Position 6431: 2.5706126827900877e-05
Position 1245: 1.743589927316548e-05
Position 679: 1.5217954492376149e-05
Position 969: 1.4582809331059158e-05
Position 933: 1.0454973321681038e-05
Position 635: 9.610730193315178e-06
Position 801: 7.143319088651487e-06
Position 373: 3.159078108510045e-06
Position 581: 2.990637133426697e-06
Position 437: 2.189932828920153e-06
Position 1063: 4.3740933546432903e-07
