Gene = TRNT1
index = 1490
Annotated 5SS: [   75  2273 10538 13733 17795 19708 20788]
Annotated 3SS: [ 2097 10343 13593 17667 19513 20533 20989]
SMsplice 5SS: [   75  2273 10538 13733 17795]
SMsplice 3SS: [ 2097 10343 13593 17667 20533]
top_k =  100
Partition function (log Z): -3.350728118419007

Sorted 5' Splice Sites (High to Low Probability):
Position 2273: 0.9999984952924962
Position 75: 0.9987616334987905
Position 17795: 0.9568597319094516
Position 10538: 0.768309648407854
Position 12795: 0.43765961366100514
Position 1900: 0.3855278277011017
Position 13733: 0.3655709767944709
Position 13663: 0.344776617225027
Position 13759: 0.279634724379222
Position 10558: 0.23155163998159406
Position 1103: 0.2243239139307841
Position 20788: 0.2152883265230931
Position 1927: 0.16017685155200626
Position 19708: 0.14548942806512657
Position 19648: 0.11315778603939164
Position 632: 0.10981384711204671
Position 18213: 0.05839568662466776
Position 762: 0.05148102103243541
Position 1122: 0.040695112313264066
Position 12771: 0.036382006482394626
Position 12938: 0.03625062089289246
Position 374: 0.01705903540732067
Position 21095: 0.01362917851049707
Position 822: 0.005906350081140769
Position 1030: 0.005393671845896299
Position 11948: 0.0047873787470852
Position 116: 0.0006650089079928065
Position 434: 9.085177016511299e-05
Position 243: 4.8528177469194085e-05
Position 33: 1.3705463304546164e-05
Position 2575: 7.684855797959174e-06
Position 449: 3.034490102987499e-06
Position 107: 2.7754194540027094e-06
Position 919: 2.5744572404125444e-07
Position 217: 4.6585909294134314e-08
Position 2168: 3.5065835452694365e-08
Position 48: 3.180383869974508e-08
Position 246: 1.1401672038411639e-10
Position 4: 1.0300542787823813e-14
Position 111: 3.807346303384277e-15
Position 17: 3.3845620253660144e-15
Position 9: 4.6548521211843655e-17
Position 39: 4.605911443712333e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 10343: 0.9998612883894481
Position 13593: 0.9789696280703087
Position 17667: 0.9568597319094515
Position 2097: 0.8389708526905196
Position 20533: 0.7029662854467928
Position 12672: 0.41392871244099294
Position 19513: 0.3574892674308678
Position 20989: 0.28016701823750323
Position 1819: 0.2645929356920734
Position 1787: 0.24701554916949586
Position 1029: 0.23209340828876876
Position 532: 0.17907956915512707
Position 2124: 0.10550974158448428
Position 18096: 0.06608739503623295
Position 12717: 0.06011290770240689
Position 2153: 0.05551793608332731
Position 18117: 0.054690122055569085
Position 12836: 0.037439588665174404
Position 20926: 0.02787255276367831
Position 1798: 0.025348871730423956
Position 13449: 0.01902691782564475
Position 22084: 0.013629178510497067
Position 15829: 0.012910245158269301
Position 17917: 0.010744413684888066
Position 17875: 0.009386245837196598
Position 761: 0.009149548146704763
Position 1842: 0.008747322661114864
Position 865: 0.00777595292439528
Position 991: 0.007102423279797767
Position 11864: 0.005191389390331445
Position 275: 0.0037534748434520965
Position 177: 0.0036624756885596413
Position 181: 0.003650152157833949
Position 151: 0.003236572834926257
Position 300: 0.002341963687654354
Position 580: 0.001329153646378724
Position 617: 0.0010854447281466123
Position 10958: 0.00014865197935864645
Position 10887: 0.0001231120986080663
Position 3002: 9.516538757852399e-05
Position 2424: 3.118302074595445e-05
Position 4373: 1.247763370464612e-05
Position 2814: 5.853315452008615e-06
Position 2481: 3.1192499216029326e-07
Position 893: 3.908280153325655e-08
Position 801: 3.7238295919437546e-08
Position 153: 4.735421423168244e-09
Position 242: 3.92230572716363e-09
Position 483: 2.2672470103658307e-09
Position 217: 2.093935487335119e-09
Position 358: 8.584129777694605e-10
Position 408: 2.371481571206152e-10
Position 214: 2.3207769398302903e-10
Position 330: 1.725840321063826e-10
Position 229: 1.3464260849222012e-10
Position 392: 1.313067826321228e-10
Position 422: 8.127550624935903e-11
Position 188: 1.435200285269733e-11
