Gene = TIGIT
index = 1401
Annotated 5SS: [ 195 3021 4773 8602]
Annotated 3SS: [ 2897  4442  8494 16792]
SMsplice 5SS: [ 195 3021 5538 8602]
SMsplice 3SS: [ 2897  5400  8494 12058]
top_k =  100
Partition function (log Z): -10.562846250196197

Sorted 5' Splice Sites (High to Low Probability):
Position 8602: 0.9768681120371534
Position 3021: 0.9055350304175245
Position 195: 0.847842905957466
Position 5538: 0.6907691963669184
Position 4773: 0.4714680599738661
Position 1947: 0.31739558434706006
Position 2018: 0.12094330656276016
Position 4550: 0.11319939477841297
Position 132: 0.0733008034171293
Position 9647: 0.035537236856801685
Position 282: 0.0261068047592444
Position 531: 0.018383993023486016
Position 10334: 0.018208104163285825
Position 241: 0.014550957903786845
Position 1099: 0.014436233836999995
Position 1658: 0.011482301558893057
Position 2497: 0.0033201827461765082
Position 2444: 0.00255550210094393
Position 3441: 0.0018958107749428594
Position 1640: 0.0003706092097054465
Position 2067: 0.0002833513268859243
Position 156: 2.6119473651550722e-05
Position 478: 7.676072399923625e-06
Position 697: 6.692132413358732e-06
Position 170: 5.705378536619478e-06
Position 875: 4.078839113152886e-06
Position 262: 1.5445704098919697e-06
Position 259: 2.1228943096249706e-07
Position 136: 1.3646936440652597e-07
Position 339: 1.2255178454423705e-07
Position 161: 1.0717246757846636e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 8494: 0.9805986953280935
Position 12058: 0.6943352935013375
Position 5400: 0.6907691963669182
Position 2897: 0.6571989349275988
Position 4627: 0.43372281264978463
Position 1878: 0.42988828023671294
Position 2869: 0.22604507768526724
Position 4442: 0.151576760705162
Position 16886: 0.11317798789993465
Position 8790: 0.06560849422869987
Position 9509: 0.05647390078038261
Position 2854: 0.02229101780465842
Position 10134: 0.021440485092156354
Position 13311: 0.016616267361636444
Position 11840: 0.01580547574107525
Position 11736: 0.015131007983964457
Position 11486: 0.013973409210917817
Position 12982: 0.01212121325771747
Position 1884: 0.008733733150701188
Position 11540: 0.005938784085471638
Position 11574: 0.005799747457447749
Position 2237: 0.005321469698641158
Position 10636: 0.004127725522877405
Position 8666: 0.003246370933123765
Position 416: 0.0031383800976623405
Position 3224: 0.0018777011182566712
Position 8753: 0.0018627659652235506
Position 1444: 0.0012247552908317208
Position 5812: 0.0011990038856820612
Position 3374: 0.0011418232339381047
Position 1036: 0.0008278978576262405
Position 8873: 0.0006369867080407075
Position 2303: 0.0006176791559594686
Position 1551: 0.00048347916684167
Position 7494: 0.00040041424995899516
Position 6775: 0.00028253776699741634
Position 1492: 0.0002679384394059648
Position 1569: 0.00024721660680209335
Position 852: 0.00013921667193219053
Position 825: 0.00012946251396013094
Position 1372: 8.647672961301439e-05
