Gene = NAA50
index = 906
Annotated 5SS: [  333 22316 22853 23369]
Annotated 3SS: [22178 22732 23301 24336]
SMsplice 5SS: [  333  5015  7252 22853]
SMsplice 3SS: [ 4717  7164 22732 24336]
top_k =  100
Partition function (log Z): -19.11732399271437

Sorted 5' Splice Sites (High to Low Probability):
Position 5015: 0.8518520016466459
Position 333: 0.8414981836701927
Position 7252: 0.6562109116493631
Position 8619: 0.46201222271314224
Position 1292: 0.31513687031716225
Position 297: 0.14075961864492764
Position 3342: 0.08709343365863813
Position 3507: 0.043511005088233995
Position 1490: 0.028640379705526634
Position 2939: 0.024508145514605957
Position 4411: 0.02173253297085605
Position 3376: 0.0075028093472696246
Position 693: 0.00693658300592316
Position 4142: 0.0058324850386855
Position 365: 0.0012033694152078197
Position 1043: 0.0011567258518638175
Position 251: 0.00043450908376362437
Position 561: 0.0002889011006240767
Position 956: 0.00017007952845002187
Position 575: 0.00012745587836884948
Position 294: 0.00010891028977363095
Position 1119: 9.480353080559561e-05
Position 370: 1.8112687160862701e-07
Position 378: 8.534056536663989e-08
Position 30: 1.1028417944108846e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4717: 0.72015121995487
Position 7164: 0.579762620974412
Position 8471: 0.4903379260750563
Position 10130: 0.2610630857476267
Position 12428: 0.2566326862430133
Position 3318: 0.16687634613858066
Position 4934: 0.16525200792620692
Position 1196: 0.14764267889979285
Position 13933: 0.12384374624429607
Position 1042: 0.12372334441895426
Position 9989: 0.11290177111203731
Position 6954: 0.09105118420067498
Position 4809: 0.05569229737390684
Position 1238: 0.028778325206770254
Position 2810: 0.024050076433840342
Position 4321: 0.02290856463391173
Position 1355: 0.0221011397877393
Position 7541: 0.019617773186055426
Position 4051: 0.018520151737950786
Position 9487: 0.014817067652865532
Position 1153: 0.012722744598526318
Position 3267: 0.008668734286456552
Position 6474: 0.00818680964650375
Position 8088: 0.006837294514167952
Position 1208: 0.00543518450317607
Position 5579: 0.005023170412442742
Position 2273: 0.0011186283406156659
Position 465: 0.0009509767491203791
Position 723: 0.0006289670228796992
Position 1414: 0.00047057425796816877
Position 2684: 0.00045806908076553605
Position 686: 0.0002715658939936096
Position 760: 0.00021359081164499855
Position 3154: 6.337637093309931e-05
Position 553: 3.3903829441125596e-05
Position 1098: 2.95740939552567e-06
Position 1282: 1.6534692928312327e-06
