Gene = PPOX
index = 1058
Annotated 5SS: [ 202  525  825 1077 1718 2167 2774 3311 3615 4110 4360 4540]
Annotated 3SS: [ 429  689  960 1584 2021 2582 3249 3495 3998 4209 4496 4623]
SMsplice 5SS: [ 202  525  825 1077 2167 2774 4360]
SMsplice 3SS: [ 429  689  944 2002 2582 4209 4496]
top_k =  100
Partition function (log Z): 4.460428530948577

Sorted 5' Splice Sites (High to Low Probability):
Position 525: 0.9994455533465965
Position 825: 0.9343319478932135
Position 4360: 0.8784142961871791
Position 2167: 0.8471294753116809
Position 1077: 0.8274554304053975
Position 202: 0.510056442062956
Position 4110: 0.47983574734927
Position 2774: 0.4442530386678758
Position 263: 0.3248131811986909
Position 2711: 0.26100340552055556
Position 1542: 0.19881754587439884
Position 338: 0.13832271578163052
Position 4540: 0.05301102767129293
Position 2661: 0.03577325586142113
Position 3311: 0.03246286471778862
Position 1718: 0.029619314970138737
Position 2703: 0.011898503364391045
Position 3615: 0.01179487640826196
Position 90: 0.008811496109435749
Position 1298: 0.008632756904881187
Position 2532: 0.007945638187406533
Position 854: 0.006083615400303666
Position 164: 0.005976294393457548
Position 2735: 0.004947063177525897
Position 25: 0.004190343631019966
Position 2093: 0.0016849323246858217
Position 259: 0.0016269131838140727
Position 50: 0.0009448901097847368
Position 207: 0.0005724769309136637
Position 899: 0.0005493122775187742
Position 754: 0.0003730334469545621
Position 56: 0.0001480995511525842
Position 1029: 0.00014229891385557944
Position 1046: 5.609617104249468e-05
Position 267: 2.6937960333314362e-05
Position 529: 1.729575423462977e-05
Position 323: 1.4579858553415643e-05
Position 166: 1.3133780031746195e-05
Position 122: 6.801408072551443e-06
Position 490: 2.691998616908737e-06
Position 709: 7.547899197919877e-08
Position 14: 1.4344184473838186e-09
Position 76: 1.1057780444102203e-10
Position 92: 2.7821267998769647e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 429: 0.9909347454431316
Position 689: 0.9283752620374176
Position 2582: 0.7814768597573537
Position 2002: 0.7349021799133431
Position 4496: 0.7343324827610621
Position 3998: 0.6469877818601247
Position 4209: 0.5647670192851563
Position 944: 0.4297710975133598
Position 960: 0.22308672270871024
Position 4269: 0.2108314495396682
Position 4623: 0.17368501898474345
Position 1177: 0.14794181797833086
Position 928: 0.05043846290996827
Position 2067: 0.04956570619900846
Position 985: 0.04823776917249042
Position 1481: 0.042100484401566975
Position 3249: 0.03599472131250455
Position 2268: 0.033433273747320594
Position 916: 0.03165848749905589
Position 2021: 0.02947715149418029
Position 1584: 0.029288593166059557
Position 1904: 0.024514947514083545
Position 655: 0.023439693817020955
Position 4654: 0.021900678057125034
Position 988: 0.015288326437343052
Position 1430: 0.012816096975834981
Position 1028: 0.011532317251363885
Position 3351: 0.009084040193975719
Position 2008: 0.00685270654722004
Position 2886: 0.00417064423750828
Position 1015: 0.0039050536304952596
Position 1957: 0.003501715968531003
Position 1416: 0.0034784354487814007
Position 4752: 0.002622590288292668
Position 386: 0.002220569546028027
Position 699: 0.0015844239559808877
Position 4539: 0.0014448858313335824
Position 1006: 0.001005513136431173
Position 304: 0.0009307442970984503
Position 1339: 0.0006048399519877619
Position 1365: 0.0005712028720793604
Position 323: 0.0004970945329150896
Position 1490: 0.0003353639672995472
Position 1336: 0.00029514134959549335
Position 590: 0.00025724808838543896
Position 1183: 0.00024591289468335706
Position 338: 0.0002358771563841822
Position 335: 0.00018643373812204648
Position 667: 0.00015715412727835228
Position 787: 9.295658307482637e-05
Position 744: 6.945665748730294e-05
Position 1023: 2.9085306476334925e-05
Position 490: 2.434508491552965e-05
Position 709: 8.010636522256223e-06
Position 87: 3.247566676142063e-06
Position 189: 3.091318144174047e-06
Position 586: 2.741544628040835e-06
Position 767: 2.6763140231239614e-06
Position 186: 2.0968362807066553e-06
Position 140: 4.710086051732997e-07
Position 213: 1.9535752737094431e-07
Position 119: 1.8197567484776123e-07
Position 267: 1.0540533268587728e-07
