Gene = CRHBP
index = 411
Annotated 5SS: [  503   982  1474  3151  6177 10748]
Annotated 3SS: [  887  1315  2939  6027 10629 16014]
SMsplice 5SS: [  503   982  1474  2639  3151 10748]
SMsplice 3SS: [  887  1374  2529  3006 10629 16014]
top_k =  100
Partition function (log Z): 3.756598775710645

Sorted 5' Splice Sites (High to Low Probability):
Position 1474: 0.999999999999999
Position 3151: 0.9940905588246407
Position 982: 0.9009017822987424
Position 10748: 0.8386288691919791
Position 6177: 0.641455724673059
Position 503: 0.6383745889441393
Position 2639: 0.46136239380095473
Position 238: 0.2770428424448177
Position 2614: 0.1794128796398179
Position 10753: 0.16112323978200707
Position 8029: 0.15965881965959663
Position 11412: 0.10989787463458012
Position 4537: 0.10946373022786948
Position 1028: 0.09626578570801747
Position 11379: 0.09570902787665085
Position 16141: 0.08449969935319296
Position 6417: 0.07431537257382802
Position 493: 0.06475317138812349
Position 2654: 0.052396302493117795
Position 10960: 0.022548059182425948
Position 2621: 0.02016055434963097
Position 266: 0.016280142138809114
Position 66: 0.008410510240195755
Position 2940: 0.005682301233520768
Position 2372: 0.002653319500735716
Position 248: 0.0021602980006944286
Position 592: 0.0018940514987608307
Position 2485: 0.0018909505513038493
Position 1038: 0.001033575398149947
Position 45: 0.0008938989605306274
Position 155: 0.000795803597372339
Position 3014: 0.0005927390933642066
Position 815: 0.00036204309651937126
Position 3419: 0.00019407870840158574
Position 52: 3.3686958549552766e-06
Position 94: 6.084260180286353e-07
Position 130: 3.135908241347573e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10629: 0.9417349716560977
Position 16014: 0.6978280204242433
Position 1374: 0.6975025851584882
Position 2529: 0.6532152351816541
Position 887: 0.5177050172343692
Position 3006: 0.4938551688745875
Position 2939: 0.4659069287308642
Position 6027: 0.3958978446919364
Position 848: 0.38929284696872535
Position 1315: 0.29157294573716425
Position 6047: 0.245210152157764
Position 11637: 0.17433702150031585
Position 7920: 0.15965881965959655
Position 11049: 0.11654096212284508
Position 4210: 0.09926010889258789
Position 928: 0.08965225891035969
Position 6355: 0.074315372573828
Position 11341: 0.06634318827696978
Position 10490: 0.058017137317888795
Position 13078: 0.05743770198591656
Position 11177: 0.046615884003792074
Position 15573: 0.04099156144546877
Position 2887: 0.03650488175465612
Position 16694: 0.03529916417912013
Position 16408: 0.031785510411373966
Position 2556: 0.028387291114177295
Position 10832: 0.025326608334518677
Position 16633: 0.01741502476269883
Position 2613: 0.011856121089711505
Position 4324: 0.010411910477768278
Position 2502: 0.009014499713222192
Position 392: 0.007530777587166908
Position 1400: 0.00639271286305745
Position 2558: 0.006170368581225939
Position 2371: 0.0038686881967239187
Position 2263: 0.0038490425006013334
Position 1387: 0.002685643557289043
Position 2843: 0.002527240543614564
Position 11892: 0.002486122573572464
Position 2963: 0.0015713792478027448
Position 364: 0.001289226966304933
Position 1341: 0.0010340591022206325
Position 2091: 0.0008704697445858795
Position 308: 0.0008363306432541261
Position 333: 0.0007790283053751054
Position 892: 0.0005647676618667384
Position 445: 0.00037357669368511074
Position 340: 0.00036339310299516664
Position 5918: 0.0003477278233586945
Position 2216: 0.0002835738965319947
Position 1347: 0.00024067095658020747
Position 3346: 0.00023368059192934479
Position 2409: 0.0001938260222648294
Position 1437: 0.0001736605933902147
Position 347: 0.00016951146520773457
Position 1280: 0.00015994765479049918
Position 2229: 0.00014104831694786377
Position 1220: 0.00014010062137535646
Position 1112: 9.652617828664016e-05
Position 236: 8.139629650014955e-05
Position 316: 7.749379038153329e-05
Position 368: 6.220006430341973e-05
Position 679: 5.5880655731577856e-05
Position 121: 5.3209783409883594e-05
Position 809: 5.113767570122899e-05
Position 897: 5.028491988188888e-05
Position 941: 4.781385974615895e-05
Position 394: 4.5759202974379485e-05
Position 399: 2.096556130211253e-05
Position 310: 1.9634904325952496e-05
Position 408: 1.463941337624125e-05
Position 2406: 1.2174126018258544e-05
Position 582: 1.1582189330451733e-05
Position 389: 9.967735316829137e-06
Position 732: 8.59071991623559e-06
Position 2284: 4.340983508884654e-06
Position 2302: 4.1128717464183545e-06
Position 2186: 3.3358623773175305e-06
Position 321: 2.93636729119969e-06
Position 373: 2.2735170304336373e-06
Position 2309: 2.2721342628071858e-06
Position 1173: 1.147577355619369e-06
