Gene = BRAT1
index = 139
Annotated 5SS: [  241  1423  8404 10819 12138 12524 13608 14010 14430 14749 15942 16184
 16549]
Annotated 3SS: [ 1279  8248 10670 11764 12403 13515 13890 14242 14674 15838 16084 16375
 16962]
SMsplice 5SS: [  241  1423 10819 14010 14430 14749 15942 16184 16549]
SMsplice 3SS: [ 1279 10670 13890 14242 14674 15838 16084 16375 16962]
top_k =  100
Partition function (log Z): 14.23428850494508

Sorted 5' Splice Sites (High to Low Probability):
Position 1423: 1.000000000000002
Position 14749: 0.9971546906163893
Position 10819: 0.9903641264025187
Position 241: 0.9739186429482459
Position 14430: 0.9696577213250539
Position 16184: 0.9654452097452417
Position 15942: 0.9434562011837596
Position 8404: 0.7659851174040291
Position 14010: 0.759903471571337
Position 16549: 0.6537695655298967
Position 12524: 0.5332133961193372
Position 13608: 0.5269117288026837
Position 15215: 0.29061709307287376
Position 14957: 0.242879160993573
Position 17140: 0.21014568034824216
Position 12046: 0.2092603124522298
Position 14014: 0.20444966856952668
Position 15128: 0.17516596373208612
Position 11974: 0.16417563419673875
Position 12138: 0.0988829159356831
Position 14898: 0.0801808832501316
Position 13770: 0.05346876316932721
Position 11867: 0.04004843297981281
Position 16132: 0.03454776045837148
Position 14071: 0.033440836421285196
Position 12042: 0.008647828587180767
Position 270: 0.008165089065312943
Position 687: 0.007686524176607533
Position 10982: 0.0058152578220435555
Position 14443: 0.003998855545373282
Position 512: 0.003706365401219628
Position 16414: 0.0033052358755468747
Position 177: 0.0025770076456744246
Position 276: 0.0025543371642833637
Position 14058: 0.002206023437853051
Position 11151: 0.001722170689997747
Position 250: 0.0013920335986611929
Position 14933: 0.00044184847016028424
Position 14754: 8.8468023890976e-05
Position 4166: 7.711218349681776e-05
Position 10823: 6.930510726603319e-05
Position 14757: 5.273701175105423e-05
Position 6662: 2.7620053087393395e-05
Position 16198: 3.939732729459661e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 13890: 0.9994943806845683
Position 16084: 0.9519347705497659
Position 1279: 0.8927230669020908
Position 14674: 0.8787245738888112
Position 14242: 0.8728761483273798
Position 15838: 0.8209026101482125
Position 10670: 0.8010700873942209
Position 16375: 0.5419105867404607
Position 12403: 0.5332133961193375
Position 16962: 0.48928158626292606
Position 8248: 0.4454279394957154
Position 14832: 0.375000677399938
Position 15101: 0.33733986850975345
Position 8109: 0.3205571779083137
Position 11793: 0.2810439338280066
Position 16999: 0.25659500196674123
Position 11764: 0.19545116763171158
Position 10673: 0.18936334411556477
Position 13522: 0.1867577790227414
Position 13479: 0.17354985180289162
Position 13515: 0.1666040979770506
Position 16782: 0.14338788333130492
Position 15819: 0.11944740147328307
Position 1347: 0.09774430162478565
Position 17437: 0.09749859492168261
Position 16272: 0.09475005073671991
Position 14682: 0.09002474182181491
Position 17522: 0.08388163523507519
Position 14859: 0.05859554396673534
Position 13721: 0.05346876316932725
Position 16104: 0.04806002244652743
Position 11973: 0.044520022691927306
Position 16434: 0.043810988816397924
Position 14337: 0.041406133215534116
Position 16411: 0.03669927546688423
Position 17604: 0.03549222972215165
Position 14269: 0.029886459702825698
Position 14612: 0.029188448529327306
Position 16744: 0.018891443456986814
Position 15127: 0.017527296867085068
Position 16380: 0.014894952369373665
Position 14104: 0.01343475504432879
Position 14203: 0.011763072054668824
Position 16301: 0.007741029053204978
Position 1191: 0.006960952147472032
Position 10923: 0.0058152578220435555
Position 14124: 0.0036735178232847826
Position 15931: 0.0031061895622638024
Position 1065: 0.0025714294074691687
Position 10981: 0.001722170689997747
Position 16443: 0.001668514329130988
Position 17079: 0.000716709344645527
Position 14127: 0.0006164907024050002
Position 13792: 0.0005056193154342209
Position 14697: 0.00012767618425963992
Position 4054: 6.97539988862621e-05
Position 14497: 5.201800313122331e-05
Position 6602: 2.7620053087393395e-05
Position 4050: 5.985079582924006e-06
Position 16086: 2.116940048024515e-06
Position 3893: 1.3731050276316475e-06
Position 1123: 1.140468631003638e-07
Position 1305: 7.682026214092081e-08
Position 955: 5.6305508123702866e-08
Position 1224: 2.745553043557765e-09
