Gene = DUS4L
index = 475
Annotated 5SS: [  252   719  3229  7309  9864 11353 12635]
Annotated 3SS: [  629  3091  7186  9745 11229 12407 13354]
SMsplice 5SS: [  252  3229  7309 11353 12635]
SMsplice 3SS: [ 3091  7096 11127 12407 13354]
top_k =  100
Partition function (log Z): 3.0391846862999348

Sorted 5' Splice Sites (High to Low Probability):
Position 3229: 0.9968976754539884
Position 12635: 0.9948121199232867
Position 7309: 0.8824340781853123
Position 11353: 0.6457522030538271
Position 252: 0.510793095051949
Position 719: 0.378739298817753
Position 1042: 0.37809473537818455
Position 1321: 0.34805490099284897
Position 11303: 0.31479326936234203
Position 894: 0.25333752766333867
Position 1494: 0.24960624285434038
Position 1326: 0.19904055088462272
Position 325: 0.18943983788970534
Position 12928: 0.17366388387585288
Position 9864: 0.15639204497811415
Position 7775: 0.12073409804788464
Position 3908: 0.11061002415336395
Position 2824: 0.055883508640962615
Position 102: 0.04904923867229451
Position 890: 0.02636324743432712
Position 11230: 0.023010659915488754
Position 706: 0.0138980949431803
Position 11877: 0.00935713127964236
Position 394: 0.006329669564608507
Position 964: 0.006215043573550403
Position 13186: 0.005586439324802076
Position 294: 0.0043708957068221135
Position 3194: 0.003102324546011462
Position 446: 0.002992919043042325
Position 13537: 0.0028902434069433937
Position 349: 0.0011862342763914627
Position 126: 0.0004494315361110823
Position 285: 8.878124590082683e-05
Position 534: 7.397630468552556e-05
Position 732: 1.7991819726001044e-05
Position 113: 3.3600207680641735e-07
Position 132: 2.9646593080309143e-08
Position 168: 4.948228964210478e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3091: 1.0000000000000002
Position 13354: 0.9714821014520261
Position 12407: 0.8932704690535728
Position 7096: 0.8818449051664196
Position 11127: 0.8478980451001785
Position 1196: 0.5231514447643484
Position 807: 0.2953373508267164
Position 629: 0.28910541750047486
Position 1391: 0.2320713445737938
Position 11189: 0.13028421863937484
Position 9745: 0.1055385394684837
Position 7649: 0.08166181383495484
Position 890: 0.07989573488628172
Position 3796: 0.07814493918203899
Position 893: 0.0712468760361507
Position 12734: 0.05943520714118563
Position 12436: 0.057954631701401624
Position 2593: 0.055883508640962636
Position 12802: 0.05232092646062206
Position 9624: 0.050853505509630456
Position 785: 0.04501537457221756
Position 1160: 0.040402944620632035
Position 7531: 0.03907228421292981
Position 12762: 0.0350860185471811
Position 12383: 0.026884658392911737
Position 12790: 0.02209196189729924
Position 12450: 0.018615992692758564
Position 12868: 0.018066669336227338
Position 963: 0.017409178725763887
Position 3852: 0.01658965894531763
Position 3799: 0.015875426026007326
Position 769: 0.015247037988715012
Position 11758: 0.00935713127964236
Position 13979: 0.005907372244914326
Position 13084: 0.005586439324802076
Position 11229: 0.00537386859210474
Position 12841: 0.004507736413910163
Position 635: 0.003079384103527991
Position 14341: 0.002752836551523754
Position 13638: 0.001820807359543024
Position 593: 0.0017578679730114136
Position 695: 0.0013775779218030543
Position 1236: 0.0010759607730378062
Position 14390: 0.0006552888400652293
Position 6875: 0.0005891730188927219
Position 199: 0.0005441412184122935
Position 13185: 0.0004941854896937084
Position 672: 0.0004261772583209559
Position 462: 0.00029223805744799694
Position 202: 0.0002877313318112186
Position 186: 0.00023823148265624477
Position 499: 0.00010891019045533045
Position 455: 6.377566389605664e-05
Position 12217: 1.938363124616086e-05
Position 240: 7.379327401081462e-06
