Gene = ALG1L2
index = 72
Annotated 5SS: [  206  9541 10392 11330 12683 14333 15420]
Annotated 3SS: [ 9429 10269 11269 12571 14217 15343 16391]
SMsplice 5SS: [  206  9541 10392 12683 15420 16278]
SMsplice 3SS: [ 9429 10269 12571 15343 16092 16401]
top_k =  100
Partition function (log Z): -0.3686217598284567

Sorted 5' Splice Sites (High to Low Probability):
Position 9541: 0.9999999999999998
Position 206: 0.9495767503738207
Position 15420: 0.9099314089569728
Position 10392: 0.8751993973713611
Position 12683: 0.7767170390644622
Position 16278: 0.7081900812456257
Position 11330: 0.5565213512936935
Position 12134: 0.25836839597727157
Position 14297: 0.18436169074793238
Position 10370: 0.10447387110799464
Position 4067: 0.09712068957998177
Position 14333: 0.08663099524096453
Position 15718: 0.0804562459593361
Position 7223: 0.07714115416197163
Position 15606: 0.05942005777575685
Position 5352: 0.049371134260077644
Position 6427: 0.04509595365375692
Position 9964: 0.039682356922661956
Position 3950: 0.0393359121332022
Position 10631: 0.036465480909761636
Position 5568: 0.03462709233195384
Position 15592: 0.022825708244085318
Position 5471: 0.021240738287237736
Position 10030: 0.020806183700145107
Position 58: 0.01894421617427121
Position 6108: 0.01748683551582917
Position 335: 0.016580307637432963
Position 20: 0.014274818668776557
Position 10614: 0.01055328787404908
Position 14436: 0.005942780934109264
Position 15861: 0.005628464956283998
Position 12637: 0.005450026568275051
Position 15781: 0.0047338854879044445
Position 16256: 0.004105760269076919
Position 9797: 0.0036013154876497985
Position 16169: 0.00305330397159905
Position 301: 0.0006239071456979467
Position 10419: 0.000283906283736933
Position 3819: 0.00010631901898605127
Position 2732: 8.574378312050399e-05
Position 3271: 6.228546621405532e-05
Position 3409: 6.16852939912405e-05
Position 2293: 6.017566682867127e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 9429: 1.0000000000000002
Position 15343: 0.9934059670601512
Position 16092: 0.9289471386300532
Position 12571: 0.7819205818473776
Position 10269: 0.648970523710257
Position 16401: 0.565029935152223
Position 11269: 0.5531951762128773
Position 10248: 0.32559470018880055
Position 12076: 0.15080547891749302
Position 14217: 0.11886708596734533
Position 11937: 0.1075629170597785
Position 16391: 0.09544797111671656
Position 16432: 0.09469036190510814
Position 5184: 0.08535450852227847
Position 14180: 0.08426059969118092
Position 15639: 0.07848710801727211
Position 7116: 0.07714115416197163
Position 14214: 0.07380778126447993
Position 3949: 0.05565806186620115
Position 6224: 0.03589009379981077
Position 4045: 0.03523759280838053
Position 15504: 0.029105341775017612
Position 3883: 0.027974509836534916
Position 5968: 0.026692695369775327
Position 9611: 0.024118623704035305
Position 10574: 0.021841019244582698
Position 5512: 0.01988445635699077
Position 9820: 0.019358280045497406
Position 9861: 0.01586187342775811
Position 15597: 0.013231093210099375
Position 10468: 0.011716545910559185
Position 3724: 0.011058216146324407
Position 10604: 0.00800692825478286
Position 3920: 0.006508646528591956
Position 10274: 0.0064863070137860385
Position 10015: 0.004751078933166005
Position 10500: 0.004322781465973599
Position 11298: 0.0033261750808161795
Position 12332: 0.00024648378535986853
Position 3617: 0.0001258935461370674
Position 3152: 0.00010811384097150944
Position 2670: 8.076562972366761e-05
Position 2147: 6.017566682867127e-05
Position 10084: 3.713775816121672e-05
Position 3311: 8.27432811964208e-06
Position 3314: 7.58259111414433e-06
Position 2632: 4.9781533968363645e-06
