Gene = LZTFL1
index = 810
Annotated 5SS: [  178  4240  6577  7929  9117 11094 11254 13728 14811]
Annotated 3SS: [ 4114  6381  7867  9044 11027 11175 13550 14706 15833]
SMsplice 5SS: [  178  6577  7929  9117 11094 11254 13728 14811]
SMsplice 3SS: [ 6381  7867  9044 11027 11175 13607 14706 15833]
top_k =  100
Partition function (log Z): -3.894217913176555

Sorted 5' Splice Sites (High to Low Probability):
Position 11094: 0.9845693858157097
Position 13728: 0.9561203462307083
Position 6577: 0.8689044258131164
Position 14811: 0.8620360828203426
Position 7929: 0.7686118247485534
Position 9117: 0.6777701314083616
Position 11254: 0.6423109258529421
Position 4240: 0.517065607692581
Position 178: 0.4843643487405448
Position 472: 0.4741622266724209
Position 12999: 0.32697060419954105
Position 9196: 0.3222298685916364
Position 5656: 0.09691576970630023
Position 2539: 0.09576028032009656
Position 17538: 0.08591622845546729
Position 1850: 0.02361703498827553
Position 250: 0.022274190189767555
Position 709: 0.01835355469765517
Position 7287: 0.010774992254976992
Position 15494: 0.00980256526311062
Position 6535: 0.009730267134879908
Position 1716: 0.0034148821269667047
Position 2699: 0.002549865099143111
Position 367: 0.0003581375763213157
Position 508: 0.0003536985842414615
Position 998: 0.00013384353904599341

Sorted 3' Splice Sites (High to Low Probability):
Position 11027: 0.98456938581571
Position 9044: 0.9819989609548827
Position 7867: 0.7686118247485533
Position 14706: 0.7116476022843732
Position 11175: 0.6442968620780867
Position 6381: 0.6354531731530096
Position 13607: 0.5451655526663939
Position 4114: 0.4661969015212933
Position 15833: 0.41777773597160117
Position 13550: 0.41095479356431425
Position 12903: 0.3269706041995411
Position 18820: 0.23719394151036027
Position 17298: 0.1473866503448454
Position 6332: 0.12517614516498868
Position 6357: 0.11800537462999808
Position 2410: 0.09831014541923966
Position 5514: 0.09691576970630021
Position 17123: 0.0819430092749771
Position 14703: 0.07738463833225306
Position 17369: 0.06438969123122694
Position 14678: 0.06123381690709255
Position 4118: 0.05086870617128761
Position 18333: 0.023382799613293953
Position 1627: 0.023166567170132213
Position 14727: 0.0180149298448943
Position 9020: 0.01800103904511549
Position 16623: 0.015766740222979806
Position 16955: 0.015429334424451727
Position 15004: 0.015369602124675261
Position 14416: 0.015323504922395785
Position 14578: 0.012821574174429546
Position 15377: 0.012748071304079069
Position 7029: 0.010774992254976992
Position 14879: 0.009360921654628873
Position 12569: 0.004722053613502471
Position 13849: 0.0037992926973749353
Position 13961: 0.003666715711664185
Position 1527: 0.0033556222410842896
Position 14038: 0.003220418608880775
Position 13979: 0.0031858955397952313
Position 1759: 0.0005097277040257485
