Gene = SRA1
index = 1328
Annotated 5SS: [ 883 1164 6329 7250]
Annotated 3SS: [1037 6125 7140 7398]
SMsplice 5SS: [  49  883 1164 7250]
SMsplice 3SS: [ 717 1037 7140 7398]
top_k =  100
Partition function (log Z): -5.093952987004036

Sorted 5' Splice Sites (High to Low Probability):
Position 1164: 0.9983727804881937
Position 7250: 0.8553350478711763
Position 883: 0.7871654950222491
Position 49: 0.6791617013758685
Position 7470: 0.3738131508538216
Position 869: 0.1235362860219497
Position 7485: 0.0981532395805027
Position 550: 0.058521909934745396
Position 7256: 0.03814196807489238
Position 374: 0.03505890293472889
Position 6329: 0.024016063601508153
Position 803: 0.00976122239006852
Position 462: 0.005991399062962559
Position 243: 0.0048650115776442595
Position 260: 0.0024255731350393325
Position 94: 0.0021399948381701124
Position 1701: 0.0020873980851956286
Position 325: 0.0017239380679870261
Position 160: 0.0013535408285598937
Position 913: 0.0010904736363319103
Position 873: 0.00014749486760259992
Position 1341: 2.618114266328195e-05
Position 1216: 1.1044146512159772e-05
Position 1309: 5.680169634477884e-06
Position 1515: 3.865522668899861e-06
Position 53: 2.2882641780227707e-07
Position 126: 6.862823249279745e-08
Position 34: 1.6855876420052594e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7398: 0.9218818535090949
Position 1037: 0.8879671331332165
Position 7140: 0.7606361055774402
Position 717: 0.39864946937922946
Position 741: 0.20766447584778655
Position 7920: 0.1683114278597937
Position 8032: 0.1378552465200551
Position 7185: 0.13284091036862844
Position 7625: 0.11269398950062652
Position 977: 0.10055569551932075
Position 673: 0.04115173125216809
Position 7368: 0.039881865985496714
Position 7975: 0.03264952285691509
Position 654: 0.02966888596828897
Position 706: 0.024394316511983448
Position 6125: 0.024016063601508153
Position 7590: 0.02385989424612428
Position 983: 0.011464985896144864
Position 693: 0.009481153688357075
Position 7972: 0.007075135301190475
Position 5663: 0.004434716724295717
Position 1514: 0.004410319737239031
Position 4374: 0.004244242344906848
Position 5394: 0.0033674186963952406
Position 8175: 0.0027635567404452437
Position 4525: 0.002126180684803778
Position 1653: 0.0020746698956688207
Position 1340: 0.0014312651500069458
Position 1258: 0.0010875080283713873
Position 2619: 0.0009656186202440789
Position 2190: 0.0008800695962420405
Position 627: 0.0006024593053990156
Position 846: 0.0005786657272808823
Position 2213: 0.0002732532982525157
Position 143: 0.00023993781589384867
Position 591: 0.0002330425164799048
Position 406: 0.00021984823567843909
Position 1387: 0.0002056589828433239
Position 286: 5.201791919605052e-05
Position 1072: 1.0682365510055305e-05
Position 562: 7.280341480636362e-06
Position 1090: 1.0193438531468362e-06
Position 1421: 3.829473455944744e-07
