Gene = KMO
index = 750
Annotated 5SS: [  365 16765 17641 18911 23527 28619 30199 32925 34479 36514 54605 56699
 57982 58132]
Annotated 3SS: [16694 17542 18820 23477 28530 30032 32852 34356 36365 54546 56615 57879
 58071 59820]
SMsplice 5SS: [  365  3504 16765 17641 17882 18911 23527 30199 34479 54605 56699 57982]
SMsplice 3SS: [ 3412 16694 17542 17772 18820 23477 30032 34356 54546 56615 57879 58071]
top_k =  100
Partition function (log Z): -20.834510629638718

Sorted 5' Splice Sites (High to Low Probability):
Position 365: 0.9999999997523652
Position 3504: 0.9999999154051404
Position 16765: 0.9999997453440135
Position 18911: 0.9999975864067915
Position 23527: 0.9992204040436072
Position 30199: 0.9969835795484792
Position 34479: 0.8808573847323733
Position 36514: 0.06815941000101784
Position 34867: 0.06442065313098312
Position 37874: 0.05297044511044256
Position 36533: 0.021049569704915783
Position 3680: 7.164502270630025e-08
Position 3472: 6.520775504806366e-08
Position 4431: 6.268546233700437e-08
Position 1647: 4.9889775076804575e-09
Position 1035: 4.038810455386919e-09
Position 960: 1.5851447880575735e-09
Position 574: 5.527054180174464e-11
Position 399: 5.2467035567355216e-11
Position 423: 5.0549920756852116e-11
Position 392: 2.70000378658441e-11
Position 341: 8.31444667660762e-12
Position 85: 7.029391351976262e-12
Position 455: 1.8216486555342612e-13
Position 240: 7.71366594967524e-14
Position 354: 6.809323234882285e-14
Position 141: 3.103685082283989e-14
Position 396: 2.659708516297388e-14
Position 236: 2.5377662261982057e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 16694: 0.9999997453440135
Position 18820: 0.9999997453440135
Position 23477: 0.9992204040436072
Position 30032: 0.9987932216762174
Position 34356: 0.8901665080680492
Position 3412: 0.8747789528253707
Position 38082: 0.7887529228427131
Position 36174: 0.11255441010953182
Position 3365: 0.10419322515151073
Position 37699: 0.09763986027149428
Position 37369: 0.03693620090789041
Position 34557: 0.03352930351387034
Position 34732: 0.030213767727129547
Position 38941: 0.025739648551354747
Position 38612: 0.02115702648476794
Position 34796: 0.020348778123497155
Position 3292: 0.010555723738069192
Position 3218: 0.010472080541539551
Position 31423: 0.006685501110556003
Position 32310: 0.006646341040478312
Position 35599: 0.006003064353042365
Position 32852: 0.0053283577271958475
Position 31615: 0.0021185070604792786
Position 30365: 0.0006208443361608216
Position 28941: 0.0005783280589978813
Position 29367: 0.00031287093536050143
Position 28530: 0.0002304560033628662
Position 25165: 3.3771664662296487e-05
Position 20504: 2.0231336623934676e-05
Position 19212: 1.681019462924949e-05
Position 21062: 5.193942963300308e-06
Position 19000: 3.356708205112043e-06
Position 19512: 3.3458857638400857e-06
Position 3647: 1.001567962488791e-07
Position 4884: 9.838769692010762e-08
Position 7478: 9.550325891077963e-08
Position 4328: 4.27103184686223e-08
Position 4337: 1.046699412524343e-08
Position 5102: 1.0286565306692937e-08
Position 4203: 9.508149743138493e-09
Position 1536: 6.5598377465158814e-09
Position 3580: 5.628040285955606e-09
Position 900: 5.569851943061612e-09
Position 3865: 3.984911967792546e-09
Position 568: 2.954088012208473e-09
Position 3584: 1.8179369645739292e-09
Position 3821: 1.6048223324874137e-09
Position 1443: 1.071330032256366e-09
Position 630: 6.918573990225927e-10
Position 841: 4.156980287706066e-10
Position 530: 3.752023908035063e-10
Position 3670: 1.2473164037317375e-10
Position 764: 9.112291970011997e-11
