Gene = PLGRKT
index = 1037
Annotated 5SS: [   90  1310  5982 76121 76801]
Annotated 3SS: [ 1183  5894 75989 76690 79517]
SMsplice 5SS: [   90  1310  5982 14327 24569 45405 46001 53397 55722 56016 66788 76121
 76801]
SMsplice 3SS: [ 1183  5894 14253 24392 45228 45919 53268 55641 55846 66606 75989 76690
 78037]
top_k =  100
Partition function (log Z): -39.72781609500545

Sorted 5' Splice Sites (High to Low Probability):
Position 5982: 0.9842261978812699
Position 1310: 0.9295226235644759
Position 90: 0.895637083690601
Position 1445: 0.22290998539479476
Position 5687: 0.06178988466042233
Position 1864: 0.05651294037401382
Position 5514: 0.05442397438026297
Position 3073: 0.04801074825243392
Position 247: 0.046494806398049024
Position 7144: 0.032945062297405577
Position 6605: 0.022812526148925254
Position 1756: 0.020647223565346446
Position 5324: 0.017194805716110203
Position 525: 0.015592123651334167
Position 953: 0.015244815375749305
Position 2111: 0.01232600838904674
Position 115: 0.011767394606079555
Position 586: 0.011659115307531621
Position 48: 0.007992103498040116
Position 127: 0.004184337868046133
Position 202: 0.0031895725406388266
Position 651: 0.0014664910335743262
Position 676: 0.0010010589124057354
Position 237: 0.0009631463216799424
Position 2861: 0.00023545961033599015
Position 327: 1.6847823009092663e-05
Position 141: 7.4326236284955926e-06
Position 94: 1.220130747464907e-07
Position 68: 6.541617606596678e-08
Position 54: 1.7204382611603904e-08
Position 60: 1.3782458239029367e-08
Position 12: 3.3910566620384353e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5894: 0.9976417867323742
Position 1183: 0.8960462427051217
Position 9756: 0.3110989197304399
Position 1382: 0.1877189176804871
Position 10807: 0.1383695127557939
Position 5481: 0.07928709406546078
Position 9315: 0.07393318466215049
Position 10086: 0.06478266019911538
Position 9772: 0.05404038874669535
Position 7487: 0.050402826826689694
Position 2953: 0.04930072132433508
Position 10492: 0.04326265583367557
Position 7079: 0.041424585032074086
Position 1782: 0.038836662250876834
Position 6197: 0.03866766080919131
Position 5577: 0.03692676497522459
Position 1200: 0.03197974308799735
Position 10930: 0.031642776498416784
Position 6511: 0.024424792228337204
Position 1667: 0.023737979142505146
Position 8167: 0.02220717667446863
Position 11533: 0.02036248701383247
Position 9664: 0.01994568520342828
Position 1352: 0.019941874591326778
Position 6254: 0.018878384987983762
Position 6898: 0.01860184818354817
Position 9869: 0.01820348731331011
Position 5114: 0.017194805716110324
Position 7725: 0.016339370158353274
Position 1408: 0.009745971294365472
Position 434: 0.008820853375067614
Position 8248: 0.008752007483879463
Position 6166: 0.007816736073632237
Position 7287: 0.005796900936175225
Position 1071: 0.0056601583225499835
Position 8490: 0.004965453455631941
Position 1978: 0.004726052327003646
Position 713: 0.00464086500227292
Position 2019: 0.0043680851429847515
Position 7946: 0.0036438962513404955
Position 1610: 0.0035170194997427547
Position 1890: 0.0031445144313722796
Position 1498: 0.0030295413096467147
Position 1689: 0.0026127005552324086
Position 6944: 0.0024203892694435493
Position 1501: 0.0023196109748221637
Position 1269: 0.0018138493110339486
Position 783: 0.0009183239656878808
Position 1204: 0.000916476184048371
Position 178: 0.000748337558695728
Position 1143: 0.0005667518965278919
Position 314: 0.0005292423206129358
Position 182: 0.00030914559298573894
Position 790: 0.0002653939580012066
Position 2675: 0.00023545961033599015
Position 693: 0.00019138954025215956
Position 246: 0.0001740071687453888
Position 984: 0.00016553394383193534
Position 650: 0.00013567569972598072
Position 635: 0.00013548606208894
Position 1094: 0.0001106744918170792
Position 270: 7.318549008317426e-05
Position 1025: 7.035928790486666e-05
Position 1334: 6.590817929712145e-05
Position 1929: 4.709472276782733e-05
Position 1338: 4.406646200523651e-05
Position 1913: 4.026176491823572e-05
Position 1671: 2.44424716957387e-05
Position 1443: 1.1175174810679989e-05
