Gene = TROVE2
index = 1491
Annotated 5SS: [  355 10213 16619 17226 17629 22059 22878 23287]
Annotated 3SS: [ 9611 16397 17078 17490 21941 22763 23139 25156]
SMsplice 5SS: [  355  9760 17226 17629 21858 22059 22878 23287 24311]
SMsplice 3SS: [ 9611 17078 17490 21770 21941 22763 23139 24161 25156]
top_k =  100
Partition function (log Z): -18.83890387257556

Sorted 5' Splice Sites (High to Low Probability):
Position 355: 0.7042440052801051
Position 801: 0.3446439768807466
Position 349: 0.28609651807270264
Position 9760: 0.12641715940094278
Position 543: 0.03150157212991284
Position 841: 0.017274047875757204
Position 761: 0.004500770485106141
Position 110: 0.004422413635040962
Position 523: 0.002122594197457254
Position 337: 0.0007208742607205033
Position 229: 6.7380316471749265e-06
Position 265: 7.316750358498844e-07
Position 69: 3.46881582329163e-07
Position 286: 2.2008586884190164e-08
Position 194: 7.384366513566645e-09
Position 237: 5.52070883262448e-09
Position 243: 1.4082601157140557e-09
Position 249: 1.175691170363601e-09
Position 255: 3.9381684996306997e-10
Position 283: 3.4445994339067884e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9611: 0.41540606911557465
Position 639: 0.29359648822409457
Position 3787: 0.13464221010972233
Position 11469: 0.12641715940094278
Position 583: 0.10161323112015112
Position 3618: 0.0709330255405499
Position 7788: 0.06364026367980252
Position 451: 0.06313559348799339
Position 7392: 0.04313372184678775
Position 1142: 0.03849112111950223
Position 3094: 0.028351428614367364
Position 4241: 0.02823456003036176
Position 3512: 0.02121889413562176
Position 5389: 0.019047973137544374
Position 5631: 0.016604864295489255
Position 4032: 0.014171006920936518
Position 1338: 0.014011018657991847
Position 1813: 0.011401954678760075
Position 2764: 0.005289287877526043
Position 1946: 0.002833095534775433
Position 1590: 0.0026093773326805675
Position 1057: 0.0025665185777526325
Position 601: 0.001903755470220413
Position 294: 0.0018671534584814827
Position 269: 0.00046212134080859707
Position 229: 0.00015826770666241608
Position 423: 0.00014648617379324982
Position 304: 1.9683115357582672e-05
Position 402: 1.5130834394157375e-05
Position 740: 8.42802645434633e-06
Position 459: 7.436544902734749e-06
Position 707: 7.112248358568845e-06
Position 333: 3.5260125667593043e-06
Position 535: 2.611804914252975e-06
Position 709: 4.083218791958267e-07
Position 561: 3.689153539953875e-07
Position 348: 3.0976824649934513e-07
Position 180: 6.457048696551683e-08
Position 177: 4.0597989527794525e-08
Position 188: 1.8624175733502383e-08
Position 165: 5.075968174169306e-11
Position 182: 1.7909233443612067e-11
