Gene = SUSD3
index = 1359
Annotated 5SS: [  124 17266 19287 20896]
Annotated 3SS: [17076 19138 20763 25829]
SMsplice 5SS: [  124  3755 17266 19287 20896]
SMsplice 3SS: [ 3654 17076 19138 20763 25829]
top_k =  100
Partition function (log Z): -18.805005482211453

Sorted 5' Splice Sites (High to Low Probability):
Position 124: 0.9979348412351057
Position 3755: 0.38672142149085814
Position 3687: 0.1543589743471077
Position 7059: 0.14808381998204873
Position 5903: 0.12270140761128248
Position 4962: 0.07432865365893039
Position 3531: 0.016460686647441866
Position 2456: 0.013879730399641146
Position 3518: 0.01272020056032298
Position 1370: 0.006904288974955226
Position 3759: 0.0035879998634930368
Position 3869: 0.002716882053704945
Position 2452: 0.0018127836201186575
Position 2393: 0.001519260246006189
Position 1893: 0.0005456532094944216
Position 2703: 0.0004445375659681261
Position 1587: 0.00042058238497172764
Position 3136: 0.00040897292160988646
Position 3338: 0.0004046093793177415

Sorted 3' Splice Sites (High to Low Probability):
Position 3654: 0.6682143767405615
Position 6933: 0.22848153000117805
Position 10327: 0.18835103857609667
Position 5779: 0.16580036890789746
Position 4866: 0.1542758942928742
Position 8390: 0.13232619439916785
Position 5366: 0.11653864597736925
Position 6101: 0.05348556707402896
Position 6487: 0.03775755700240081
Position 3374: 0.03171580426434268
Position 2392: 0.026094373115425607
Position 2218: 0.023924867586107897
Position 284: 0.015525021065869078
Position 7131: 0.013137730083286961
Position 4408: 0.012572054373935743
Position 5293: 0.010384590209484758
Position 6680: 0.009060130896861519
Position 250: 0.0064667562028785834
Position 2592: 0.006397814756835994
Position 595: 0.005666914359018789
Position 5048: 0.005402462693946678
Position 2742: 0.004322262106619486
Position 1708: 0.004121565084508373
Position 281: 0.004023694052850718
Position 1267: 0.0031859341716812665
Position 3866: 0.0028258571700748277
Position 1079: 0.002733108230969577
Position 784: 0.002516429613727918
Position 2568: 0.0024344021254503827
Position 233: 0.0019831975757049047
Position 734: 0.0019694835082973887
Position 1631: 0.0010912590057579345
Position 577: 0.0006228115405736411
Position 214: 0.0005246634472214278
Position 3197: 0.00040460937931774296
Position 1319: 0.0003553035648353542
Position 1534: 0.00034065765212528483
Position 1263: 0.00029030521044539877
Position 2992: 0.00025878347284097406
Position 3017: 0.00015018944876891242
Position 1277: 0.00014117247818790473
Position 1369: 7.99247328464428e-05
