Gene = LEAP2
index = 776
Annotated 5SS: [1430 1768]
Annotated 3SS: [1627 2087]
SMsplice 5SS: [ 246 1430]
SMsplice 3SS: [1347 2087]
top_k =  100
Partition function (log Z): -5.570759087492885

Sorted 5' Splice Sites (High to Low Probability):
Position 1430: 0.9658518927107352
Position 246: 0.7830945820765547
Position 1768: 0.3950120807533285
Position 120: 0.15524642698983088
Position 1223: 0.045609291064965425
Position 1652: 0.03687789503478651
Position 1199: 0.032783077780972454
Position 509: 0.01693281431172948
Position 2220: 0.012797911774042565
Position 264: 0.01169009528339698
Position 195: 0.01091921622593662
Position 2258: 0.009757830351157562
Position 1576: 0.009335440252312118
Position 59: 0.0052875983736692354
Position 1749: 0.0042203772893344635
Position 322: 0.001994764317724527
Position 1792: 0.001535335749890421
Position 1177: 0.0012410326007044653
Position 1941: 0.0006944818230476485
Position 1945: 1.6692800548973844e-05
Position 18: 1.3094650498042737e-05
Position 179: 4.906769741810607e-06
Position 1452: 4.376853470324387e-06
Position 30: 4.1692376743442985e-06
Position 257: 6.854594664302295e-07
Position 218: 6.330531223435618e-07
Position 27: 4.085239969211729e-07
Position 103: 1.642569026903422e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1347: 0.9306714388251779
Position 2087: 0.8257266313959885
Position 1627: 0.5290966822413864
Position 1088: 0.04609985537669529
Position 1286: 0.024870249665229466
Position 2382: 0.01863811730732887
Position 1536: 0.0168511308935825
Position 1543: 0.015698085057785822
Position 2290: 0.012032889440992246
Position 1979: 0.011822514768440186
Position 949: 0.010652661681951335
Position 2333: 0.009978779191024524
Position 2576: 0.0056203269771936334
Position 458: 0.004625266693542675
Position 1502: 0.004498795611511777
Position 147: 0.004260548971747652
Position 1372: 0.003934199689303505
Position 1649: 0.0031539771107136657
Position 1631: 0.0025894155506434053
Position 1093: 0.002426404640417476
Position 1914: 0.002274772334677278
Position 2108: 0.0020862216101841325
Position 435: 0.0018700309657522327
Position 2251: 0.0016785908754529256
Position 2093: 0.0014420215929796924
Position 321: 0.001403476699077604
Position 1036: 0.0011036976059759804
Position 1498: 0.0009473728805575294
Position 1226: 0.0009230153720327163
Position 1397: 0.0008202974368570973
Position 184: 0.0007907313478870641
Position 1652: 0.0007165078036640797
Position 2385: 0.0006336029806265739
Position 362: 0.0004304897558368862
Position 1429: 0.0002235469106881843
Position 305: 0.00017315316835035755
Position 371: 0.00016177593828491622
