Gene = NDUFA2
index = 923
Annotated 5SS: [303 530]
Annotated 3SS: [ 422 2106]
SMsplice 5SS: [303 530]
SMsplice 3SS: [ 422 2106]
top_k =  100
Partition function (log Z): 0.7683290579570223

Sorted 5' Splice Sites (High to Low Probability):
Position 530: 0.9953509854006068
Position 303: 0.9629204933830929
Position 1173: 0.16117343676296336
Position 2157: 0.03763361031951686
Position 2188: 0.030723486158975896
Position 318: 0.02621959286036703
Position 1169: 0.011296338731374601
Position 251: 0.008917970078201984
Position 854: 0.0077811764489883984
Position 805: 0.006718710489561396
Position 563: 0.0039377086091154905
Position 1576: 0.0028600228151173987
Position 1310: 0.0024337428504223333
Position 1699: 0.001994031159715048
Position 1408: 0.001109575914394745
Position 221: 0.0007608262245154559
Position 140: 0.0005280618995588808
Position 133: 0.0004996346834493361
Position 724: 8.9678842153721e-05
Position 748: 8.825738594995978e-05
Position 861: 8.632833288273867e-05
Position 56: 6.527560826123554e-05
Position 534: 6.200001577721388e-05
Position 272: 3.5308770961674026e-05
Position 144: 3.4051584329079836e-05
Position 298: 3.3048871560062164e-05
Position 776: 3.0525723493476856e-05
Position 229: 2.978309827482402e-05
Position 1126: 2.6501120831562928e-05
Position 844: 2.630677867211027e-05
Position 835: 2.2087278704711267e-05
Position 1544: 2.0125542549729452e-05
Position 315: 1.1419283726146625e-05
Position 347: 5.922757370253737e-06
Position 604: 2.2094251511051513e-06
Position 550: 4.918719514471831e-07
Position 502: 5.292397796272115e-09
Position 577: 4.3222575846048536e-09
Position 7: 2.164804050457068e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 422: 0.9966379617161958
Position 2106: 0.8775872168077258
Position 976: 0.15395039400664187
Position 1091: 0.057676922156330517
Position 2295: 0.0487559664956328
Position 2059: 0.03003199577103816
Position 2320: 0.015840747654072302
Position 1221: 0.013019328407422115
Position 689: 0.009505464814859123
Position 1852: 0.008370987396274782
Position 673: 0.007233840568332949
Position 1964: 0.007215012337335179
Position 2419: 0.005670587579417294
Position 1508: 0.005477597824353744
Position 2146: 0.005128536234576693
Position 941: 0.004054985699624974
Position 393: 0.003340915108888803
Position 1207: 0.002411374052322634
Position 2019: 0.002218946425369282
Position 751: 0.0019144049251243961
Position 1027: 0.0018764499532035424
Position 1172: 0.001709833078416113
Position 1832: 0.001335055179121538
Position 978: 0.0005185455205799438
Position 2471: 0.00038021567065113965
Position 776: 0.0003632696602962077
Position 645: 0.0002918386262999934
Position 1111: 0.0002899023415432667
Position 1039: 0.00028033422209583004
Position 2066: 0.00013913234839368923
Position 612: 6.774255732802745e-05
Position 631: 5.5581195455401696e-05
Position 724: 4.7370335368399794e-05
Position 370: 2.084719790886332e-05
Position 217: 2.0213888624263072e-05
Position 731: 1.982897559324845e-05
Position 169: 1.174995670473514e-05
Position 781: 1.1443634458210092e-05
Position 200: 1.1103025253716275e-05
Position 603: 8.574258362901997e-06
Position 838: 7.920879899655526e-06
Position 148: 7.411876413168614e-06
Position 290: 6.081762112516783e-06
Position 276: 1.884756010973047e-06
Position 221: 1.549939842251318e-06
Position 131: 6.6994221562863e-07
Position 124: 4.3519235890586447e-07
Position 294: 1.9141155097497794e-07
Position 155: 8.495972263018057e-08
Position 456: 7.578188158248002e-08
Position 450: 5.154023651884185e-08
Position 435: 4.937838003168224e-08
Position 459: 3.102384957017454e-08
Position 507: 2.9163382847485114e-08
Position 380: 1.7462296342330747e-08
Position 375: 1.660815870410357e-08
Position 240: 1.582538788205875e-08
Position 345: 1.5796153489101212e-09
Position 513: 8.841410984942305e-12
