Gene = SDHC
index = 1237
Annotated 5SS: [  169  9414 14241 26399 42584]
Annotated 3SS: [ 9356 14138 26336 42419 48071]
SMsplice 5SS: [  169  9414 14241 26399 42584 45324]
SMsplice 3SS: [ 9356 14138 26336 42419 45223 48071]
top_k =  100
Partition function (log Z): -30.372379722277895

Sorted 5' Splice Sites (High to Low Probability):
Position 9414: 0.9966391441205465
Position 14241: 0.9853958585006467
Position 169: 0.6960878961909106
Position 618: 0.39776458436656825
Position 12512: 0.24972501075182552
Position 1715: 0.22903008551642
Position 347: 0.04436820918731272
Position 498: 0.0070496427132174
Position 773: 0.00330401655687395
Position 1190: 0.0028938336171951363
Position 190: 0.0016368923826309784
Position 194: 0.0006639488439508078
Position 356: 0.0003935669518713253
Position 381: 0.00026361960914108716
Position 284: 8.534169340455741e-05
Position 103: 4.051993944827242e-05
Position 178: 3.5968233076054e-05
Position 1303: 2.9481330684781198e-05
Position 1409: 1.4283774718946218e-05
Position 1281: 5.821948257476388e-06
Position 130: 3.839812525441245e-09
Position 257: 2.93542179292914e-09
Position 248: 2.2507784570271693e-09
Position 160: 2.9238270466608676e-10
Position 121: 1.6404669704520856e-11
Position 233: 7.087491673698194e-12
Position 51: 1.6008885465651782e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 9356: 0.9987715122437015
Position 14138: 0.9904783631060318
Position 21256: 0.32458785517796307
Position 12393: 0.2558857917663408
Position 20173: 0.24410559550263633
Position 1496: 0.22938447849520555
Position 19912: 0.12441273659657356
Position 19966: 0.10898809584176536
Position 21676: 0.0915429150760591
Position 338: 0.05856963706102022
Position 432: 0.049906536118244
Position 469: 0.03077001784555495
Position 17363: 0.028917608885520495
Position 16409: 0.01675699116998022
Position 15463: 0.013894035822685898
Position 16956: 0.011581440141709403
Position 14676: 0.010197735384855692
Position 359: 0.007599806490416354
Position 15861: 0.005417378692853946
Position 15678: 0.00499347020804817
Position 599: 0.004576641998164724
Position 497: 0.003147607969388517
Position 4133: 0.00027873893388046607
Position 2348: 0.000274247073381925
Position 1233: 0.00013545060508484945
Position 2782: 0.00010401036070618256
Position 3329: 4.034350898453703e-05
Position 268: 3.223572364868591e-05
Position 862: 2.9797316469137747e-05
Position 1053: 2.6876021313006e-05
Position 313: 8.552688731581432e-06
Position 1189: 6.972528919219225e-06
Position 644: 2.198303137367985e-06
Position 471: 2.041565370129284e-06
Position 547: 1.0535168347545263e-08
Position 502: 5.6533166591436556e-09
Position 274: 3.1593684552008157e-09
