Gene = PLPP3
index = 1039
Annotated 5SS: [  691 42615 55293 55747 67594]
Annotated 3SS: [42456 55014 55688 67416 82892]
SMsplice 5SS: [  691  2467  2737  3400  3720 37052 42615 55293 55747 67594]
SMsplice 3SS: [ 2371  2590  3333  3642 36965 42456 55014 55688 67416 82892]
top_k =  100
Partition function (log Z): -44.60351527310203

Sorted 5' Splice Sites (High to Low Probability):
Position 3400: 0.806866571986371
Position 3720: 0.7582449512909314
Position 691: 0.7502243820849545
Position 2737: 0.6673797548082959
Position 2467: 0.5187614445240998
Position 6275: 0.28315053427481823
Position 1565: 0.27772807809373734
Position 2103: 0.26133035012542677
Position 6027: 0.13079589255438762
Position 107: 0.11795776238263207
Position 651: 0.06751208805163812
Position 1142: 0.029623059023780422
Position 993: 0.017517501028011945
Position 999: 0.014844576628110178
Position 490: 0.01349472194447547
Position 2726: 0.009987969695970763
Position 4962: 0.007802868360450724
Position 2123: 0.004327679624001635
Position 566: 0.004022128877387586
Position 2757: 0.002350002158867899
Position 1297: 0.0015248522509928332
Position 1294: 0.0005384678762805868
Position 1346: 0.00029996056214440003
Position 896: 0.0001240278775772068
Position 186: 4.516658418032735e-05
Position 113: 3.0096780098247864e-06
Position 276: 6.334750236717939e-07
Position 328: 3.475798664522288e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3333: 0.9258968401333114
Position 2590: 0.6496000749786379
Position 9424: 0.6228461348837432
Position 2371: 0.4530474462524402
Position 3642: 0.35906916086658747
Position 6191: 0.2819511238737824
Position 1450: 0.2318584522529334
Position 5963: 0.16778581783341578
Position 6209: 0.15285275423062708
Position 1944: 0.14678296099294347
Position 3496: 0.14321513192487442
Position 6876: 0.1089690078108132
Position 3448: 0.06774876716576196
Position 2354: 0.06571399827166166
Position 3475: 0.056895596620725596
Position 5376: 0.05553583256068417
Position 1809: 0.051310826132612175
Position 1881: 0.046516426916019024
Position 1486: 0.03918997116280538
Position 2593: 0.03011765168449672
Position 3472: 0.018308963733580565
Position 1012: 0.015645191860773327
Position 2011: 0.014085009743307151
Position 4863: 0.013169234350341142
Position 3283: 0.006354392700938632
Position 1227: 0.00617146963602444
Position 2030: 0.004652359947103216
Position 3959: 0.004639380590801407
Position 1897: 0.0023104460174442625
Position 3840: 0.0016226791869791346
Position 1351: 0.0015713095592108047
Position 1179: 0.00031790221252437105
Position 795: 0.00015186968870632998
Position 456: 0.00011914349078116779
Position 543: 8.121981015470886e-05
Position 771: 7.42142250157988e-05
Position 547: 5.5956257597080464e-05
Position 383: 4.319571597464943e-05
Position 814: 4.08137051806404e-05
Position 590: 3.900393291242461e-05
Position 1017: 3.56854577848461e-05
Position 751: 3.268769351880185e-05
Position 843: 3.2677336895772136e-05
