Gene = FBXO28
index = 543
Annotated 5SS: [  310 16495 20126 39251]
Annotated 3SS: [16384 19986 39054 43264]
SMsplice 5SS: [  310 13301 16495 20126]
SMsplice 3SS: [13153 16384 19986 43264]
top_k =  100
Partition function (log Z): -30.90826302000066

Sorted 5' Splice Sites (High to Low Probability):
Position 310: 0.9097897833794572
Position 1771: 0.3820974354831536
Position 4170: 0.1403671583143528
Position 842: 0.07178223851895221
Position 4144: 0.03041335523319909
Position 2294: 0.02922183741396342
Position 2411: 0.014779970421759214
Position 22: 0.010607277009296402
Position 5586: 0.010500186335122879
Position 733: 0.010362667036649696
Position 355: 0.005034047642072596
Position 2185: 0.004500201979286677
Position 1916: 0.0018644249495315486
Position 711: 0.00041909640341099595
Position 1085: 0.00030711434669891284
Position 818: 0.0002965517712455459
Position 1215: 9.100077210238541e-05
Position 590: 4.840633917175388e-05
Position 690: 3.274844572420478e-05
Position 644: 2.5587195083250705e-05
Position 464: 2.1268235724455486e-05
Position 663: 1.2663972681847573e-05
Position 848: 6.565854770542006e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3961: 0.4400475485390908
Position 1626: 0.2711756217061799
Position 8520: 0.21294951734095127
Position 5821: 0.1929862530483555
Position 3981: 0.09802049612253864
Position 2234: 0.07239018533637644
Position 1484: 0.07235539386450361
Position 4270: 0.07116204522347934
Position 1594: 0.0324935358396675
Position 1676: 0.024171269047009347
Position 3582: 0.019672328072771257
Position 5789: 0.016497604651558997
Position 2559: 0.014743989289028623
Position 4645: 0.012118139358114819
Position 5453: 0.010500186335122879
Position 1640: 0.008386831283302197
Position 2111: 0.007599177029928555
Position 785: 0.007440752335811466
Position 1968: 0.006192149996870097
Position 2038: 0.005649788330958916
Position 1915: 0.0035988624469156455
Position 3957: 0.0030996815527937604
Position 1868: 0.002533929624182297
Position 3100: 0.0022319620564036666
Position 968: 0.002207971033371977
Position 677: 0.002122075420016669
Position 1212: 0.0020588746451604915
Position 751: 0.0015820259531004982
Position 1995: 0.001360630301611145
Position 570: 0.0011801037207799358
Position 1948: 0.0011201258357792614
Position 1084: 0.0010524585195547198
Position 1370: 0.0009284041080616408
Position 504: 0.00075312292127367
Position 802: 9.000298528525097e-05
Position 1836: 5.9617257432545836e-05
Position 1051: 1.7261406807000622e-05
Position 1142: 1.250586570278513e-05
Position 1415: 6.891933480740401e-06
Position 1517: 6.3574447763549256e-06
