Gene = DNAJC21
index = 456
Annotated 5SS: [  324  4316  6241  6674  8038  9417 11591 15433 16211 20750 24409]
Annotated 3SS: [ 4221  6116  6550  7732  9264 11502 15273 16167 20576 24332 24959]
SMsplice 5SS: [  324  2169  4316  6241  6674  7644  8038  9417 11591 16211 20085 20750
 24409]
SMsplice 3SS: [ 2080  4221  6116  6550  7551  7732  9264 11502 16128 19949 20576 24332
 24959]
top_k =  100
Partition function (log Z): 14.331699493216533

Sorted 5' Splice Sites (High to Low Probability):
Position 16211: 1.0000000000000018
Position 20750: 1.0000000000000018
Position 11591: 1.000000000000001
Position 6241: 0.9988347811232874
Position 324: 0.997733885625899
Position 6674: 0.977229643297004
Position 7644: 0.8181436675908627
Position 8038: 0.8088227880140311
Position 4316: 0.7511885060052766
Position 24409: 0.7227603756912949
Position 9417: 0.7195098682201942
Position 2169: 0.6302609101819054
Position 20085: 0.580395772925198
Position 9343: 0.26879654027131894
Position 1714: 0.2067847231858759
Position 8047: 0.19117721198597235
Position 1513: 0.09926317072760317
Position 1552: 0.09818497128228461
Position 1497: 0.07131042744724952
Position 1500: 0.06852727992032112
Position 13001: 0.04646544648868892
Position 8483: 0.04164331072812287
Position 20491: 0.04149911853561992
Position 11172: 0.0414677848397421
Position 11126: 0.022877311263282137
Position 11937: 0.02116441373049737
Position 106: 0.02071062404052372
Position 9091: 0.017056140134125368
Position 15433: 0.016841863528269566
Position 769: 0.013917171703287344
Position 5748: 0.006673225770977046
Position 4779: 0.0036652581316191867
Position 7285: 0.0032341162214349004
Position 799: 0.001686876860814087
Position 976: 0.000800316282180209
Position 791: 0.0004228064892964085
Position 960: 0.000407559781741053
Position 6388: 0.0003020508047291143
Position 6423: 0.00029380413744868275
Position 928: 0.00026686567065126784
Position 817: 0.0002644896468849373
Position 6149: 0.00016762513399432943
Position 6277: 0.00015876637965531418
Position 488: 1.2497345622316254e-05
Position 254: 5.238271740295845e-06
Position 219: 2.937702331002573e-06
Position 570: 9.780882384692354e-07
Position 328: 4.6208670705627565e-07
Position 27: 1.0142102815923384e-08
Position 24: 3.043803449593107e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6116: 0.9991611726369382
Position 9264: 0.9883064084915151
Position 20576: 0.9852929978135098
Position 6550: 0.9738252731666808
Position 16128: 0.9365635969641789
Position 7732: 0.8284991151449425
Position 7551: 0.761037412146554
Position 11502: 0.7488793768220136
Position 24332: 0.7483729351215676
Position 4221: 0.6770360889078374
Position 19949: 0.580395772925198
Position 2080: 0.521059261384533
Position 24959: 0.506232769509331
Position 1385: 0.3973067772502415
Position 11487: 0.23910055565667926
Position 24726: 0.1802711136310928
Position 7762: 0.16903052579261738
Position 25351: 0.12390298157696383
Position 1643: 0.0818339344514212
Position 4171: 0.0741524170974403
Position 2020: 0.06438685647328542
Position 11077: 0.06434509610302427
Position 16090: 0.06343640303582278
Position 20413: 0.04851818043854922
Position 12878: 0.04646544648868892
Position 1877: 0.04481479232408663
Position 7606: 0.029142145186449676
Position 1390: 0.021761729636434905
Position 11840: 0.02116441373049737
Position 25038: 0.021018501127028372
Position 25156: 0.020514300469380832
Position 1627: 0.020427136397147112
Position 20850: 0.020318986939029598
Position 25031: 0.019487536302588822
Position 201: 0.018458586007717114
Position 8941: 0.017056140134125368
Position 15273: 0.016841863528269566
Position 8247: 0.01681513035931863
Position 698: 0.01574618532058857
Position 20885: 0.01566076263617232
Position 1512: 0.014914405742018492
Position 7563: 0.014492205913284258
Position 8229: 0.014004750243629786
Position 7582: 0.013471904344574768
Position 11508: 0.01202006752130813
Position 24460: 0.011576168469507073
Position 8296: 0.010823430125174463
Position 24106: 0.009801633903488208
Position 20909: 0.00980082631270516
Position 21407: 0.00898769117522124
Position 21336: 0.008841521341185885
Position 23309: 0.008204894988386977
Position 20490: 0.007687940283562728
Position 5634: 0.006673225770977046
Position 22759: 0.0052247324272839376
Position 1370: 0.004301884947752102
Position 4656: 0.0036652581316191845
Position 1387: 0.003524704138319171
Position 7177: 0.0027814101472217385
Position 6507: 0.002758334203332724
Position 7816: 0.0024204320877163287
Position 21730: 0.002309391755633963
Position 22446: 0.001478223902736057
Position 573: 0.000902716732006535
Position 20962: 0.0007554041019920778
Position 6595: 0.0006442146853822272
Position 6330: 0.0005966665728531116
Position 836: 0.0005120981395992149
Position 7202: 0.000452706074213163
Position 876: 0.0003899116561921989
Position 624: 0.00013493888902717705
Position 461: 5.084842253428139e-05
Position 7795: 4.992697472696475e-05
Position 703: 2.934981634589903e-05
Position 232: 8.084784444734002e-06
Position 6431: 1.009610932617828e-06
