Gene = SRRT
index = 1336
Annotated 5SS: [  140   524  6225  6617  7053  9051  9364  9650  9852 10182 10574 10753
 11247 11780 12012 12325 12671 12955 13195]
Annotated 3SS: [  383  6095  6469  6863  8880  9178  9550  9733 10023 10511 10673 11057
 11605 11857 12130 12513 12852 13067 13284]
SMsplice 5SS: [  140   524  5581  6225  6617  7053  9051  9364  9650  9852 10182 10586
 10753 11020 11247 11663 12012 12671 12955 13195]
SMsplice 3SS: [  383  5506  6095  6469  6863  8880  9178  9550  9733 10023 10511 10673
 10944 11092 11605 11857 12513 12864 13088 13284]
top_k =  100
Partition function (log Z): 56.18166785046216

Sorted 5' Splice Sites (High to Low Probability):
Position 524: 0.9999999999999927
Position 10182: 0.9967988130175005
Position 9650: 0.9958535262270356
Position 6617: 0.9944954077113635
Position 12012: 0.9923944402468013
Position 6225: 0.9898361582106204
Position 10753: 0.9871301328495495
Position 140: 0.9816961001948756
Position 11247: 0.9628881158074466
Position 9051: 0.9534643228802429
Position 9852: 0.9075207463309568
Position 13195: 0.9022242306904721
Position 5581: 0.8977735254146273
Position 9364: 0.8766794103342096
Position 7053: 0.8716401519343167
Position 12671: 0.790339706674667
Position 12955: 0.7293054171765179
Position 11663: 0.638850181301731
Position 10586: 0.560993666811586
Position 11020: 0.5368123898711146
Position 10574: 0.38389193252667286
Position 11780: 0.33385818013459356
Position 12985: 0.2706945828234893
Position 12325: 0.21146458342467692
Position 8380: 0.20624057979968508
Position 9419: 0.11597340258867019
Position 10418: 0.07632903191516377
Position 10353: 0.06803877801077785
Position 12691: 0.06488249764541248
Position 11029: 0.058575087322594144
Position 12366: 0.04948968237760818
Position 8481: 0.04252552191099585
Position 9903: 0.040274078773169956
Position 9876: 0.039007304353588367
Position 1582: 0.02777941886674941
Position 3387: 0.0202823909328166
Position 7902: 0.020052760405632333
Position 10523: 0.016183947563309493
Position 3910: 0.012941825812407857
Position 9116: 0.012893523088342207
Position 265: 0.012159198930712828
Position 7446: 0.011431859570585453
Position 4918: 0.008621547943291894
Position 2892: 0.008463300276049407
Position 5611: 0.008042308273179803
Position 2476: 0.007883820212547294
Position 2651: 0.0073918593186753905
Position 5675: 0.0068975142518734565
Position 11919: 0.0063187515851792185
Position 3656: 0.005519634778199769
Position 2635: 0.00536120584610977
Position 5847: 0.005360290462815412
Position 10766: 0.005110101520434466
Position 5835: 0.004453033454943771
Position 8477: 0.004028273927988187
Position 84: 0.003969145976860908
Position 9655: 0.0038550927343643216
Position 11489: 0.0031495218726896148
Position 11285: 0.002768640377542808
Position 12252: 0.0027244104898685485
Position 9053: 0.002594610951775511
