Gene = GUCA2B
index = 633
Annotated 5SS: [ 120 1446]
Annotated 3SS: [1258 2113]
SMsplice 5SS: [ 120 1446]
SMsplice 3SS: [1258 1646]
top_k =  100
Partition function (log Z): -5.435569050685221

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.9874999914436714
Position 1446: 0.7954314685254076
Position 376: 0.32541248477732115
Position 1175: 0.02655008872286376
Position 382: 0.013131985675037962
Position 1924: 0.007370354173427124
Position 1754: 0.006936386913491106
Position 477: 0.005903941900416963
Position 275: 0.003785684976566725
Position 164: 0.00309799215531237
Position 519: 0.0017959695062299103
Position 104: 0.0008646948037983279
Position 188: 3.2992554845425943e-06
Position 279: 1.7389628694103278e-06
Position 124: 1.4213322878049195e-06
Position 186: 5.768207288902038e-07
Position 75: 4.5887483310110237e-07
Position 108: 8.281046340219583e-10
Position 66: 7.909709791885514e-11
Position 72: 6.319475947496608e-11
Position 138: 2.6112893833959235e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1646: 0.6052671129819615
Position 1258: 0.4081063150673065
Position 254: 0.3195883128543142
Position 1390: 0.20990586405815853
Position 1342: 0.20219703654591087
Position 1587: 0.11818097866373152
Position 1998: 0.07740338150221555
Position 2113: 0.03390665695304789
Position 1075: 0.02556618013481351
Position 1052: 0.020275736219127184
Position 1220: 0.017185799907726812
Position 237: 0.012847090233313452
Position 1109: 0.011655600545875066
Position 356: 0.010766633665210287
Position 2238: 0.010290224182153161
Position 1279: 0.010220810326314495
Position 2069: 0.009697316421234895
Position 480: 0.00851582022170329
Position 456: 0.008341375303983819
Position 1526: 0.007178819071678246
Position 1895: 0.006475367450237733
Position 1878: 0.006361308461536498
Position 1417: 0.0058547365377639915
Position 288: 0.005370488827793185
Position 1533: 0.005245130341251375
Position 2263: 0.004269107607551952
Position 1656: 0.003054890789997861
Position 259: 0.002968441801020297
Position 2045: 0.0029314674109065177
Position 709: 0.0027154076226930304
Position 1468: 0.0016185529807460713
Position 1202: 0.001272901791646459
Position 305: 0.0010262511833860747
Position 202: 0.0008409902779352443
Position 292: 0.000508892709504166
Position 1122: 8.73707916495557e-05
Position 339: 4.507570849064413e-05
Position 373: 3.1532979615365e-05
Position 261: 1.2605003101968866e-05
Position 267: 6.753769362532444e-07
Position 204: 1.5757796577306348e-07
Position 218: 7.063287469044346e-08
Position 271: 5.109187062384287e-08
